,n_features,accuracy,precision,recall,f1,coverage_ratio,mean_distance,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,mean_length
0,2.0,0.9960285132382892,0.9957377049180328,1.0,0.9978643009692788,1.0,0.08382141498251551,148.6,74.8,14.25,0.9999951302223786,1.0,0.2890020366598778
1,3.0,0.9958248472505091,0.9956303255407473,0.9998902907295667,0.9977557611254039,1.0,0.03435229682973397,277.5,139.25,18.75,0.999723144893739,1.0,0.8876782077393075
2,4.0,0.9987780040733197,0.998791607162474,0.9998900252941824,0.9993405143987689,1.0,0.018784167094313315,158.2,79.6,17.05,0.9997893878246947,1.0,2.7584521384928715
3,5.0,0.9983706720977596,0.9983608348814337,0.9998905548867243,0.9991251093613298,1.0,0.03292298161112655,211.4,106.2,18.7,0.9993659188899133,1.0,3.1574338085539715
4,6.0,1.0,1.0,1.0,1.0,1.0,0.017269348188312817,55.6,28.3,9.85,0.5649507139629867,0.9271929824561405,4.798981670061099
5,7.0,0.99989816700611,0.999890001099989,1.0,0.9999449975248886,1.0,0.018775755158762134,45.6,23.3,9.55,0.3870131057997691,0.8533834586466164,5.478105906313646
6,8.0,0.99979633401222,0.999780773868245,1.0,0.9998903749177812,1.0,0.022978582966973537,67.3,34.15,11.95,0.5140342798970363,0.9155075187969924,6.292973523421589
7,9.0,0.99989816700611,1.0,0.9998901098901098,0.99994505192593,1.0,0.019043609346003607,41.3,21.15,9.75,0.541031098094639,0.7551482873851294,7.767006109979634
8,2.0,0.9963340122199593,0.996161859853054,0.9998899284534948,0.9980224126565589,1.0,0.025354138564655095,158.0,79.5,16.0,0.9999701714788612,1.0,0.9796334012219959
9,3.0,0.9961303462321792,0.9959478698937685,0.999890049477735,0.9979150663886756,1.0,0.014748088811457814,242.7,121.85,18.95,0.9997204396751317,1.0,2.00050916496945
10,4.0,0.9969450101832994,0.9969345303262536,0.9997804128238911,0.9983554434820744,1.0,0.02557721216426654,292.0,146.5,19.65,0.9996050447459536,1.0,1.5584521384928718
11,5.0,0.9982688391038697,0.9983565245973485,0.999780557384244,0.9990680335507921,1.0,0.02206982635562211,204.3,102.65,18.75,0.999022747398206,1.0,2.7518329938900203
12,6.0,0.9994908350305499,0.9996710886964149,0.9997807017543859,0.9997258922208211,1.0,0.018208647229418663,59.7,30.35,10.4,0.8583821552239373,0.9517543859649121,4.85132382892057
13,7.0,1.0,1.0,1.0,1.0,1.0,0.017893634858563302,65.5,33.25,10.95,-0.22723600347358724,0.9616541353383459,5.89857433808554
14,8.0,0.99979633401222,0.9998904829701019,0.9998904829701019,0.9998904829701019,1.0,0.018969302698421394,55.2,28.1,10.45,0.6724358492410651,0.862687969924812,6.940122199592668
