explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime,clique_size,init_time
FACET,309,62,6,0.8548387096774194,0.88,0.9361702127659575,0.9072164948453608,27.5,14.25,5.0,0.6039146586460803,0.8582456140350877,0.29032258064516125,0.06748076341689867,1.0555555555555556,1.0789992809295654,1,0.010998249053955078
BestCandidate,309,62,6,0.8548387096774194,0.88,0.9361702127659575,0.9072164948453608,27.5,14.25,5.0,0.6039146586460803,0.8582456140350877,1.0,0.0789586171322695,1.4193548387096775,0.18899846076965332,-1,0.0
OCEAN,309,62,6,0.8548387096774194,0.88,0.9361702127659575,0.9072164948453608,27.5,14.25,5.0,0.6039146586460803,0.8582456140350877,1.0,0.06250151509773433,2.2419354838709675,6.365709543228149,-1,0.0
FACET,309,62,6,0.8064516129032258,0.8333333333333334,0.9090909090909091,0.8695652173913043,25.2,13.1,5.0,0.7225821083112517,0.8139473684210526,0.17741935483870963,0.08841760379070616,1.3636363636363635,1.0159006118774414,1,0.011001348495483398
BestCandidate,309,62,6,0.8064516129032258,0.8333333333333334,0.9090909090909091,0.8695652173913043,25.2,13.1,5.0,0.7225821083112517,0.8139473684210526,1.0,0.10073389207378995,1.467741935483871,0.15999817848205566,-1,0.0
OCEAN,309,62,6,0.8064516129032258,0.8333333333333334,0.9090909090909091,0.8695652173913043,25.2,13.1,5.0,0.7225821083112517,0.8139473684210526,1.0,0.06610066674731689,2.4193548387096775,6.485810041427612,-1,0.0
FACET,309,62,6,0.7741935483870968,0.8947368421052632,0.7727272727272727,0.8292682926829269,22.5,11.75,5.0,0.7036099937116771,0.716315789473684,0.22580645161290325,0.027477029061660253,1.0714285714285714,0.9990015029907227,1,0.01100015640258789
BestCandidate,309,62,6,0.7741935483870968,0.8947368421052632,0.7727272727272727,0.8292682926829269,22.5,11.75,5.0,0.7036099937116771,0.716315789473684,1.0,0.07027613074956997,1.1935483870967742,0.15600013732910156,-1,0.0
OCEAN,309,62,6,0.7741935483870968,0.8947368421052632,0.7727272727272727,0.8292682926829269,22.5,11.75,5.0,0.7036099937116771,0.716315789473684,1.0,0.058092342755518944,2.274193548387097,5.839001655578613,-1,0.0
FACET,309,62,6,0.8387096774193549,0.8666666666666667,0.9069767441860465,0.8863636363636364,27.1,14.05,5.0,0.6174266495735932,0.7942105263157894,0.20967741935483875,0.031569120171784634,1.0,1.0220022201538086,1,0.010999202728271484
BestCandidate,309,62,6,0.8387096774193549,0.8666666666666667,0.9069767441860465,0.8863636363636364,27.1,14.05,5.0,0.6174266495735932,0.7942105263157894,1.0,0.09785643486348347,1.4516129032258065,0.17399978637695312,-1,0.0
OCEAN,309,62,6,0.8387096774193549,0.8666666666666667,0.9069767441860465,0.8863636363636364,27.1,14.05,5.0,0.6174266495735932,0.7942105263157894,1.0,0.0716617155140936,2.3870967741935485,7.1269989013671875,-1,0.0
FACET,309,62,6,0.8709677419354839,0.9090909090909091,0.9090909090909091,0.9090909090909091,29.5,15.25,5.0,0.4603494228871078,0.9035087719298245,0.25806451612903225,0.047367856360408675,1.1875,1.0000019073486328,1,0.009998559951782227
BestCandidate,309,62,6,0.8709677419354839,0.9090909090909091,0.9090909090909091,0.9090909090909091,29.5,15.25,5.0,0.4603494228871078,0.9035087719298245,1.0,0.053366952390783304,1.2096774193548387,0.18400216102600098,-1,0.0
OCEAN,309,62,6,0.8709677419354839,0.9090909090909091,0.9090909090909091,0.9090909090909091,29.5,15.25,5.0,0.4603494228871078,0.9035087719298245,1.0,0.04350152041627737,2.2096774193548385,7.265997886657715,-1,0.0
