explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime,clique_size,init_time
FACET,162,33,9,0.8181818181818182,0.875,0.7777777777777778,0.823529411764706,22.0,11.5,5.0,0.24710403233404732,0.615877192982456,0.18181818181818177,0.04135895816310654,1.0,1.0210003852844238,1,0.010999679565429688
BestCandidate,162,33,9,0.8181818181818182,0.875,0.7777777777777778,0.823529411764706,22.0,11.5,5.0,0.24710403233404732,0.615877192982456,1.0,0.1141059484734733,1.4848484848484849,0.08400154113769531,-1,0.0
OCEAN,162,33,9,0.8181818181818182,0.875,0.7777777777777778,0.823529411764706,22.0,11.5,5.0,0.24710403233404732,0.615877192982456,1.0,0.0626743578613771,2.8484848484848486,2.9019992351531982,-1,0.0
FACET,162,33,9,0.7575757575757576,0.7619047619047619,0.8421052631578947,0.8,22.7,11.85,4.9,0.6224507232962523,0.6221908939014202,0.1515151515151515,0.046188203442583606,1.0,1.011002540588379,1,0.010998964309692383
BestCandidate,162,33,9,0.7575757575757576,0.7619047619047619,0.8421052631578947,0.8,22.7,11.85,4.9,0.6224507232962523,0.6221908939014202,1.0,0.1377963856827475,1.4545454545454546,0.08700275421142578,-1,0.0
OCEAN,162,33,9,0.7575757575757576,0.7619047619047619,0.8421052631578947,0.8,22.7,11.85,4.9,0.6224507232962523,0.6221908939014202,1.0,0.07299979900522797,2.515151515151515,3.1011013984680176,-1,0.0
FACET,162,33,9,0.7878787878787878,0.7619047619047619,0.8888888888888888,0.8205128205128205,21.7,11.35,4.95,0.4823910063314426,0.6257309941520468,0.24242424242424243,0.04691965666224432,1.125,0.9960005283355713,1,0.010997295379638672
BestCandidate,162,33,9,0.7878787878787878,0.7619047619047619,0.8888888888888888,0.8205128205128205,21.7,11.35,4.95,0.4823910063314426,0.6257309941520468,1.0,0.09609014032822849,1.2727272727272727,0.08700275421142578,-1,0.0
OCEAN,162,33,9,0.7878787878787878,0.7619047619047619,0.8888888888888888,0.8205128205128205,21.7,11.35,4.95,0.4823910063314426,0.6257309941520468,1.0,0.06449950994854006,2.5454545454545454,2.880002021789551,-1,0.0
FACET,162,33,9,0.9393939393939394,0.9411764705882353,0.9411764705882353,0.9411764705882353,24.1,12.55,5.0,0.1218045025658121,0.698078529657477,0.0,,,1.0180017948150635,1,0.010998725891113281
BestCandidate,162,33,9,0.9393939393939394,0.9411764705882353,0.9411764705882353,0.9411764705882353,24.1,12.55,5.0,0.1218045025658121,0.698078529657477,1.0,0.10914184950711435,1.5151515151515151,0.08999991416931152,-1,0.0
OCEAN,162,33,9,0.9393939393939394,0.9411764705882353,0.9411764705882353,0.9411764705882353,24.1,12.55,5.0,0.1218045025658121,0.698078529657477,1.0,0.06720769666056557,2.696969696969697,3.0240018367767334,-1,0.0
FACET,162,33,9,0.8787878787878788,0.8571428571428571,0.9473684210526315,0.9,21.6,11.3,5.0,0.436535685111133,0.6304824561403508,0.18181818181818177,0.05852228496556227,1.0,1.0080020427703857,1,0.009999275207519531
BestCandidate,162,33,9,0.8787878787878788,0.8571428571428571,0.9473684210526315,0.9,21.6,11.3,5.0,0.436535685111133,0.6304824561403508,0.9696969696969697,0.1036976071143674,1.5,0.08400297164916992,-1,0.0
OCEAN,162,33,9,0.8787878787878788,0.8571428571428571,0.9473684210526315,0.9,21.6,11.3,5.0,0.436535685111133,0.6304824561403508,1.0,0.07307443054749317,2.787878787878788,2.92799973487854,-1,0.0
