explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max,rects_searched_0,rects_searched_1,idx_dim_0,idx_dim_1
MACE,20,20,57,1.0,1.0,1.0,1.0,46.0,23.5,5.0,-0.3926788351349755,0.2988302649220524,0.0,,,0.0,85.62256717681885,-1,-1,-1,-1,-1,-1,-1,-1,-1
AFT,20,20,57,1.0,1.0,1.0,1.0,46.0,23.5,5.0,-0.3926788351349755,0.2988302649220524,0.9,0.0337257756694278,1.7222222222222223,0.0,0.1115419864654541,-1,-1,-1,-1,-1,-1,-1,-1,-1
OCEAN,20,20,57,1.0,1.0,1.0,1.0,46.0,23.5,5.0,-0.3926788351349755,0.2988302649220524,1.0,0.0026799860464103626,3.35,0.0,4.337289810180664,-1,-1,-1,-1,-1,-1,-1,-1,-1
FACETIndex,20,20,57,1.0,1.0,1.0,1.0,46.0,23.5,5.0,-0.3926788351349755,0.2988302649220524,1.0,0.007378938468128116,3.15,57.30593180656433,10.32800030708313,-1,-1,-1,-1,-1,118054,66448,18,20
