explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max,rects_searched_0,rects_searched_1,idx_dim_0,idx_dim_1
MACE,20,20,30,0.95,1.0,0.6666666666666666,0.8,20.8,10.9,5.0,0.7792807300053677,0.20302304038888142,0.0,,,0.0,78.03993654251099,-1,-1,-1,-1,-1,-1,-1,-1,-1
AFT,20,20,30,0.95,1.0,0.6666666666666666,0.8,20.8,10.9,5.0,0.7792807300053677,0.20302304038888142,0.25,0.20089686247535238,2.2,0.0,0.03287792205810547,-1,-1,-1,-1,-1,-1,-1,-1,-1
OCEAN,20,20,30,0.95,1.0,0.6666666666666666,0.8,20.8,10.9,5.0,0.7792807300053677,0.20302304038888142,1.0,0.13975315447037323,3.9,0.0,0.8851993083953857,-1,-1,-1,-1,-1,-1,-1,-1,-1
FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,20.8,10.9,5.0,0.7792807300053677,0.20302304038888142,1.0,0.14649194441964808,3.45,13.227007627487183,1.3440032005310059,-1,-1,-1,-1,-1,12013,48404,11,11
