explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max,rects_searched_0,rects_searched_1,idx_dim_0,idx_dim_1
MACE,20,20,9,0.8,0.7777777777777778,0.7777777777777778,0.7777777777777778,21.8,11.4,5.0,0.6452212106670703,0.5657407407407408,0.0,,,0.0,78.66513705253601,-1,-1,-1,-1,-1,-1,-1,-1,-1
AFT,20,20,9,0.8,0.7777777777777778,0.7777777777777778,0.7777777777777778,21.8,11.4,5.0,0.6452212106670703,0.5657407407407408,1.0,0.1528057965178231,1.4,0.0,0.031000375747680664,-1,-1,-1,-1,-1,-1,-1,-1,-1
OCEAN,20,20,9,0.8,0.7777777777777778,0.7777777777777778,0.7777777777777778,21.8,11.4,5.0,0.6452212106670703,0.5657407407407408,1.0,0.07955394941160879,2.1,0.0,0.9489996433258057,-1,-1,-1,-1,-1,-1,-1,-1,-1
FACETIndex,20,20,9,0.8,0.7777777777777778,0.7777777777777778,0.7777777777777778,21.8,11.4,5.0,0.6452212106670703,0.5657407407407408,1.0,0.07801650610219446,1.95,10.454083442687988,0.3860015869140625,-1,-1,-1,-1,-1,4204,10078,8,8
