explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime,clique_size,init_time
GraphMerge,20,20,9,1.0,1.0,1.0,1.0,34.7,17.85,8.15,0.0,0.7258354218880534,0.9,0.02935230888238511,1.6666666666666667,1.4160380363464355,1,0.009999752044677734
BestCandidate,20,20,9,1.0,1.0,1.0,1.0,34.7,17.85,8.15,0.0,0.7258354218880534,1.0,0.04437547073127183,1.6,0.07700610160827637,-1,0.0
GraphMerge,20,20,9,1.0,1.0,1.0,1.0,41.0,21.0,9.65,0.0,0.7703738512949039,0.7,0.009417282737790989,1.5714285714285714,1.4113574028015137,1,0.009999752044677734
BestCandidate,20,20,9,1.0,1.0,1.0,1.0,41.0,21.0,9.65,0.0,0.7703738512949039,1.0,0.02797446663465521,1.65,0.09159421920776367,-1,0.0
GraphMerge,20,20,9,1.0,1.0,1.0,1.0,38.0,19.5,8.85,0.0,0.7375229741019215,0.5,0.00996501480490212,1.5,1.420792818069458,1,0.010000228881835938
BestCandidate,20,20,9,1.0,1.0,1.0,1.0,38.0,19.5,8.85,0.0,0.7375229741019215,1.0,0.019161364002270854,1.5,0.08300662040710449,-1,0.0
GraphMerge,20,20,9,1.0,1.0,1.0,1.0,37.2,19.1,8.95,0.0,0.7257727652464494,0.85,0.009908568652634606,1.6470588235294117,1.4132134914398193,1,0.010999917984008789
BestCandidate,20,20,9,1.0,1.0,1.0,1.0,37.2,19.1,8.95,0.0,0.7257727652464494,1.0,0.04353904503737873,1.8,0.08299922943115234,-1,0.0
GraphMerge,20,20,9,1.0,1.0,1.0,1.0,37.7,19.35,8.65,0.0,0.7668859649122806,0.25,0.007745052778634087,1.0,1.5371201038360596,1,0.011000394821166992
BestCandidate,20,20,9,1.0,1.0,1.0,1.0,37.7,19.35,8.65,0.0,0.7668859649122806,1.0,0.01954306349316776,1.65,0.07999992370605469,-1,0.0
GraphMerge,20,20,9,1.0,1.0,1.0,1.0,32.4,16.7,8.05,0.0,0.7408980785296574,0.85,0.008803211925212984,1.411764705882353,1.517909288406372,1,0.01100015640258789
BestCandidate,20,20,9,1.0,1.0,1.0,1.0,32.4,16.7,8.05,0.0,0.7408980785296574,1.0,0.018734822897391087,1.35,0.07699918746948242,-1,0.0
GraphMerge,20,20,9,1.0,1.0,1.0,1.0,38.1,19.55,9.1,0.0,0.688295739348371,0.25,0.007733427206281673,1.0,1.4230718612670898,1,0.009999513626098633
BestCandidate,20,20,9,1.0,1.0,1.0,1.0,38.1,19.55,9.1,0.0,0.688295739348371,1.0,0.04822913412792643,1.85,0.08499884605407715,-1,0.0
GraphMerge,20,20,9,1.0,1.0,1.0,1.0,37.3,19.15,8.9,0.0,0.755733082706767,0.9,0.008507686236628093,1.4444444444444444,1.5139684677124023,1,0.009999752044677734
BestCandidate,20,20,9,1.0,1.0,1.0,1.0,37.3,19.15,8.9,0.0,0.755733082706767,1.0,0.03139554725992167,1.8,0.08299899101257324,-1,0.0
GraphMerge,20,20,9,1.0,1.0,1.0,1.0,41.7,21.35,9.7,0.0,0.7539473684210526,0.19999999999999996,0.007222605299689433,1.0,1.4150238037109375,1,0.009999990463256836
BestCandidate,20,20,9,1.0,1.0,1.0,1.0,41.7,21.35,9.7,0.0,0.7539473684210526,1.0,0.019208075196889374,1.6,0.08929729461669922,-1,0.0
GraphMerge,20,20,9,1.0,1.0,1.0,1.0,33.2,17.1,8.0,0.0,0.687312030075188,0.85,0.009322151327057094,1.588235294117647,1.422633171081543,1,0.01100015640258789
BestCandidate,20,20,9,1.0,1.0,1.0,1.0,33.2,17.1,8.0,0.0,0.687312030075188,1.0,0.04259589815271666,1.85,0.07599854469299316,-1,0.0
