explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime,clique_size,init_time
GraphMerge,20,20,30,1.0,,,,9.1,5.05,3.25,0.0,0.09741019214703424,0.0,,,1.4200022220611572,4,0.008000850677490234
BestCandidate,20,20,30,1.0,,,,9.1,5.05,3.25,0.0,0.09741019214703424,0.0,,,0.03499960899353027,-1,0.0009980201721191406
GraphMerge,20,20,30,1.0,,,,11.9,6.45,4.05,-0.010526315789473684,0.12999970789444473,0.0,,,1.53501296043396,4,0.007999897003173828
BestCandidate,20,20,30,1.0,,,,11.9,6.45,4.05,-0.010526315789473684,0.12999970789444473,0.09999999999999998,0.14589550992762607,1.0,0.03900027275085449,-1,0.0
GraphMerge,20,20,30,1.0,1.0,1.0,1.0,9.1,5.05,3.4,0.11637426900584795,0.10588155996050733,0.15000000000000002,0.19805634127226054,3.6666666666666665,1.4219281673431396,5,0.006999969482421875
BestCandidate,20,20,30,1.0,1.0,1.0,1.0,9.1,5.05,3.4,0.11637426900584795,0.10588155996050733,0.09999999999999998,0.0527677200826354,1.5,0.035996437072753906,-1,0.0
GraphMerge,20,20,30,1.0,,,,8.1,4.55,3.1,-0.14736842105263157,0.10110275689223056,0.15000000000000002,0.41386349338072637,5.666666666666667,1.426103115081787,5,0.007999420166015625
BestCandidate,20,20,30,1.0,,,,8.1,4.55,3.1,-0.14736842105263157,0.10110275689223056,0.050000000000000044,0.5117883133397239,2.0,0.03499770164489746,-1,0.0
GraphMerge,20,20,30,1.0,1.0,1.0,1.0,10.7,5.85,3.75,-0.005263157894736842,0.14136122649280541,0.0,,,1.4209551811218262,3,0.009000539779663086
BestCandidate,20,20,30,1.0,1.0,1.0,1.0,10.7,5.85,3.75,-0.005263157894736842,0.14136122649280541,0.0,,,0.03799748420715332,-1,0.0
GraphMerge,20,20,30,1.0,,,,9.6,5.3,3.75,-0.08187134502923976,0.12793498898762057,0.0,,,1.423001766204834,4,0.007944345474243164
BestCandidate,20,20,30,1.0,,,,9.6,5.3,3.75,-0.08187134502923976,0.12793498898762057,0.0,,,0.03699684143066406,-1,0.0
GraphMerge,20,20,30,1.0,,,,8.5,4.75,3.1,0.02046783625730994,0.0816624895572264,0.09999999999999998,0.5467327866106402,7.5,1.421957015991211,6,0.007999658584594727
BestCandidate,20,20,30,1.0,,,,8.5,4.75,3.1,0.02046783625730994,0.0816624895572264,0.0,,,0.03499650955200195,-1,0.0
GraphMerge,20,20,30,1.0,1.0,1.0,1.0,7.9,4.45,2.7,-0.07368421052631578,0.12666457811194654,0.95,0.42359605075832635,5.473684210526316,1.4280030727386475,4,0.00800013542175293
BestCandidate,20,20,30,1.0,1.0,1.0,1.0,7.9,4.45,2.7,-0.07368421052631578,0.12666457811194654,0.19999999999999996,0.1361632735602607,1.25,0.03299975395202637,-1,0.0
GraphMerge,20,20,30,1.0,,,,8.8,4.9,3.4,0.0,0.1304239766081871,0.0,,,1.413158893585205,4,0.007999897003173828
BestCandidate,20,20,30,1.0,,,,8.8,4.9,3.4,0.0,0.1304239766081871,0.0,,,0.03599858283996582,-1,0.0
GraphMerge,20,20,30,0.95,1.0,0.5,0.6666666666666666,6.6,3.8,2.6,0.7573099415204678,0.06521929824561402,0.95,0.6255515563707422,6.684210526315789,1.4310030937194824,6,0.007999658584594727
BestCandidate,20,20,30,0.95,1.0,0.5,0.6666666666666666,6.6,3.8,2.6,0.7573099415204678,0.06521929824561402,0.050000000000000044,0.12196535375222949,2.0,0.03299903869628906,-1,0.0
