explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max
FACETGrow,20,20,57,0.8,1.0,0.6,0.7499999999999999,14.6,7.8,3.0,0.24238050616490334,0.19966934300267639,1.0,0.116745887187345,8.45,0.0540010929107666,0.03099966049194336,2.15,10.0,-1,-1,-1
OCEAN,20,20,57,0.8,1.0,0.6,0.7499999999999999,14.6,7.8,3.0,0.24238050616490334,0.19966934300267639,1.0,0.008212151793391563,3.35,0.0,0.5039997100830078,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,57,0.8,1.0,0.6,0.7499999999999999,14.6,7.8,3.0,0.24238050616490334,0.19966934300267639,1.0,0.009834241880464016,4.0,3.1439990997314453,3.8580002784729004,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,57,0.8,1.0,0.6,0.7499999999999999,14.6,7.8,3.0,0.24238050616490334,0.19966934300267639,1.0,0.005759369123829733,3.55,0.07699871063232422,3.245000123977661,-1.0,-1.0,134,207.9,372
FACETGrow,20,20,57,0.8,0.8,0.8,0.8000000000000002,14.6,7.8,3.0,0.3819407009348496,0.1336579469912803,1.0,0.1713302705196959,6.9,0.057999372482299805,0.03100109100341797,1.95,10.0,-1,-1,-1
OCEAN,20,20,57,0.8,0.8,0.8,0.8000000000000002,14.6,7.8,3.0,0.3819407009348496,0.1336579469912803,1.0,0.004963667720529608,3.6,0.0,0.507000207901001,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,57,0.8,0.8,0.8,0.8000000000000002,14.6,7.8,3.0,0.3819407009348496,0.1336579469912803,1.0,0.005520604012834504,3.4,3.086998701095581,4.357000112533569,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,57,0.8,0.8,0.8,0.8000000000000002,14.6,7.8,3.0,0.3819407009348496,0.1336579469912803,1.0,0.0032098908993301867,3.0,0.07799935340881348,2.0849997997283936,-1.0,-1.0,139,178.75,299
FACETGrow,20,20,57,0.8,0.875,0.7,0.7777777777777777,14.8,7.9,3.0,0.8437768097623132,0.1405974272640939,1.0,0.24867533516123724,8.75,0.055999755859375,0.031000137329101562,0.95,9.8,-1,-1,-1
OCEAN,20,20,57,0.8,0.875,0.7,0.7777777777777777,14.8,7.9,3.0,0.8437768097623132,0.1405974272640939,1.0,0.006416282146257642,3.85,0.0,0.5529990196228027,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,57,0.8,0.875,0.7,0.7777777777777777,14.8,7.9,3.0,0.8437768097623132,0.1405974272640939,1.0,0.009103419146458663,3.75,2.837000608444214,3.637998104095459,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,57,0.8,0.875,0.7,0.7777777777777777,14.8,7.9,3.0,0.8437768097623132,0.1405974272640939,1.0,0.006461140707894932,3.75,0.08099937438964844,4.628000259399414,-1.0,-1.0,173,266.1,470
FACETGrow,20,20,57,1.0,1.0,1.0,1.0,14.4,7.7,3.0,-0.41051826508815753,0.1796667530000863,1.0,0.1214249652440647,6.75,0.06000089645385742,0.028998613357543945,1.45,10.0,-1,-1,-1
OCEAN,20,20,57,1.0,1.0,1.0,1.0,14.4,7.7,3.0,-0.41051826508815753,0.1796667530000863,1.0,0.007520750090991254,3.55,0.0,0.5249993801116943,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,57,1.0,1.0,1.0,1.0,14.4,7.7,3.0,-0.41051826508815753,0.1796667530000863,1.0,0.007513676607049101,2.55,2.922999858856201,3.3409993648529053,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,57,1.0,1.0,1.0,1.0,14.4,7.7,3.0,-0.41051826508815753,0.1796667530000863,1.0,0.005161286091434038,2.65,0.08199906349182129,2.172203302383423,-1.0,-1.0,105,169.75,350
FACETGrow,20,20,57,1.0,1.0,1.0,1.0,14.4,7.7,3.0,-0.4950714749837557,0.13615773115773114,1.0,0.10440568436656657,8.25,0.05299949645996094,0.03099989891052246,1.15,10.0,-1,-1,-1
OCEAN,20,20,57,1.0,1.0,1.0,1.0,14.4,7.7,3.0,-0.4950714749837557,0.13615773115773114,1.0,0.010277116607863065,4.15,0.0,0.5229990482330322,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,57,1.0,1.0,1.0,1.0,14.4,7.7,3.0,-0.4950714749837557,0.13615773115773114,1.0,0.010025395626027197,3.5,2.8259987831115723,3.1050002574920654,-1.0,-1.0,-1,-1,-1
