explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max
OCEAN,20,20,57,0.9,1.0,0.8,0.888888888888889,14.3,7.65,3.0,0.5531646268020447,0.16659714554451394,1.0,0.004606782476420637,4.45,0.0,0.9939987659454346,-1,-1,-1,-1,-1
FACETIndex,20,20,57,0.9,1.0,0.8,0.888888888888889,14.3,7.65,3.0,0.5531646268020447,0.16659714554451394,1.0,0.023263367677107998,4.85,0.21500062942504883,0.6640002727508545,-1,-1,-1,-1,-1
OCEAN,20,20,57,0.85,1.0,0.6666666666666666,0.8,14.4,7.7,3.0,0.23473307007481184,0.16126600008178954,1.0,0.005511153694536612,4.35,0.0,0.9649991989135742,-1,-1,-1,-1,-1
FACETIndex,20,20,57,0.85,1.0,0.6666666666666666,0.8,14.4,7.7,3.0,0.23473307007481184,0.16126600008178954,1.0,0.027961721834174624,4.4,0.21399879455566406,0.6100001335144043,-1,-1,-1,-1,-1
OCEAN,20,20,57,0.85,0.6,0.75,0.6666666666666665,14.8,7.9,3.0,0.5637157507483508,0.17960137815400976,1.0,0.00569639197794281,5.4,0.0,1.2438828945159912,-1,-1,-1,-1,-1
FACETIndex,20,20,57,0.85,0.6,0.75,0.6666666666666665,14.8,7.9,3.0,0.5637157507483508,0.17960137815400976,1.0,0.01847210220969125,4.15,0.21599912643432617,0.6029906272888184,-1,-1,-1,-1,-1
OCEAN,20,20,57,0.95,1.0,0.9,0.9473684210526316,14.7,7.85,3.0,0.049723292568983786,0.15442491718807508,1.0,0.004051667755288512,3.6,0.0,0.9869999885559082,-1,-1,-1,-1,-1
FACETIndex,20,20,57,0.95,1.0,0.9,0.9473684210526316,14.7,7.85,3.0,0.049723292568983786,0.15442491718807508,1.0,0.02446887263380284,5.0,0.21499872207641602,0.6999998092651367,-1,-1,-1,-1,-1
OCEAN,20,20,57,0.95,1.0,0.8888888888888888,0.9411764705882353,14.9,7.95,3.0,0.14067273993381152,0.14853167300535722,1.0,0.009846933397940214,6.25,0.0,1.0260009765625,-1,-1,-1,-1,-1
FACETIndex,20,20,57,0.95,1.0,0.8888888888888888,0.9411764705882353,14.9,7.95,3.0,0.14067273993381152,0.14853167300535722,1.0,0.04090673477629265,5.95,0.21499896049499512,0.6770000457763672,-1,-1,-1,-1,-1
