,n_trees,accuracy,precision,recall,f1,coverage_ratio,mean_distance
473,78.0,1.0,1.0,1.0,1.0,0.0,
474,79.0,1.0,1.0,1.0,1.0,0.0,
475,80.0,1.0,1.0,1.0,1.0,0.0,
476,81.0,1.0,1.0,1.0,1.0,0.0,
477,82.0,1.0,1.0,1.0,1.0,0.0,
478,83.0,1.0,1.0,1.0,1.0,0.0,
479,84.0,1.0,1.0,1.0,1.0,0.0,
480,85.0,1.0,1.0,1.0,1.0,0.0,
481,86.0,1.0,1.0,1.0,1.0,0.0,
482,87.0,1.0,1.0,1.0,1.0,0.0,
483,88.0,1.0,1.0,1.0,1.0,0.0,
484,89.0,1.0,1.0,1.0,1.0,0.0,
485,90.0,1.0,1.0,1.0,1.0,0.0,
486,91.0,1.0,1.0,1.0,1.0,0.0,
487,92.0,1.0,1.0,1.0,1.0,0.0,
488,93.0,1.0,1.0,1.0,1.0,0.0,
489,94.0,1.0,1.0,1.0,1.0,0.0,
490,95.0,1.0,1.0,1.0,1.0,0.0,
491,96.0,1.0,1.0,1.0,1.0,0.0,
492,97.0,1.0,1.0,1.0,1.0,0.0,
493,98.0,1.0,1.0,1.0,1.0,0.0,
494,99.0,1.0,1.0,1.0,1.0,0.0,
