,n_trees,accuracy,precision,recall,f1,coverage_ratio,mean_distance
0,1.0,0.8801089918256131,0.8954802259887006,0.9783950617283951,0.9351032448377581,1.0,0.30120271147253874
1,2.0,0.8828337874659401,0.8828337874659401,1.0,0.9377713458755427,0.0,
2,3.0,0.8937329700272479,0.9305135951661632,0.9506172839506173,0.9404580152671755,1.0,0.0887643580173855
3,4.0,0.9046321525885559,0.9501557632398754,0.941358024691358,0.945736434108527,1.0,0.11228271426119582
4,5.0,0.9237057220708447,0.9404761904761905,0.9753086419753086,0.9575757575757574,1.0,0.17752499226790483
5,6.0,0.9237057220708447,0.9539877300613497,0.9598765432098766,0.9569230769230769,1.0,0.14574944524843106
6,7.0,0.9427792915531336,0.9522388059701492,0.9845679012345679,0.968133535660091,1.0,0.22855077659408757
7,8.0,0.9863760217983651,0.9848024316109423,1.0,0.9923430321592649,1.0,0.285389519823429
8,9.0,0.9918256130790191,0.9938461538461538,0.9969135802469136,0.9953775038520801,1.0,0.29381557236115624
9,10.0,0.9809264305177112,0.9847094801223242,0.9938271604938271,0.989247311827957,1.0,0.2774932134623528
10,11.0,0.9918256130790191,0.9969040247678018,0.9938271604938271,0.9953632148377125,1.0,0.32069589224258577
11,12.0,0.9836512261580381,0.996875,0.9845679012345679,0.9906832298136646,1.0,0.33906525776476154
12,13.0,0.9836512261580381,0.9877300613496932,0.9938271604938271,0.9907692307692307,1.0,0.37227456953456173
13,14.0,0.989100817438692,0.99079754601227,0.9969135802469136,0.9938461538461539,1.0,0.37450411266638894
14,15.0,0.9918256130790191,0.9938461538461538,0.9969135802469136,0.9953775038520801,0.9346049046321526,0.35302368043961524
15,16.0,0.9918256130790191,0.9938461538461538,0.9969135802469136,0.9953775038520801,1.0,0.31012656077041945
16,17.0,0.9809264305177112,0.9937694704049844,0.9845679012345679,0.9891472868217055,1.0,0.28406392258832125
17,18.0,0.997275204359673,1.0,0.9969135802469136,0.9984544049459042,1.0,0.2462777279327355
18,19.0,0.9863760217983651,0.9968847352024922,0.9876543209876543,0.9922480620155038,0.997275204359673,0.34973551611477255
19,20.0,0.9863760217983651,1.0,0.9845679012345679,0.9922239502332815,1.0,0.2597821009999608
20,21.0,0.9863760217983651,0.9907692307692307,0.9938271604938271,0.9922958397534669,0.8010899182561309,0.39241742597881596
21,22.0,0.9836512261580381,0.9907407407407407,0.9907407407407407,0.9907407407407407,0.9945504087193461,0.46469105564107244
22,23.0,0.9836512261580381,0.9937888198757764,0.9876543209876543,0.9907120743034055,1.0,0.3698607063207944
23,24.0,0.9918256130790191,0.9969040247678018,0.9938271604938271,0.9953632148377125,0.997275204359673,0.2692037246669388
24,25.0,0.989100817438692,0.9968944099378882,0.9907407407407407,0.9938080495356038,0.9809264305177112,0.3044839889807954
25,26.0,0.9836512261580381,0.996875,0.9845679012345679,0.9906832298136646,0.9564032697547684,0.3746636383486487
26,27.0,0.9945504087193461,0.9969135802469136,0.9969135802469136,0.9969135802469136,0.9863760217983651,0.40174238672870544
27,28.0,0.989100817438692,0.9938271604938271,0.9938271604938271,0.9938271604938271,0.9536784741144414,0.38279113970977496
28,29.0,0.9863760217983651,0.9938080495356038,0.9907407407407407,0.9922720247295208,0.8092643051771117,0.4891698862025667
29,30.0,0.9918256130790191,0.9969040247678018,0.9938271604938271,0.9953632148377125,0.6267029972752043,0.40287441044398264
30,31.0,0.989100817438692,1.0,0.9876543209876543,0.9937888198757764,0.997275204359673,0.35640526810741036
31,32.0,0.9836512261580381,0.996875,0.9845679012345679,0.9906832298136646,1.0,0.3166164438291712
32,33.0,0.989100817438692,0.9968944099378882,0.9907407407407407,0.9938080495356038,0.8419618528610354,0.4184018315048735
33,34.0,0.9836512261580381,0.996875,0.9845679012345679,0.9906832298136646,0.997275204359673,0.3963790152648575
34,35.0,0.9918256130790191,1.0,0.9907407407407407,0.9953488372093023,0.9564032697547684,0.45070739740116594
35,36.0,0.9918256130790191,0.9969040247678018,0.9938271604938271,0.9953632148377125,1.0,0.28936339297047253
36,37.0,0.9945504087193461,1.0,0.9938271604938271,0.9969040247678018,0.8555858310626703,0.40716269856095477
37,38.0,0.9918256130790191,1.0,0.9907407407407407,0.9953488372093023,0.997275204359673,0.41613540885595307
38,39.0,0.989100817438692,0.9968944099378882,0.9907407407407407,0.9938080495356038,0.9836512261580381,0.417456132904185
39,40.0,0.9918256130790191,0.9969040247678018,0.9938271604938271,0.9953632148377125,0.997275204359673,0.31010899524875724
40,41.0,0.9836512261580381,0.9937888198757764,0.9876543209876543,0.9907120743034055,1.0,0.38669313192655674
41,42.0,0.9918256130790191,1.0,0.9907407407407407,0.9953488372093023,0.997275204359673,0.42553766167390367
42,43.0,0.9863760217983651,0.9968847352024922,0.9876543209876543,0.9922480620155038,0.896457765667575,0.37288561435519224
43,44.0,0.9918256130790191,1.0,0.9907407407407407,0.9953488372093023,0.9945504087193461,0.37510501784315725
44,45.0,0.989100817438692,1.0,0.9876543209876543,0.9937888198757764,0.9645776566757494,0.3666618149184268
