dataset,n_trees,explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max,n_rects
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,13.18,7.09,3.0,0.8117064802925399,0.1628479999237575,1.0,0.5559196010654348,14.55,0.04600095748901367,0.006997823715209961,-1,-1,-1,-1,-1,10
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,13.18,7.09,3.0,0.8117064802925399,0.1628479999237575,1.0,0.5586258192035972,15.9,0.04099750518798828,0.011002063751220703,-1,-1,-1,-1,-1,20
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,13.18,7.09,3.0,0.8117064802925399,0.1628479999237575,1.0,0.49784510242144775,13.95,0.04700160026550293,0.023999929428100586,-1,-1,-1,-1,-1,50
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,13.18,7.09,3.0,0.8117064802925399,0.1628479999237575,1.0,0.4620510199046361,13.55,0.07399988174438477,0.04499959945678711,-1,-1,-1,-1,-1,100
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,13.18,7.09,3.0,0.8117064802925399,0.1628479999237575,1.0,0.44869061004758554,13.55,0.13199949264526367,0.07800030708312988,-1,-1,-1,-1,-1,200
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,13.18,7.09,3.0,0.8117064802925399,0.1628479999237575,1.0,0.44561338768607434,14.0,0.1679990291595459,0.10800027847290039,-1,-1,-1,-1,-1,300
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,13.18,7.09,3.0,0.8117064802925399,0.1628479999237575,1.0,0.45046655184257905,13.1,0.18700027465820312,0.1399986743927002,-1,-1,-1,-1,-1,400
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,13.18,7.09,3.0,0.8117064802925399,0.1628479999237575,1.0,0.4437609612952274,13.95,0.2310009002685547,0.17102813720703125,-1,-1,-1,-1,-1,500
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,13.18,7.09,3.0,0.8117064802925399,0.1628479999237575,1.0,0.42640780829868163,14.1,0.3299999237060547,0.24599957466125488,-1,-1,-1,-1,-1,750
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,13.18,7.09,3.0,0.8117064802925399,0.1628479999237575,1.0,0.4336798095666593,12.75,0.43105077743530273,0.33100008964538574,-1,-1,-1,-1,-1,1000
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,13.18,7.09,3.0,0.8117064802925399,0.1628479999237575,1.0,0.4213267699570604,13.1,0.833000659942627,0.6529998779296875,-1,-1,-1,-1,-1,2000
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,13.18,7.09,3.0,0.8117064802925399,0.1628479999237575,1.0,0.40510667838662917,12.8,1.2350573539733887,0.975940465927124,-1,-1,-1,-1,-1,3000
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,13.18,7.09,3.0,0.8117064802925399,0.1628479999237575,1.0,0.38783647761453083,12.55,1.6389992237091064,1.3070003986358643,-1,-1,-1,-1,-1,4000
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,13.18,7.09,3.0,0.8117064802925399,0.1628479999237575,1.0,0.4012296211296323,13.25,2.080000400543213,1.6349990367889404,-1,-1,-1,-1,-1,5000
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,13.18,7.09,3.0,0.8117064802925399,0.1628479999237575,1.0,0.38368639533922966,12.4,4.122040271759033,3.270956516265869,-1,-1,-1,-1,-1,10000
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,13.18,7.09,3.0,0.8117064802925399,0.1628479999237575,1.0,0.38325795394099643,12.35,8.193999528884888,6.524551630020142,-1,-1,-1,-1,-1,20000
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,13.18,7.09,3.0,0.8117064802925399,0.1628479999237575,1.0,0.36881574908231096,12.15,20.472447872161865,16.26899552345276,-1,-1,-1,-1,-1,50000
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,13.18,7.09,3.0,0.8117064802925399,0.1628479999237575,1.0,0.35900895784040265,12.55,41.04700446128845,32.40599513053894,-1,-1,-1,-1,-1,100000
