n_samples,n_samples_explained,n_features,n_trees,max_depth,avg_nnodes,avg_nleaves,avg_depth,accuracy,precision,recall,f1,ext_min,ext_avg,ext_max,lb_min,lb_avg,lb_max,bt_min,bt_avg,bt_maxinit_time,runtime,order,coverage_ratio,mean_dist,mean_length,dataset,bt_max,init_time
162,5,9,15,3,11.8,6.4,3.0,0.6060606060606061,0.7222222222222222,0.6190476190476191,0.6666666666666666,887,4786.4,7994,1109,5945.0,10810,1109,5945.0,,1.0030198097229004,PriorityQueue,1.0,0.046621259915039306,2.0,glass,10810.0,0.1699981689453125
162,5,9,15,3,11.8,6.4,3.0,0.6060606060606061,0.7222222222222222,0.6190476190476191,0.6666666666666666,279,621.0,860,1382,6593.8,11977,362,969.6,,1.3560082912445068,Stack,1.0,0.046621259915039306,2.0,glass,1679.0,0.1699981689453125
