n_samples,n_samples_explained,n_features,n_trees,max_depth,avg_nnodes,avg_nleaves,avg_depth,accuracy,precision,recall,f1,ext_min,ext_avg,ext_max,lb_min,lb_avg,lb_max,bt_min,bt_avg,bt_maxinit_time,runtime,order,coverage_ratio,mean_dist,mean_length,dataset,bt_max,init_time
309,5,6,15,3,12.333333333333334,6.666666666666667,3.0,0.7096774193548387,0.7333333333333333,0.8461538461538461,0.7857142857142856,2016,4138.8,7096,2015,4619.4,8203,2015,4619.4,,0.7400009632110596,PriorityQueue,1.0,0.04616633104223204,1.6,vertebral,8203.0,0.1939983367919922
309,5,6,15,3,12.333333333333334,6.666666666666667,3.0,0.7096774193548387,0.7333333333333333,0.8461538461538461,0.7857142857142856,478,820.0,1110,2671,6048.0,9510,696,1937.4,,0.9380090236663818,Stack,1.0,0.04616633104223204,1.6,vertebral,3076.0,0.1939983367919922
