n_samples,n_samples_explained,n_features,n_trees,max_depth,avg_nnodes,avg_nleaves,avg_depth,accuracy,precision,recall,f1,ext_min,ext_avg,ext_max,lb_min,lb_avg,lb_max,bt_min,bt_avg,bt_maxinit_time,runtime,order,coverage_ratio,mean_dist,mean_length,dataset,bt_max,init_time
568,5,30,15,3,13.133333333333333,7.066666666666666,3.0,0.9385964912280702,0.9487179487179487,0.8809523809523809,0.9135802469135802,19094,47833.2,94481,19093,48004.8,94480,19093,48004.8,,12.569295167922974,PriorityQueue,1.0,0.23109603275087412,4.2,cancer,94480.0,0.17501473426818848
568,5,30,15,3,13.133333333333333,7.066666666666666,3.0,0.9385964912280702,0.9487179487179487,0.8809523809523809,0.9135802469135802,2764,4632.8,8154,43673,79254.8,142273,35337,57438.6,,18.457622289657593,Stack,1.0,0.23109603275087412,4.2,cancer,98195.0,0.17501473426818848
