dataset,n_trees,explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max,n_rects
vertebral,20,FACETIndex,20,20,6,0.75,0.8,0.7272727272727273,0.761904761904762,12.4,6.7,3.0,0.28457260771691373,0.4852631578947368,1.0,0.4206405254356035,4.4,0.01900196075439453,0.003997802734375,-1,-1,-1,-1,-1,2
vertebral,20,FACETIndex,20,20,6,0.75,0.8,0.7272727272727273,0.761904761904762,12.4,6.7,3.0,0.28457260771691373,0.4852631578947368,1.0,0.3686711920384928,4.7,0.06794476509094238,0.004998207092285156,-1,-1,-1,-1,-1,5
vertebral,20,FACETIndex,20,20,6,0.75,0.8,0.7272727272727273,0.761904761904762,12.4,6.7,3.0,0.28457260771691373,0.4852631578947368,1.0,0.3155817634642637,4.1,0.04599714279174805,0.0060007572174072266,-1,-1,-1,-1,-1,10
vertebral,20,FACETIndex,20,20,6,0.75,0.8,0.7272727272727273,0.761904761904762,12.4,6.7,3.0,0.28457260771691373,0.4852631578947368,1.0,0.24110484233510282,3.85,0.014999628067016602,0.007999897003173828,-1,-1,-1,-1,-1,20
vertebral,20,FACETIndex,20,20,6,0.75,0.8,0.7272727272727273,0.761904761904762,12.4,6.7,3.0,0.28457260771691373,0.4852631578947368,1.0,0.23731399855976282,3.15,0.020999670028686523,0.017000198364257812,-1,-1,-1,-1,-1,50
vertebral,20,FACETIndex,20,20,6,0.75,0.8,0.7272727272727273,0.761904761904762,12.4,6.7,3.0,0.28457260771691373,0.4852631578947368,1.0,0.18324670415779368,2.95,0.026999235153198242,0.03099966049194336,-1,-1,-1,-1,-1,100
vertebral,20,FACETIndex,20,20,6,0.75,0.8,0.7272727272727273,0.761904761904762,12.4,6.7,3.0,0.28457260771691373,0.4852631578947368,1.0,0.21286699299700113,3.25,0.036998748779296875,0.05900001525878906,-1,-1,-1,-1,-1,200
vertebral,20,FACETIndex,20,20,6,0.75,0.8,0.7272727272727273,0.761904761904762,12.4,6.7,3.0,0.28457260771691373,0.4852631578947368,1.0,0.15599396133442797,2.9,0.04799818992614746,0.08900117874145508,-1,-1,-1,-1,-1,300
vertebral,20,FACETIndex,20,20,6,0.75,0.8,0.7272727272727273,0.761904761904762,12.4,6.7,3.0,0.28457260771691373,0.4852631578947368,1.0,0.17052389983089106,3.05,0.06200075149536133,0.11599969863891602,-1,-1,-1,-1,-1,400
vertebral,20,FACETIndex,20,20,6,0.75,0.8,0.7272727272727273,0.761904761904762,12.4,6.7,3.0,0.28457260771691373,0.4852631578947368,1.0,0.12119643019351345,2.7,0.08299851417541504,0.14700102806091309,-1,-1,-1,-1,-1,500
vertebral,20,FACETIndex,20,20,6,0.75,0.8,0.7272727272727273,0.761904761904762,12.4,6.7,3.0,0.28457260771691373,0.4852631578947368,1.0,0.11203040750378565,2.4,0.10199999809265137,0.2109999656677246,-1,-1,-1,-1,-1,750
vertebral,20,FACETIndex,20,20,6,0.75,0.8,0.7272727272727273,0.761904761904762,12.4,6.7,3.0,0.28457260771691373,0.4852631578947368,1.0,0.10989915883298709,2.25,0.13299989700317383,0.2820005416870117,-1,-1,-1,-1,-1,1000
