n_samples,n_samples_explained,n_features,n_trees,max_depth,avg_nnodes,avg_nleaves,avg_depth,accuracy,precision,recall,f1,ext_min,ext_avg,ext_max,lb_min,lb_avg,lb_max,bt_min,bt_avg,bt_max,init_time,runtime,order,coverage_ratio,mean_dist,mean_length,dataset
309,5,6,15,3,12.866666666666667,6.933333333333334,3.0,0.8064516129032258,0.8260869565217391,0.9047619047619048,0.8636363636363636,2132,3589.6,6985,2149,3641.8,6984,2149,3641.8,6984,0.21600890159606934,0.6203200817108154,PriorityQueue,1.0,0.09966708747161844,2.2,vertebral
309,5,6,15,3,12.866666666666667,6.933333333333334,3.0,0.8064516129032258,0.8260869565217391,0.9047619047619048,0.8636363636363636,641,908.4,1255,4119,5222.4,7600,935,1814.0,2566,0.21600890159606934,0.8998761177062988,Stack,1.0,0.09966708747161844,2.2,vertebral
