dataset,n_trees,explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max,n_rects
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.30170865410989606,7.85,0.009999990463256836,0.03299975395202637,-1,-1,-1,-1,-1,100
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.9,0.9473684210526316,13.4,7.2,3.0,0.2431162003495264,0.16788777012461223,1.0,0.23653747261678917,5.8,0.034000396728515625,0.10700178146362305,-1,-1,-1,-1,-1,500
cancer,20,FACETIndex,20,20,30,1.0,1.0,1.0,1.0,13.2,7.1,3.0,-0.03838983423470958,0.13137565650723546,1.0,0.3683160360769948,8.65,0.0810086727142334,0.24100518226623535,-1,-1,-1,-1,-1,1000
cancer,20,FACETIndex,20,20,30,0.9,0.8888888888888888,0.8888888888888888,0.8888888888888888,13.3,7.15,3.0,0.37980038449551945,0.1436504139135718,1.0,0.24412793574984398,6.65,0.10699987411499023,0.40999937057495117,-1,-1,-1,-1,-1,1500
cancer,20,FACETIndex,20,20,30,0.9,1.0,0.7142857142857143,0.8333333333333333,12.3,6.65,3.0,0.6632110579479,0.1259482038429407,1.0,0.2729788425668248,6.75,0.16167783737182617,0.6935789585113525,-1,-1,-1,-1,-1,2000
cancer,20,FACETIndex,20,20,30,1.0,1.0,1.0,1.0,12.7,6.85,3.0,0.08888888888888889,0.1494425457583352,1.0,0.3311791245946153,7.9,0.166517972946167,0.5510001182556152,-1,-1,-1,-1,-1,2500
cancer,20,FACETIndex,20,20,30,1.0,1.0,1.0,1.0,12.4,6.7,3.0,-0.21347337642351494,0.150858206121364,1.0,0.2678967730618321,5.7,0.19103765487670898,0.6057484149932861,-1,-1,-1,-1,-1,3000
cancer,20,FACETIndex,20,20,30,1.0,1.0,1.0,1.0,13.5,7.25,3.0,-0.015789473684210527,0.15258427245269351,1.0,0.341737666087311,6.9,0.205000638961792,0.8781161308288574,-1,-1,-1,-1,-1,3500
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.9,0.9473684210526316,12.7,6.85,3.0,0.5899404579492422,0.15781575149996202,1.0,0.23691919624451244,5.4,0.23000097274780273,0.8615171909332275,-1,-1,-1,-1,-1,4000
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.8888888888888888,0.9411764705882353,13.4,7.2,3.0,0.7770839978734716,0.13907932710564289,1.0,0.24224956662138025,5.95,0.26599860191345215,1.036001205444336,-1,-1,-1,-1,-1,4500
cancer,20,FACETIndex,20,20,30,0.85,0.75,0.6,0.6666666666666665,11.8,6.4,3.0,0.9623572987492655,0.14116446419077996,1.0,0.2600976978947477,6.05,0.2909975051879883,1.4735686779022217,-1,-1,-1,-1,-1,5000
cancer,20,FACETIndex,20,20,30,1.0,1.0,1.0,1.0,12.4,6.7,3.0,-0.08421052631578947,0.16063662945241894,1.0,0.2832259559936016,6.35,0.5809996128082275,2.7338013648986816,-1,-1,-1,-1,-1,10000
