,n_trees,accuracy,precision,recall,f1,coverage_ratio,mean_distance
0,1.0,0.9210526315789473,0.9210526315789473,1.0,0.958904109589041,0.0,
1,2.0,0.9210526315789473,0.9210526315789473,1.0,0.958904109589041,0.0,
2,3.0,0.9210526315789473,0.9210526315789473,1.0,0.958904109589041,0.0,
3,4.0,0.9210526315789473,0.9210526315789473,1.0,0.958904109589041,0.0,
4,5.0,0.9210526315789473,0.9210526315789473,1.0,0.958904109589041,0.0,
5,6.0,0.9210526315789473,0.9210526315789473,1.0,0.958904109589041,0.0,
6,7.0,0.9210526315789473,0.9210526315789473,1.0,0.958904109589041,0.0,
7,8.0,0.9736842105263158,0.9722222222222222,1.0,0.9859154929577464,0.9868421052631579,0.292702591543929
8,9.0,0.9210526315789473,0.9210526315789473,1.0,0.958904109589041,0.0,
9,10.0,0.9605263157894737,0.958904109589041,1.0,0.9790209790209791,0.23684210526315785,0.3113465339736698
10,11.0,0.9210526315789473,0.9210526315789473,1.0,0.958904109589041,0.0,
11,12.0,0.9210526315789473,0.9210526315789473,1.0,0.958904109589041,0.0,
12,13.0,0.9736842105263158,0.9722222222222222,1.0,0.9859154929577464,0.3421052631578947,0.2198351573220768
13,14.0,0.9605263157894737,0.958904109589041,1.0,0.9790209790209791,0.013157894736842146,0.3268198061389318
14,15.0,0.9605263157894737,0.958904109589041,1.0,0.9790209790209791,0.17105263157894735,0.2467953541522056
15,16.0,0.9736842105263158,0.9722222222222222,1.0,0.9859154929577464,0.8421052631578947,0.33457277439237043
16,17.0,0.9210526315789473,0.9210526315789473,1.0,0.958904109589041,0.0,
17,18.0,0.9736842105263158,0.9722222222222222,1.0,0.9859154929577464,0.17105263157894735,0.3197986248160344
18,19.0,0.9210526315789473,0.9210526315789473,1.0,0.958904109589041,0.0,
19,20.0,0.9605263157894737,0.958904109589041,1.0,0.9790209790209791,0.368421052631579,0.30242795651750853
20,21.0,0.9736842105263158,0.9722222222222222,1.0,0.9859154929577464,0.052631578947368474,0.07545709666351269
21,22.0,0.9736842105263158,0.9722222222222222,1.0,0.9859154929577464,0.11842105263157898,0.27774255410021925
22,23.0,0.9736842105263158,0.9722222222222222,1.0,0.9859154929577464,0.052631578947368474,0.48566141085358183
23,24.0,0.9210526315789473,0.9210526315789473,1.0,0.958904109589041,0.0,
24,25.0,0.9210526315789473,0.9210526315789473,1.0,0.958904109589041,0.0,
25,26.0,0.9210526315789473,0.9210526315789473,1.0,0.958904109589041,0.0,
26,27.0,0.9736842105263158,0.9722222222222222,1.0,0.9859154929577464,0.013157894736842146,0.03479759876179006
27,28.0,0.9736842105263158,0.9722222222222222,1.0,0.9859154929577464,0.02631578947368418,0.18505467617896837
28,29.0,0.9736842105263158,0.9722222222222222,1.0,0.9859154929577464,0.06578947368421051,0.22373995782213027
29,30.0,0.9736842105263158,0.9722222222222222,1.0,0.9859154929577464,0.03947368421052633,0.293519850825606
30,31.0,0.9605263157894737,0.958904109589041,1.0,0.9790209790209791,0.013157894736842146,0.2881117467148938
31,32.0,0.9736842105263158,0.9722222222222222,1.0,0.9859154929577464,0.03947368421052633,0.2130256172223256
32,33.0,0.9605263157894737,0.958904109589041,1.0,0.9790209790209791,0.013157894736842146,0.2103058428161747
33,34.0,0.9605263157894737,0.958904109589041,1.0,0.9790209790209791,0.0,
34,35.0,0.9736842105263158,0.9722222222222222,1.0,0.9859154929577464,0.03947368421052633,0.2739505360262044
35,36.0,0.9736842105263158,0.9722222222222222,1.0,0.9859154929577464,0.02631578947368418,0.15318565665728368
36,37.0,0.9736842105263158,0.9722222222222222,1.0,0.9859154929577464,0.02631578947368418,0.3110691325030573
37,38.0,0.9736842105263158,0.9722222222222222,1.0,0.9859154929577464,0.03947368421052633,0.20312235425442102
38,39.0,0.9736842105263158,0.9722222222222222,1.0,0.9859154929577464,0.013157894736842146,0.033537935111601025
39,40.0,0.9605263157894737,0.958904109589041,1.0,0.9790209790209791,0.013157894736842146,0.24891924029523205
40,41.0,0.9473684210526315,0.9459459459459459,1.0,0.9722222222222222,0.013157894736842146,0.03125454409095335
41,42.0,0.9736842105263158,0.9722222222222222,1.0,0.9859154929577464,0.03947368421052633,0.2989531695485221
42,43.0,0.9736842105263158,0.9722222222222222,1.0,0.9859154929577464,0.013157894736842146,0.3392439967983372
43,44.0,0.9605263157894737,0.958904109589041,1.0,0.9790209790209791,0.013157894736842146,0.31607276447251587
44,45.0,0.9605263157894737,0.958904109589041,1.0,0.9790209790209791,0.03947368421052633,0.29952642648946104
45,46.0,0.9605263157894737,0.958904109589041,1.0,0.9790209790209791,0.02631578947368418,0.25199286279343436
46,47.0,0.9736842105263158,0.9722222222222222,1.0,0.9859154929577464,0.02631578947368418,0.16135684147570095
47,48.0,0.9736842105263158,0.9722222222222222,1.0,0.9859154929577464,0.013157894736842146,0.2413832396218884
48,49.0,0.9736842105263158,0.9722222222222222,1.0,0.9859154929577464,0.02631578947368418,0.15636594945435364
49,50.0,0.9605263157894737,0.958904109589041,1.0,0.9790209790209791,0.013157894736842146,0.4880280644088595
50,51.0,0.9605263157894737,0.958904109589041,1.0,0.9790209790209791,0.013157894736842146,0.2786162429052113
51,52.0,0.9736842105263158,0.9722222222222222,1.0,0.9859154929577464,0.02631578947368418,0.19558808850268702
52,53.0,0.9736842105263158,0.9722222222222222,1.0,0.9859154929577464,0.013157894736842146,0.14654870259573904
53,54.0,0.9736842105263158,0.9722222222222222,1.0,0.9859154929577464,0.03947368421052633,0.07489142895100498
