explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime,clique_size,init_time
FACETPaths,309,62,6,0.8548387096774194,0.8604651162790697,0.925,0.891566265060241,12.3,6.65,3.0,0.5662161317146684,0.5376315789473685,1.0,0.33836550403856486,4.548387096774194,0.003999471664428711,18.5,0.8430020809173584
BestCandidate,309,62,6,0.8548387096774194,0.8604651162790697,0.925,0.891566265060241,12.3,6.65,3.0,0.5662161317146684,0.5376315789473685,1.0,0.17246764826537125,1.2258064516129032,0.1064901351928711,-1.0,0.0
OCEAN,309,62,6,0.8548387096774194,0.8604651162790697,0.925,0.891566265060241,12.3,6.65,3.0,0.5662161317146684,0.5376315789473685,0.9838709677419355,0.060663525251636354,2.2950819672131146,2.7399983406066895,-1.0,0.0
FACETPaths,309,62,6,0.8064516129032258,0.8372093023255814,0.8780487804878049,0.8571428571428572,12.9,6.95,3.0,0.6268227950568103,0.5915789473684211,1.0,0.35458336010002195,4.241935483870968,0.003998994827270508,19.5,0.8910012245178223
BestCandidate,309,62,6,0.8064516129032258,0.8372093023255814,0.8780487804878049,0.8571428571428572,12.9,6.95,3.0,0.6268227950568103,0.5915789473684211,0.967741935483871,0.12854657645635925,1.3166666666666667,0.10899925231933594,-1.0,0.0
OCEAN,309,62,6,0.8064516129032258,0.8372093023255814,0.8780487804878049,0.8571428571428572,12.9,6.95,3.0,0.6268227950568103,0.5915789473684211,1.0,0.06285522446081823,2.096774193548387,3.3959994316101074,-1.0,0.0
FACETPaths,309,62,6,0.8387096774193549,0.8604651162790697,0.9024390243902439,0.8809523809523809,13.3,7.15,3.0,0.48528934072319735,0.5389473684210526,1.0,0.3654496170617101,4.467741935483871,0.0039997100830078125,16.5,0.992002010345459
BestCandidate,309,62,6,0.8387096774193549,0.8604651162790697,0.9024390243902439,0.8809523809523809,13.3,7.15,3.0,0.48528934072319735,0.5389473684210526,1.0,0.16961216047457342,1.1935483870967742,0.10899972915649414,-1.0,0.0
OCEAN,309,62,6,0.8387096774193549,0.8604651162790697,0.9024390243902439,0.8809523809523809,13.3,7.15,3.0,0.48528934072319735,0.5389473684210526,1.0,0.08535917300653753,2.129032258064516,3.2009994983673096,-1.0,0.0
FACETPaths,309,62,6,0.9354838709677419,0.9523809523809523,0.9523809523809523,0.9523809523809523,12.9,6.95,3.0,0.42372128159628175,0.6128070175438597,1.0,0.37277307785565966,4.790322580645161,0.004001140594482422,18.5,0.9570009708404541
BestCandidate,309,62,6,0.9354838709677419,0.9523809523809523,0.9523809523809523,0.9523809523809523,12.9,6.95,3.0,0.42372128159628175,0.6128070175438597,1.0,0.12489240811204298,1.064516129032258,0.10899996757507324,-1.0,0.0
OCEAN,309,62,6,0.9354838709677419,0.9523809523809523,0.9523809523809523,0.9523809523809523,12.9,6.95,3.0,0.42372128159628175,0.6128070175438597,1.0,0.061482754932124815,2.064516129032258,2.888000011444092,-1.0,0.0
FACETPaths,309,62,6,0.8548387096774194,0.9111111111111111,0.8913043478260869,0.9010989010989011,13.0,7.0,3.0,0.5829346934075355,0.5293859649122806,1.0,0.33692702382511697,4.887096774193548,0.004997968673706055,18.0,0.9460008144378662
BestCandidate,309,62,6,0.8548387096774194,0.9111111111111111,0.8913043478260869,0.9010989010989011,13.0,7.0,3.0,0.5829346934075355,0.5293859649122806,1.0,0.08323566015480013,1.032258064516129,0.10799980163574219,-1.0,0.0
OCEAN,309,62,6,0.8548387096774194,0.9111111111111111,0.8913043478260869,0.9010989010989011,13.0,7.0,3.0,0.5829346934075355,0.5293859649122806,1.0,0.05405342625024203,1.4516129032258065,3.1389999389648438,-1.0,0.0
