,n_features,accuracy,precision,recall,f1,coverage_ratio,mean_distance,avg_nnodes,avg_nleaves,avg_depth,q,jaccard
0,2.0,0.9853181076672104,0.9915824915824916,0.9932546374367622,0.9924178601516429,1.0,0.2895242560798351,48.4,24.7,10.55,0.9867187468624067,1.0
1,3.0,0.9951060358890701,1.0,0.9949579831932773,0.9974726200505476,1.0,0.28932402455817285,40.0,20.5,9.05,0.7431125286419049,1.0
2,4.0,1.0,1.0,1.0,1.0,1.0,0.26447583225577076,6.5,3.75,2.35,0.23684210526315788,0.5758771929824561
3,5.0,1.0,1.0,1.0,1.0,1.0,0.3750763559687175,6.5,3.75,2.25,-0.005263157894736842,0.5105263157894737
4,6.0,1.0,1.0,1.0,1.0,1.0,0.4556459436905702,6.2,3.6,2.05,0.0,0.3252631578947369
5,7.0,1.0,1.0,1.0,1.0,1.0,0.42067874037975367,4.9,2.95,1.65,-0.005263157894736842,0.3080701754385965
6,8.0,1.0,1.0,1.0,1.0,1.0,0.5432537512174771,4.8,2.9,1.8,0.0,0.21964912280701754
7,9.0,1.0,1.0,1.0,1.0,1.0,0.6230914250507811,3.1,2.05,1.05,0.0,0.20526315789473684
8,10.0,1.0,1.0,1.0,1.0,1.0,0.6217005370938139,3.2,2.1,1.1,0.0,0.20964912280701753
9,11.0,1.0,1.0,1.0,1.0,1.0,0.6673224798734513,3.4,2.2,1.2,0.0,0.2166666666666667
10,12.0,1.0,1.0,1.0,1.0,1.0,0.6696025484862268,5.1,3.05,1.85,0.0,0.14493734335839598
11,13.0,1.0,1.0,1.0,1.0,1.0,0.622466519671088,3.8,2.4,1.3,0.0,0.18350877192982457
12,14.0,1.0,1.0,1.0,1.0,1.0,0.618134397282994,3.9,2.45,1.4,-0.005263157894736842,0.21596491228070175
13,15.0,1.0,1.0,1.0,1.0,1.0,0.7218059867835018,4.1,2.55,1.35,0.0,0.17654135338345867
14,16.0,1.0,1.0,1.0,1.0,1.0,0.6768246434313656,4.4,2.7,1.45,-0.005263157894736842,0.20298245614035085
15,17.0,1.0,1.0,1.0,1.0,1.0,0.6840206287370477,3.7,2.35,1.3,0.005263157894736842,0.1583333333333333
16,18.0,1.0,1.0,1.0,1.0,1.0,0.744021794673131,3.7,2.35,1.25,-0.005263157894736842,0.14228070175438595
