,n_features,accuracy,precision,recall,f1,coverage_ratio,mean_distance,avg_nnodes,avg_nleaves,avg_depth,q,jaccard
0,2.0,0.9222222222222223,0.9222222222222223,1.0,0.9595375722543353,1.0,0.01296956092504269,609.5,305.25,18.9,0.9666408829818782,1.0
1,3.0,0.9319444444444445,0.9421128798842258,0.9863636363636363,0.9637305699481865,1.0,0.015940601292157196,654.6,327.8,21.55,0.90713463491953,1.0
2,4.0,0.9270833333333334,0.9408369408369408,0.9826676714393369,0.9612974566900111,1.0,0.019880494088090884,478.8,239.9,19.1,0.914799918630158,1.0
3,5.0,0.9319444444444445,0.9390243902439024,0.9901664145234493,0.9639175257731959,1.0,0.015946091725576077,489.2,245.1,20.5,0.9134522165035434,1.0
4,6.0,0.9868055555555556,0.9977255496588324,0.987987987987988,0.992832893247831,1.0,0.010769590913331229,127.3,64.15,14.3,0.9598449008939223,1.0
5,2.0,0.9270833333333334,0.9270833333333334,1.0,0.9621621621621621,1.0,0.016751902500663447,685.7,343.35,21.45,0.9584195781097729,1.0
6,3.0,0.9715277777777778,0.9916855631141346,0.977645305514158,0.9846153846153846,1.0,0.014614381920520983,158.1,79.55,15.9,0.9813238498140592,1.0
7,4.0,0.9861111111111112,0.9962349397590361,0.9887892376681614,0.9924981245311328,1.0,0.009502849586662237,121.9,61.45,14.25,0.9721080389878055,1.0
8,5.0,0.9854166666666667,0.9917231000752446,0.9924698795180723,0.9920963492660896,1.0,0.014211202321020133,122.2,61.6,13.7,0.9556709474881182,1.0
9,6.0,0.9861111111111112,0.9954988747186797,0.9895600298284862,0.9925205684367988,1.0,0.013999587512906085,120.5,60.75,13.15,0.9605164289193421,1.0
10,2.0,0.96875,0.9798507462686568,0.9864763335837716,0.9831523773867465,1.0,0.010720875315785108,211.0,106.0,18.2,0.9835937154175661,1.0
11,3.0,0.9694444444444444,0.9931506849315068,0.9738805970149254,0.9834212509419744,1.0,0.010123627830756097,198.9,99.95,17.0,0.9726443733461587,1.0
12,4.0,0.9840277777777777,0.9954579863739591,0.9872372372372372,0.9913305691669808,1.0,0.011387183765916475,121.4,61.2,13.65,0.9752483397266387,1.0
13,5.0,0.9819444444444444,0.990990990990991,0.9895052473763118,0.9902475618904727,1.0,0.012313516100885257,126.6,63.8,13.35,0.9676240991107621,1.0
14,6.0,0.9840277777777777,0.9939347990902199,0.9886877828054299,0.991304347826087,1.0,0.014998261957250764,136.2,68.6,14.1,0.9576261747975179,1.0
15,2.0,0.9770833333333333,0.9864661654135338,0.9886963074604371,0.9875799774181407,1.0,0.007987716097676895,189.8,95.4,18.3,0.9767127055309016,1.0
16,3.0,0.9756944444444444,0.9931818181818182,0.9805534779356769,0.986827248776816,1.0,0.013047934974120427,181.6,91.3,17.45,0.966607881245825,1.0
17,4.0,0.9847222222222223,0.9962434259954921,0.9873417721518988,0.9917726252804787,1.0,0.013603113086779417,127.5,64.25,13.25,0.9709282210699252,1.0
18,5.0,0.9861111111111112,0.9932685115931189,0.9917849141150112,0.9925261584454409,1.0,0.01236315925749801,112.9,56.95,12.8,0.9644821434393162,1.0
19,6.0,0.9868055555555556,0.9969856819894499,0.9887892376681614,0.9928705440900564,1.0,0.00937574055069834,126.5,63.75,13.15,0.9559126428828674,1.0
20,2.0,0.9701388888888889,0.9878326996197718,0.9796380090497737,0.983718288527073,1.0,0.012093905025154226,195.8,98.4,18.4,0.9718540134936153,1.0
21,3.0,0.9798611111111111,0.9909977494373593,0.9872944693572496,0.9891426432047922,1.0,0.009687814802413385,183.6,92.3,16.1,0.9703362093993334,1.0
22,4.0,0.9715277777777778,0.9885496183206107,0.9803179409538229,0.9844165716457621,1.0,0.016107638959162115,131.6,66.3,15.5,0.9712407912116927,1.0
23,5.0,0.9763888888888889,0.9916981132075472,0.9827973074046372,0.9872276483846733,1.0,0.012591272259438707,135.2,68.1,15.0,0.9704851478237365,1.0
24,6.0,0.98125,0.9962406015037594,0.9836674090571641,0.9899140829286515,1.0,0.009865157400497215,113.4,57.2,13.9,0.9669072823285417,1.0
