,0,1
0,"[0, 0.5668122156004544]","[1157423, 0.33301335480800787]"
1,"[0, 0.7729717466952959]","[258534, 0.28335080998721834]"
2,"[0, 0.8610899583803996]","[520160, 0.3304410399091533]"
3,"[0, 0.11155645009628054]","[55103, 0.001563917492450273]"
4,"[0, 0.641445087668204]","[259845, 0.22510634736612975]"
