explainer,n_trees,max_depth,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,ext_min,ext_avg,ext_max,avg_nnodes,avg_nleaves,avg_depth
FACETBranchBound,5,3,162,10,9,0.6,0.5,0.75,0.6,0.507563025210084,0.29023809523809524,1.0,0.07381842015941048,1.7,0.01299905776977539,0.0410006046295166,29,41.4,55,11.0,6.0,3.0
FACETBranchBound,10,3,162,10,9,0.8,0.75,0.75,0.75,0.13144411144411144,0.43952380952380954,1.0,0.06711990819898257,1.7,0.07899665832519531,0.448972225189209,141,240.3,325,13.0,7.0,3.0
FACETBranchBound,15,3,162,10,9,0.8,0.75,0.75,0.75,0.20027361527361526,0.38629251700680267,1.0,0.08580344898178865,2.2,0.15500855445861816,4.349981784820557,442,1284.8,2683,11.666666666666666,6.333333333333333,3.0
FACETBranchBound,20,3,162,10,9,0.8,0.75,0.75,0.75,0.041366017023911766,0.41521929824561404,1.0,0.10100549380773147,3.4,0.3230133056640625,58.469868183135986,4106,9337.3,15532,12.2,6.6,3.0
