dataset,n_trees,explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max,n_rects
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.3,6.65,3.0,0.7594504779566777,0.15145659895659896,1.0,0.5721679557069809,15.3,0.03600025177001953,0.009000778198242188,-1,-1,-1,-1,-1,10
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.3,6.65,3.0,0.7594504779566777,0.15145659895659896,1.0,0.5524534523653488,15.15,0.06851744651794434,0.01100015640258789,-1,-1,-1,-1,-1,20
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.3,6.65,3.0,0.7594504779566777,0.15145659895659896,1.0,0.47840174807496505,14.2,0.09400177001953125,0.03299856185913086,-1,-1,-1,-1,-1,50
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.3,6.65,3.0,0.7594504779566777,0.15145659895659896,1.0,0.4771502200890313,13.5,0.1810007095336914,0.037999868392944336,-1,-1,-1,-1,-1,100
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.3,6.65,3.0,0.7594504779566777,0.15145659895659896,1.0,0.44409401434069606,13.1,0.28703951835632324,0.08001279830932617,-1,-1,-1,-1,-1,200
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.3,6.65,3.0,0.7594504779566777,0.15145659895659896,1.0,0.4441108208945339,12.35,0.3770308494567871,0.10901308059692383,-1,-1,-1,-1,-1,300
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.3,6.65,3.0,0.7594504779566777,0.15145659895659896,1.0,0.42367728808016125,13.2,0.5009090900421143,0.14404916763305664,-1,-1,-1,-1,-1,400
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.3,6.65,3.0,0.7594504779566777,0.15145659895659896,1.0,0.4323904620791958,13.8,0.6076996326446533,0.17852473258972168,-1,-1,-1,-1,-1,500
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.3,6.65,3.0,0.7594504779566777,0.15145659895659896,1.0,0.4325682729295869,12.9,0.8717825412750244,0.2541491985321045,-1,-1,-1,-1,-1,750
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.3,6.65,3.0,0.7594504779566777,0.15145659895659896,1.0,0.4068315071123748,13.1,1.1599931716918945,0.3359997272491455,-1,-1,-1,-1,-1,1000
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.3,6.65,3.0,0.7594504779566777,0.15145659895659896,1.0,0.4123190281201796,12.8,2.288846492767334,0.668999195098877,-1,-1,-1,-1,-1,2000
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.3,6.65,3.0,0.7594504779566777,0.15145659895659896,1.0,0.3897850905126643,12.2,3.4396421909332275,1.0093560218811035,-1,-1,-1,-1,-1,3000
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.3,6.65,3.0,0.7594504779566777,0.15145659895659896,1.0,0.3736441209478504,11.85,4.557999134063721,1.3709995746612549,-1,-1,-1,-1,-1,4000
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.3,6.65,3.0,0.7594504779566777,0.15145659895659896,1.0,0.3632741779282489,10.75,5.711997032165527,1.6720247268676758,-1,-1,-1,-1,-1,5000
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.3,6.65,3.0,0.7594504779566777,0.15145659895659896,1.0,0.3546643997767501,11.65,11.46509575843811,3.3498756885528564,-1,-1,-1,-1,-1,10000
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.3,6.65,3.0,0.7594504779566777,0.15145659895659896,1.0,0.35593645917049543,11.9,22.80414366722107,6.7379984855651855,-1,-1,-1,-1,-1,20000
cancer,100,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.3,6.65,3.0,0.7594504779566777,0.15145659895659896,1.0,0.3403376583588816,10.95,57.18198537826538,16.852657794952393,-1,-1,-1,-1,-1,50000
