n_samples,n_samples_explained,n_features,n_trees,max_depth,avg_nnodes,avg_nleaves,avg_depth,accuracy,precision,recall,f1,ext_min,ext_avg,ext_max,lb_min,lb_avg,lb_max,init_time,runtime,order,coverage_ratio,mean_dist,mean_length,dataset
309,5,6,15,3,12.066666666666666,6.533333333333333,3.0,0.8387096774193549,0.8947368421052632,0.85,0.8717948717948718,4211,6440.2,8339,2117,3229.0,4198,0.1849992275238037,0.7789998054504395,PriorityQueue,1.0,0.039131727253697915,1.8,vertebral
309,5,6,15,3,12.066666666666666,6.533333333333333,3.0,0.8387096774193549,0.8947368421052632,0.85,0.8717948717948718,1087,1933.4,2893,2606,5327.2,9372,0.1849992275238037,0.855999231338501,Stack,1.0,0.039131727253697915,1.8,vertebral
