n_samples,n_samples_explained,n_features,n_trees,max_depth,avg_nnodes,avg_nleaves,avg_depth,accuracy,precision,recall,f1,ext_min,ext_avg,ext_max,lb_min,lb_avg,lb_max,init_time,runtime,order,coverage_ratio,mean_dist,mean_length,dataset
568,5,30,15,3,13.666666666666666,7.333333333333333,3.0,0.9210526315789473,1.0,0.7954545454545454,0.8860759493670886,7231,38851.0,67385,3615,19425.0,33692,0.17250895500183105,5.022019624710083,PriorityQueue,1.0,0.08572930251792545,4.0,cancer
568,5,30,15,3,13.666666666666666,7.333333333333333,3.0,0.9210526315789473,1.0,0.7954545454545454,0.8860759493670886,1423,4769.0,9141,4897,37989.4,83369,0.17250895500183105,8.766046047210693,Stack,1.0,0.08572930251792545,4.0,cancer
