n_samples,n_samples_explained,n_features,n_trees,max_depth,avg_nnodes,avg_nleaves,avg_depth,accuracy,precision,recall,f1,ext_min,ext_avg,ext_max,lb_min,lb_avg,lb_max,init_time,runtime,order,coverage_ratio,mean_dist,mean_length,dataset
19019,5,10,15,3,14.866666666666667,7.933333333333334,3.0,0.7883806519453207,0.765144152899255,0.9672399672399672,0.8544040513655272,18781,21175.0,24685,9734,11609.0,14862,0.24900007247924805,2.288534641265869,PriorityQueue,1.0,0.09242442318923964,3.0,magic
19019,5,10,15,3,14.866666666666667,7.933333333333334,3.0,0.7883806519453207,0.765144152899255,0.9672399672399672,0.8544040513655272,2473,2641.4,3081,11309,14083.2,17240,0.24900007247924805,2.5185186862945557,Stack,1.0,0.09241610177670181,3.0,magic
