,n_features,accuracy,precision,recall,f1,coverage_ratio,mean_distance,avg_nnodes,avg_nleaves,avg_depth
75,77.0,1.0,1.0,1.0,1.0,0.0,,3.9,2.45,1.4
76,78.0,1.0,1.0,1.0,1.0,0.0,,4.8,2.9,1.85
77,79.0,1.0,1.0,1.0,1.0,0.0,,4.4,2.7,1.7
78,80.0,1.0,1.0,1.0,1.0,0.0,,5.0,3.0,1.95
79,81.0,1.0,1.0,1.0,1.0,0.0,,3.9,2.45,1.4
80,82.0,1.0,1.0,1.0,1.0,0.0,,5.3,3.15,2.0
81,83.0,1.0,1.0,1.0,1.0,0.0,,5.0,3.0,1.95
82,84.0,1.0,1.0,1.0,1.0,0.0,,4.8,2.9,1.85
83,85.0,1.0,1.0,1.0,1.0,0.0,,4.3,2.65,1.65
84,86.0,1.0,1.0,1.0,1.0,0.0,,4.5,2.75,1.7
85,87.0,1.0,1.0,1.0,1.0,0.0,,4.2,2.6,1.5
86,88.0,1.0,1.0,1.0,1.0,0.0,,4.4,2.7,1.65
87,89.0,1.0,1.0,1.0,1.0,0.0,,3.8,2.4,1.4
88,90.0,1.0,1.0,1.0,1.0,0.0,,3.9,2.45,1.45
89,91.0,1.0,1.0,1.0,1.0,0.0,,4.4,2.7,1.7
90,92.0,1.0,1.0,1.0,1.0,0.0,,4.0,2.5,1.5
91,93.0,1.0,1.0,1.0,1.0,0.0,,4.1,2.55,1.55
92,94.0,1.0,1.0,1.0,1.0,0.0,,3.7,2.35,1.3
93,95.0,1.0,1.0,1.0,1.0,0.0,,4.6,2.8,1.8
94,96.0,1.0,1.0,1.0,1.0,0.0,,3.8,2.4,1.4
95,97.0,1.0,1.0,1.0,1.0,0.0,,4.0,2.5,1.5
96,98.0,1.0,1.0,1.0,1.0,0.0,,4.8,2.9,1.85
97,99.0,1.0,1.0,1.0,1.0,0.0,,4.2,2.6,1.5
98,100.0,1.0,1.0,1.0,1.0,0.0,,3.9,2.45,1.45
99,101.0,1.0,1.0,1.0,1.0,0.0,,3.9,2.45,1.45
100,102.0,1.0,1.0,1.0,1.0,0.0,,4.0,2.5,1.45
101,103.0,1.0,1.0,1.0,1.0,0.0,,3.8,2.4,1.35
102,104.0,1.0,1.0,1.0,1.0,0.0,,4.0,2.5,1.5
103,105.0,1.0,1.0,1.0,1.0,0.0,,4.3,2.65,1.45
104,106.0,1.0,1.0,1.0,1.0,0.0,,4.1,2.55,1.55
105,107.0,1.0,1.0,1.0,1.0,0.0,,4.3,2.65,1.55
106,108.0,1.0,1.0,1.0,1.0,0.0,,4.1,2.55,1.45
107,109.0,1.0,1.0,1.0,1.0,0.0,,3.7,2.35,1.35
108,110.0,1.0,1.0,1.0,1.0,0.0,,3.9,2.45,1.45
109,111.0,1.0,1.0,1.0,1.0,0.0,,3.8,2.4,1.4
110,112.0,1.0,1.0,1.0,1.0,0.0,,3.7,2.35,1.35
111,113.0,1.0,1.0,1.0,1.0,0.0,,4.2,2.6,1.55
112,114.0,1.0,1.0,1.0,1.0,0.0,,3.9,2.45,1.45
113,115.0,1.0,1.0,1.0,1.0,0.0,,4.2,2.6,1.55
114,116.0,1.0,1.0,1.0,1.0,0.0,,4.0,2.5,1.4
115,117.0,1.0,1.0,1.0,1.0,0.0,,4.0,2.5,1.45
116,118.0,1.0,1.0,1.0,1.0,0.0,,4.6,2.8,1.65
