,n_features,accuracy,precision,recall,f1,coverage_ratio,mean_distance,avg_nnodes,avg_nleaves,avg_depth
53,26.0,1.0,1.0,1.0,1.0,0.06578947368421051,0.17883808490834774,11.2,6.1,4.0
54,27.0,0.9736842105263158,0.971830985915493,1.0,0.9857142857142858,0.13157894736842102,0.2635465687147068,9.1,5.05,3.55
55,28.0,0.9605263157894737,0.9605263157894737,1.0,0.9798657718120806,0.0,,11.6,6.3,4.0
56,29.0,0.9342105263157895,0.9342105263157895,1.0,0.9659863945578232,0.0,,10.8,5.9,3.8
57,30.0,0.9736842105263158,0.9859154929577465,0.9859154929577465,0.9859154929577465,0.09210526315789469,0.2027835186090215,11.3,6.15,3.9
58,2.0,0.9342105263157895,0.9342105263157895,1.0,0.9659863945578232,0.0,,15.6,8.3,5.1
59,3.0,0.9078947368421053,0.9078947368421053,1.0,0.9517241379310345,0.0,,20.4,10.7,5.95
60,4.0,0.9605263157894737,0.9594594594594594,1.0,0.9793103448275862,1.0,0.29395915340706996,9.6,5.3,3.5
61,5.0,0.9605263157894737,0.9594594594594594,1.0,0.9793103448275862,0.17105263157894735,0.30434611211247936,12.4,6.7,4.05
62,6.0,0.9210526315789473,0.9210526315789473,1.0,0.958904109589041,0.0,,15.8,8.4,5.2
63,7.0,0.9342105263157895,0.9342105263157895,1.0,0.9659863945578232,0.0,,12.7,6.85,4.4
64,8.0,0.9736842105263158,0.9736842105263158,1.0,0.9866666666666666,0.0,,14.6,7.8,4.65
65,9.0,0.9473684210526315,0.9473684210526315,1.0,0.972972972972973,0.0,,13.9,7.45,4.85
66,10.0,0.9473684210526315,0.9710144927536232,0.9710144927536232,0.9710144927536232,1.0,0.30428256676719356,9.7,5.35,3.8
67,11.0,0.9210526315789473,0.9210526315789473,1.0,0.958904109589041,0.0,,12.6,6.8,4.25
68,12.0,1.0,1.0,1.0,1.0,0.23684210526315785,0.31795546833999455,14.2,7.6,4.6
69,13.0,0.9868421052631579,1.0,0.9859154929577465,0.9929078014184397,0.5,0.3382449983113629,11.9,6.45,3.95
70,14.0,0.8947368421052632,0.8947368421052632,1.0,0.9444444444444444,0.0,,8.5,4.75,3.5
71,15.0,1.0,1.0,1.0,1.0,0.4078947368421053,0.42135159041652787,13.4,7.2,4.85
72,16.0,0.9736842105263158,0.972972972972973,1.0,0.9863013698630138,0.052631578947368474,0.18441051862476035,9.9,5.45,3.5
73,17.0,0.9868421052631579,0.9863013698630136,1.0,0.993103448275862,0.07894736842105265,0.1047887092753208,11.7,6.35,3.95
74,18.0,1.0,1.0,1.0,1.0,0.06578947368421051,0.188512217410468,9.1,5.05,3.35
75,19.0,1.0,1.0,1.0,1.0,0.07894736842105265,0.27468373931432916,9.0,5.0,3.45
76,20.0,1.0,1.0,1.0,1.0,0.09210526315789469,0.14686357500106212,11.3,6.15,4.05
77,21.0,0.9342105263157895,0.9342105263157895,1.0,0.9659863945578232,0.0,,9.7,5.35,3.35
78,22.0,0.9736842105263158,0.9722222222222222,1.0,0.9859154929577464,0.03947368421052633,0.07455491972240978,8.3,4.65,3.3
79,23.0,0.9736842105263158,0.9733333333333334,1.0,0.9864864864864865,0.9736842105263158,0.3301447040132933,8.9,4.95,3.15
80,24.0,0.9736842105263158,0.9733333333333334,1.0,0.9864864864864865,0.052631578947368474,0.2962858389854435,10.2,5.6,3.35
81,25.0,0.9605263157894737,0.9722222222222222,0.9859154929577465,0.979020979020979,0.09210526315789469,0.08128866930130517,10.9,5.95,3.75
82,26.0,0.9736842105263158,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.10526315789473684,0.058564723780686785,8.2,4.6,3.1
83,27.0,0.9868421052631579,0.9868421052631579,1.0,0.9933774834437086,0.07894736842105265,0.2906940776027624,10.8,5.9,3.55
84,28.0,0.9736842105263158,0.9733333333333334,1.0,0.9864864864864865,0.06578947368421051,0.1746770730154036,9.6,5.3,3.45
85,29.0,0.9736842105263158,0.9726027397260274,1.0,0.9861111111111112,0.03947368421052633,0.09294600949729465,9.6,5.3,3.35
86,30.0,0.9473684210526315,0.9473684210526315,1.0,0.972972972972973,0.0,,11.7,6.35,4.2
87,2.0,0.9736842105263158,0.9726027397260274,1.0,0.9861111111111112,1.0,0.20152658732573256,17.3,9.15,5.9
88,3.0,0.9868421052631579,0.9864864864864865,1.0,0.9931972789115647,1.0,0.16567452052497225,21.9,11.45,6.75
89,4.0,0.9736842105263158,0.9736842105263158,1.0,0.9866666666666666,0.0,,19.3,10.15,6.1
90,5.0,0.9736842105263158,0.971830985915493,1.0,0.9857142857142858,1.0,0.2592173127563902,8.6,4.8,3.2
91,6.0,0.9868421052631579,0.9864864864864865,1.0,0.9931972789115647,1.0,0.23076477094383568,19.3,10.15,5.45
92,7.0,0.9342105263157895,0.9342105263157895,1.0,0.9659863945578232,0.0,,16.8,8.9,5.1
93,8.0,0.9342105263157895,0.9342105263157895,1.0,0.9659863945578232,0.0,,13.7,7.35,4.6
94,9.0,0.9605263157894737,0.9605263157894737,1.0,0.9798657718120806,0.0,,14.0,7.5,4.65
95,10.0,0.9210526315789473,0.9178082191780822,1.0,0.9571428571428571,0.6973684210526316,0.2658754241942163,8.5,4.75,3.2
96,11.0,0.9342105263157895,0.9444444444444444,0.9855072463768116,0.9645390070921985,0.631578947368421,0.30862650350543497,11.2,6.1,3.85
97,12.0,0.9473684210526315,0.9473684210526315,1.0,0.972972972972973,0.0,,14.6,7.8,4.6
98,13.0,0.9210526315789473,0.9324324324324325,0.9857142857142858,0.9583333333333333,0.22368421052631582,0.24154471079384432,8.5,4.75,3.3
99,14.0,0.9868421052631579,0.9863013698630136,1.0,0.993103448275862,0.06578947368421051,0.23457633223357693,12.5,6.75,4.15
100,15.0,0.9736842105263158,0.9722222222222222,1.0,0.9859154929577464,0.07894736842105265,0.3576225968820874,9.9,5.45,3.6
101,16.0,0.9605263157894737,0.96,1.0,0.9795918367346939,0.5921052631578947,0.38339420806119046,10.2,5.6,3.95
102,17.0,0.9210526315789473,0.9210526315789473,1.0,0.958904109589041,0.0,,12.4,6.7,4.35
103,18.0,0.9605263157894737,0.96,1.0,0.9795918367346939,0.10526315789473684,0.1800017396553774,11.8,6.4,3.6
104,19.0,0.9736842105263158,0.9864864864864865,0.9864864864864865,0.9864864864864865,0.2763157894736842,0.2767081944818786,9.7,5.35,3.45
105,20.0,1.0,1.0,1.0,1.0,0.07894736842105265,0.11243825863790492,11.1,6.05,4.15
106,21.0,1.0,1.0,1.0,1.0,0.10526315789473684,0.3054931250833292,10.1,5.55,3.75
107,22.0,0.9605263157894737,0.9605263157894737,1.0,0.9798657718120806,0.0,,8.8,4.9,3.1
108,23.0,0.9736842105263158,0.971830985915493,1.0,0.9857142857142858,0.09210526315789469,0.26083745713001505,8.8,4.9,3.25
109,24.0,0.9736842105263158,0.9726027397260274,1.0,0.9861111111111112,0.02631578947368418,0.1356952643443799,8.8,4.9,3.4
110,25.0,0.9736842105263158,0.972972972972973,1.0,0.9863013698630138,0.14473684210526316,0.2574230115041758,10.1,5.55,3.7
