,n_features,accuracy,precision,recall,f1,coverage_ratio,mean_distance,avg_nnodes,avg_nleaves,avg_depth
78,20.0,0.989100817438692,0.9939024390243902,0.9939024390243902,0.9939024390243902,1.0,0.24652210312272851,47.8,24.4,9.6
79,21.0,0.9863760217983651,0.9881656804733728,0.9970149253731343,0.9925705794947994,0.997275204359673,0.27047621563403723,46.7,23.85,8.95
80,2.0,0.9346049046321526,0.9613095238095238,0.9670658682634731,0.964179104477612,1.0,0.1491937670148019,88.9,44.95,14.75
81,3.0,0.9618528610354223,0.9791044776119403,0.9791044776119403,0.9791044776119403,1.0,0.10579394701757952,104.8,52.9,14.5
82,4.0,0.9863760217983651,0.9939577039274925,0.9909638554216867,0.9924585218702865,1.0,0.1585551416671867,67.4,34.2,10.6
83,5.0,0.9809264305177112,0.9823008849557522,0.9970059880239521,0.9895988112927191,1.0,0.1818176034993418,65.2,33.1,12.25
84,6.0,0.9809264305177112,0.9851632047477745,0.9940119760479041,0.9895678092399404,1.0,0.19380035685506583,61.9,31.45,11.95
85,7.0,0.9809264305177112,0.9824561403508771,0.9970326409495549,0.9896907216494846,1.0,0.2091289444281151,61.4,31.2,11.0
86,8.0,0.9645776566757494,0.982089552238806,0.9791666666666666,0.9806259314456036,1.0,0.23648061975118506,62.3,31.65,11.15
87,9.0,0.9782016348773842,0.9821428571428571,0.9939759036144579,0.9880239520958084,1.0,0.2095917246688852,51.1,26.05,9.7
88,10.0,0.9809264305177112,0.9851190476190477,0.993993993993994,0.9895366218236173,1.0,0.2475362366141704,54.3,27.65,10.4
89,11.0,0.997275204359673,0.9970674486803519,1.0,0.9985315712187959,1.0,0.39875164583556083,45.1,23.05,8.85
90,12.0,0.9863760217983651,0.984984984984985,1.0,0.9924357034795764,0.8991825613079019,0.32866887193087435,54.1,27.55,10.75
91,13.0,0.9782016348773842,0.9784615384615385,0.9968652037617555,0.9875776397515529,1.0,0.2523202460944889,47.0,24.0,9.75
92,14.0,0.9836512261580381,0.9852941176470589,0.9970238095238095,0.9911242603550295,0.9591280653950953,0.3987689355064054,57.3,29.15,10.55
93,15.0,0.9782016348773842,0.9847560975609756,0.99079754601227,0.9877675840978594,0.9863760217983651,0.3639376763462281,45.9,23.45,9.85
94,16.0,0.9809264305177112,0.9821958456973294,0.9969879518072289,0.9895366218236173,1.0,0.3201278661429787,37.9,19.45,8.35
95,17.0,0.989100817438692,0.9882352941176471,1.0,0.9940828402366864,1.0,0.2640010932270188,44.7,22.85,9.75
96,18.0,0.9863760217983651,1.0,0.9845201238390093,0.9921996879875196,1.0,0.22126175904365572,53.8,27.4,10.6
97,19.0,0.9782016348773842,0.9878048780487805,0.9878048780487805,0.9878048780487805,1.0,0.34490678132332236,41.4,21.2,8.3
98,20.0,0.9836512261580381,0.9880952380952381,0.9940119760479041,0.991044776119403,1.0,0.35674110909098294,43.7,22.35,9.55
99,21.0,0.9836512261580381,0.9852941176470589,0.9970238095238095,0.9911242603550295,0.9945504087193461,0.3608389405010602,44.4,22.7,9.1
