n_samples,n_samples_explained,n_features,n_trees,max_depth,avg_nnodes,avg_nleaves,avg_depth,accuracy,precision,recall,f1,ext_min,ext_avg,ext_max,lb_min,lb_avg,lb_max,init_time,runtime,order,coverage_ratio,mean_dist,mean_length,dataset
162,5,9,15,3,12.066666666666666,6.533333333333333,3.0,0.8484848484848485,0.8571428571428571,0.9,0.8780487804878048,3324,5617.8,12957,3369,5792.4,13184,0.1639997959136963,1.2599971294403076,PriorityQueue,1.0,0.03595782658666877,3.2,glass
162,5,9,15,3,12.066666666666666,6.533333333333333,3.0,0.8484848484848485,0.8571428571428571,0.9,0.8780487804878048,785,1215.4,1911,5821,10613.0,23660,0.1639997959136963,1.9649934768676758,Stack,1.0,0.03595782658666877,3.2,glass
