n_samples,n_samples_explained,n_features,n_trees,max_depth,avg_nnodes,avg_nleaves,avg_depth,accuracy,precision,recall,f1,ext_min,ext_avg,ext_max,lb_min,lb_avg,lb_max,init_time,runtime,order,coverage_ratio,mean_dist,mean_length,dataset
568,5,30,15,3,13.666666666666666,7.333333333333333,3.0,0.9473684210526315,0.8888888888888888,0.975609756097561,0.9302325581395349,3349,29124.8,54274,3476,29149.4,54273,0.17300128936767578,7.666748523712158,PriorityQueue,1.0,0.08223190804197614,5.4,cancer
568,5,30,15,3,13.666666666666666,7.333333333333333,3.0,0.9473684210526315,0.8888888888888888,0.975609756097561,0.9302325581395349,1025,2454.0,3401,5387,45285.2,75095,0.17300128936767578,10.454214811325073,Stack,1.0,0.08223190804197614,5.4,cancer
