n_samples,n_samples_explained,n_features,n_trees,max_depth,avg_nnodes,avg_nleaves,avg_depth,accuracy,precision,recall,f1,ext_min,ext_avg,ext_max,lb_min,lb_avg,lb_max,init_time,runtime,order,coverage_ratio,mean_dist,mean_length,dataset
19019,5,10,15,3,15.0,8.0,3.0,0.7699789695057834,0.7454764776839565,0.9876148621654015,0.8496305207080255,4163,11272.8,19420,4162,11293.0,19491,0.2629995346069336,2.2159953117370605,PriorityQueue,1.0,0.08166773600050378,2.2,magic
19019,5,10,15,3,15.0,8.0,3.0,0.7699789695057834,0.7454764776839565,0.9876148621654015,0.8496305207080255,1805,2095.8,2517,8913,22315.0,34678,0.2629995346069336,3.9399919509887695,Stack,1.0,0.08166773600050378,2.2,magic
