explainer,n_samples,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime
OCEAN,1831,21,0.989473684,0.986754967,1,0.993333333,44,22.5,9.35,0.178362573,0.54268855,1,0.236655336,4.05,5.615997314
GraphMerge,1831,21,0.989473684,0.986754967,1,0.993333333,44,22.5,9.35,0.178362573,0.54268855,1,0.171496473,1.85,0.991000891
OCEAN,1831,21,1,1,1,1,44.4,22.7,9.25,0,0.554510622,1,0.239576583,4.1,4.688999891
GraphMerge,1831,21,1,1,1,1,44.4,22.7,9.25,0,0.554510622,1,0.188817216,1.65,0.978999853
OCEAN,1831,21,1,1,1,1,49.2,25.1,9,-0.026315789,0.617643447,1,0.183936969,2.4,4.256000519
GraphMerge,1831,21,1,1,1,1,49.2,25.1,9,-0.026315789,0.617643447,1,0.137904355,1.05,1.074511766
OCEAN,1831,21,1,1,1,1,47.6,24.3,9.5,0.015789474,0.566257284,1,0.262856857,3.55,4.723001242
GraphMerge,1831,21,1,1,1,1,47.6,24.3,9.5,0.015789474,0.566257284,1,0.092286235,1.5,0.970999479
OCEAN,1831,21,0.9,0.893258427,1,0.943620178,47,24,9.7,0.320467836,0.601355346,1,0.26517499,2.4,5.113000393
GraphMerge,1831,21,0.9,0.893258427,1,0.943620178,47,24,9.7,0.320467836,0.601355346,1,0.099407529,1.8,1.017001152
BestCandidate,1831,21,0.989473684,0.986754967,1,0.993333333,44,22.5,9.35,0.178362573,0.54268855,1,0.380280824,2.1,0.087000608
BestCandidate,1831,21,1,1,1,1,44.4,22.7,9.25,0,0.554510622,0.55,0.46012872,1.818181818,0.089999199
BestCandidate,1831,21,1,1,1,1,49.2,25.1,9,-0.026315789,0.617643447,1,0.215618967,1.55,0.093000174
BestCandidate,1831,21,1,1,1,1,47.6,24.3,9.5,0.015789474,0.566257284,0.95,0.393129998,1.473684211,0.094999552
BestCandidate,1831,21,0.9,0.893258427,1,0.943620178,47,24,9.7,0.320467836,0.601355346,0.95,0.394111661,1.736842105,0.091001034
