explainer,n_samples,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime
OCEAN,3062,166,1,1,1,1,3.9,2.45,1.35,0,0.015350877,1,0.586210575,7.2,0.511000395
GraphMerge,3062,166,1,1,1,1,3.9,2.45,1.35,0,0.015350877,1,1.082869921,11,0.973000765
OCEAN,3062,166,1,1,1,1,3.9,2.45,1.35,0,0.018421053,1,0.615479176,7.3,0.495000124
GraphMerge,3062,166,1,1,1,1,3.9,2.45,1.35,0,0.018421053,1,0.977420534,11.9,0.993000031
OCEAN,3062,166,1,1,1,1,3.6,2.3,1.3,0,0.025614035,1,0.654474558,6.2,0.470999718
GraphMerge,3062,166,1,1,1,1,3.6,2.3,1.3,0,0.025614035,1,1.089349833,11,1.000001431
OCEAN,3062,166,1,1,1,1,3.6,2.3,1.25,0,0.023684211,1,0.65886811,7,0.509000063
GraphMerge,3062,166,1,1,1,1,3.6,2.3,1.25,0,0.023684211,1,1.049303875,11.85,0.975998878
OCEAN,3062,166,1,1,1,1,3.8,2.4,1.4,0,0.023684211,1,0.588753002,7.2,0.488999844
GraphMerge,3062,166,1,1,1,1,3.8,2.4,1.4,0,0.023684211,1,1.094008508,11.9,1.011000395
BestCandidate,3062,166,1,1,1,1,3.9,2.45,1.35,0,0.015350877,0,,,0.029999733
BestCandidate,3062,166,1,1,1,1,3.9,2.45,1.35,0,0.018421053,0,,,0.028999329
BestCandidate,3062,166,1,1,1,1,3.6,2.3,1.3,0,0.025614035,0,,,0.029000044
BestCandidate,3062,166,1,1,1,1,3.6,2.3,1.25,0,0.023684211,0,,,0.029000044
BestCandidate,3062,166,1,1,1,1,3.8,2.4,1.4,0,0.023684211,0,,,0.03000021
