explainer,n_trees,max_depth,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,ext_min,ext_avg,ext_max,avg_nnodes,avg_nleaves,avg_depth
FACETBranchBound,5,3,19019,10,10,0.6,0.5,1,0.666666667,0.28,0.390952381,1,0.064656639,1.7,0.024002314,0.024999857,27,46.2,59,15,8,3
FACETBranchBound,10,3,19019,10,10,0.6,0.5,0.5,0.5,0.399218004,0.460608466,1,0.084139673,2,0.107001066,0.353001833,93,176,356,15,8,3
FACETBranchBound,15,3,19019,10,10,0.7,0.571428571,1,0.727272727,0.286736676,0.464901738,1,0.075362472,2.7,0.248999119,3.161999702,401,712.8,1841,15,8,3
FACETBranchBound,20,3,19019,10,10,0.8,0.666666667,1,0.8,0.457453891,0.458694653,1,0.067051003,2.6,0.456999779,26.97800231,1285,3682.3,7294,14.9,7.95,3
FACETBranchBound,25,3,19019,5,10,0.4,0.4,1,0.571428571,0.393333333,0.505582011,1,0.030105794,2,0.761999846,41.50299907,4605,8036.2,10655,14.92,7.96,3
