explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max
FACETGrow,20,20,9,0.8,0.8571428571428571,0.6666666666666666,0.75,11.4,6.2,3.0,0.27336090946109787,0.3771693121693121,1.0,0.24735642613661618,3.05,0.045999765396118164,0.02299976348876953,2.4,9.7,-1,-1,-1
OCEAN,20,20,9,0.8,0.8571428571428571,0.6666666666666666,0.75,11.4,6.2,3.0,0.27336090946109787,0.3771693121693121,1.0,0.09085446699085206,1.95,0.0,0.4349989891052246,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,9,0.8,0.8571428571428571,0.6666666666666666,0.75,11.4,6.2,3.0,0.27336090946109787,0.3771693121693121,1.0,0.1296647904495875,1.65,3.1304879188537598,2.856999158859253,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,9,0.8,0.8571428571428571,0.6666666666666666,0.75,11.4,6.2,3.0,0.27336090946109787,0.3771693121693121,1.0,0.10951349856591808,1.7,0.060999155044555664,0.930999755859375,-1.0,-1.0,100,131.85,247
FACETGrow,20,20,9,0.8,0.7777777777777778,0.7777777777777778,0.7777777777777778,12.6,6.8,3.0,0.1436432513211086,0.343968253968254,1.0,0.4132346876220236,4.05,0.051999568939208984,0.02200150489807129,2.7,9.3,-1,-1,-1
OCEAN,20,20,9,0.8,0.7777777777777778,0.7777777777777778,0.7777777777777778,12.6,6.8,3.0,0.1436432513211086,0.343968253968254,1.0,0.06527464436489125,1.95,0.0,0.4349997043609619,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,9,0.8,0.7777777777777778,0.7777777777777778,0.7777777777777778,12.6,6.8,3.0,0.1436432513211086,0.343968253968254,1.0,0.0853718479677598,2.45,3.074998140335083,3.4819979667663574,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,9,0.8,0.7777777777777778,0.7777777777777778,0.7777777777777778,12.6,6.8,3.0,0.1436432513211086,0.343968253968254,1.0,0.06932393914267346,2.05,0.0689997673034668,0.8890016078948975,-1.0,-1.0,88,129.9,197
FACETGrow,20,20,9,0.85,0.75,1.0,0.8571428571428571,10.0,5.5,3.0,0.3527375816012049,0.23005291005291004,1.0,0.4900325363786046,3.8,0.031996726989746094,0.023000478744506836,2.45,9.7,-1,-1,-1
OCEAN,20,20,9,0.85,0.75,1.0,0.8571428571428571,10.0,5.5,3.0,0.3527375816012049,0.23005291005291004,1.0,0.06598956634019423,2.15,0.0,0.38199853897094727,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,9,0.85,0.75,1.0,0.8571428571428571,10.0,5.5,3.0,0.3527375816012049,0.23005291005291004,1.0,0.08430292421238159,2.1,2.904001235961914,4.352004051208496,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,9,0.85,0.75,1.0,0.8571428571428571,10.0,5.5,3.0,0.3527375816012049,0.23005291005291004,1.0,0.07003574283411138,2.0,0.045999765396118164,0.7819979190826416,-1.0,-1.0,99,122.95,200
FACETGrow,20,20,9,0.85,0.75,1.0,0.8571428571428571,10.0,5.5,3.0,0.19610805917522312,0.3858730158730158,1.0,0.33998279913020074,3.25,0.03600001335144043,0.018000364303588867,2.55,8.25,-1,-1,-1
OCEAN,20,20,9,0.85,0.75,1.0,0.8571428571428571,10.0,5.5,3.0,0.19610805917522312,0.3858730158730158,1.0,0.07727360348154248,1.85,0.0,0.3480091094970703,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,9,0.85,0.75,1.0,0.8571428571428571,10.0,5.5,3.0,0.19610805917522312,0.3858730158730158,1.0,0.1029081976086299,1.7,3.1709959506988525,4.527982711791992,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,9,0.85,0.75,1.0,0.8571428571428571,10.0,5.5,3.0,0.19610805917522312,0.3858730158730158,1.0,0.09282410032398317,1.6,0.04999995231628418,0.7086091041564941,-1.0,-1.0,63,107.55,200
FACETGrow,20,20,9,0.75,0.75,0.6666666666666666,0.7058823529411765,12.2,6.6,3.0,0.49904626516220724,0.533068783068783,1.0,0.3458500409251841,3.35,0.053000688552856445,0.024000167846679688,1.95,9.6,-1,-1,-1
OCEAN,20,20,9,0.75,0.75,0.6666666666666666,0.7058823529411765,12.2,6.6,3.0,0.49904626516220724,0.533068783068783,1.0,0.11045493170181955,2.15,0.0,0.5909008979797363,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,9,0.75,0.75,0.6666666666666666,0.7058823529411765,12.2,6.6,3.0,0.49904626516220724,0.533068783068783,1.0,0.12390250996329988,1.55,3.191610097885132,3.2910001277923584,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,9,0.75,0.75,0.6666666666666666,0.7058823529411765,12.2,6.6,3.0,0.49904626516220724,0.533068783068783,1.0,0.11322730407060215,1.45,0.06899905204772949,1.176999807357788,-1.0,-1.0,85,145.05,483
FACETGrow,20,20,9,0.85,0.75,1.0,0.8571428571428571,11.4,6.2,3.0,0.4157889916337606,0.37730158730158736,1.0,0.44312978320810875,4.35,0.04700016975402832,0.021999359130859375,2.25,9.35,-1,-1,-1
OCEAN,20,20,9,0.85,0.75,1.0,0.8571428571428571,11.4,6.2,3.0,0.4157889916337606,0.37730158730158736,1.0,0.051907077231768,2.1,0.0,0.4519975185394287,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,9,0.85,0.75,1.0,0.8571428571428571,11.4,6.2,3.0,0.4157889916337606,0.37730158730158736,1.0,0.0703833225160707,1.9,2.9339985847473145,4.463000535964966,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,9,0.85,0.75,1.0,0.8571428571428571,11.4,6.2,3.0,0.4157889916337606,0.37730158730158736,1.0,0.0497261159392703,1.8,0.060999393463134766,0.8199996948242188,-1.0,-1.0,77,122.9,200
FACETGrow,20,20,9,0.85,0.875,0.7777777777777778,0.823529411764706,11.2,6.1,3.0,0.13609052663471535,0.33722222222222226,1.0,0.31799298653884567,3.7,0.042000532150268555,0.023000478744506836,2.45,9.9,-1,-1,-1
OCEAN,20,20,9,0.85,0.875,0.7777777777777778,0.823529411764706,11.2,6.1,3.0,0.13609052663471535,0.33722222222222226,1.0,0.07403152854200523,2.1,0.0,0.4480001926422119,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,9,0.85,0.875,0.7777777777777778,0.823529411764706,11.2,6.1,3.0,0.13609052663471535,0.33722222222222226,1.0,0.07631218001413782,1.85,3.1429991722106934,3.1520001888275146,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,9,0.85,0.875,0.7777777777777778,0.823529411764706,11.2,6.1,3.0,0.13609052663471535,0.33722222222222226,1.0,0.06289158332119163,2.05,0.05999946594238281,0.9469993114471436,-1.0,-1.0,99,136.6,185
FACETGrow,20,20,9,0.9,0.8888888888888888,0.8888888888888888,0.8888888888888888,12.2,6.6,3.0,0.2099315991265679,0.4123809523809523,1.0,0.23911143114125694,3.15,0.05200052261352539,0.025000810623168945,2.3,9.8,-1,-1,-1
OCEAN,20,20,9,0.9,0.8888888888888888,0.8888888888888888,0.8888888888888888,12.2,6.6,3.0,0.2099315991265679,0.4123809523809523,1.0,0.08029581534686996,1.95,0.0,0.45399904251098633,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,9,0.9,0.8888888888888888,0.8888888888888888,0.8888888888888888,12.2,6.6,3.0,0.2099315991265679,0.4123809523809523,1.0,0.08402186108865926,1.8,2.957000255584717,3.5368669033050537,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,9,0.9,0.8888888888888888,0.8888888888888888,0.8888888888888888,12.2,6.6,3.0,0.2099315991265679,0.4123809523809523,1.0,0.07621066833783903,1.95,0.06899857521057129,1.1160006523132324,-1.0,-1.0,107,151.7,304
FACETGrow,20,20,9,0.95,0.9,1.0,0.9473684210526316,11.8,6.4,3.0,0.4366087748150663,0.3837566137566137,1.0,0.2935677875511151,4.05,0.048000335693359375,0.025999784469604492,1.95,9.8,-1,-1,-1
OCEAN,20,20,9,0.95,0.9,1.0,0.9473684210526316,11.8,6.4,3.0,0.4366087748150663,0.3837566137566137,1.0,0.0815619878335601,2.4,0.0,0.4389994144439697,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,9,0.95,0.9,1.0,0.9473684210526316,11.8,6.4,3.0,0.4366087748150663,0.3837566137566137,1.0,0.09217774376619556,2.25,3.1720001697540283,3.851999521255493,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,9,0.95,0.9,1.0,0.9473684210526316,11.8,6.4,3.0,0.4366087748150663,0.3837566137566137,1.0,0.07833361538910773,1.95,0.06299901008605957,0.8149995803833008,-1.0,-1.0,102,135.95,179
FACETGrow,20,20,9,0.85,0.8,0.8888888888888888,0.8421052631578948,11.2,6.1,3.0,0.5167522810705804,0.3448148148148148,1.0,0.36989474083095863,3.65,0.04400277137756348,0.021997451782226562,1.75,9.15,-1,-1,-1
OCEAN,20,20,9,0.85,0.8,0.8888888888888888,0.8421052631578948,11.2,6.1,3.0,0.5167522810705804,0.3448148148148148,1.0,0.09096754225537497,2.1,0.0,0.43399953842163086,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,9,0.85,0.8,0.8888888888888888,0.8421052631578948,11.2,6.1,3.0,0.5167522810705804,0.3448148148148148,1.0,0.10256471649261734,2.35,3.0739967823028564,3.8440003395080566,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,9,0.85,0.8,0.8888888888888888,0.8421052631578948,11.2,6.1,3.0,0.5167522810705804,0.3448148148148148,1.0,0.08888988214162663,2.3,0.05699777603149414,0.9609999656677246,-1.0,-1.0,95,127.1,221
