explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max
FACETGrow,20,20,6,0.85,0.8125,1.0,0.896551724137931,12.0,6.5,3.0,0.7910024217023096,0.4281481481481481,1.0,0.19419466271748476,3.1,0.05299997329711914,0.02200007438659668,1.4,9.5,-1,-1,-1
OCEAN,20,20,6,0.85,0.8125,1.0,0.896551724137931,12.0,6.5,3.0,0.7910024217023096,0.4281481481481481,1.0,0.05703853374646282,1.4,0.0,0.4239990711212158,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,6,0.85,0.8125,1.0,0.896551724137931,12.0,6.5,3.0,0.7910024217023096,0.4281481481481481,1.0,0.06133880580718937,1.45,3.4619977474212646,1.690000057220459,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,6,0.85,0.8125,1.0,0.896551724137931,12.0,6.5,3.0,0.7910024217023096,0.4281481481481481,1.0,0.05567823188505426,1.45,0.06999993324279785,0.5409979820251465,-1.0,-1.0,62,101.8,167
FACETGrow,20,20,6,0.85,0.9166666666666666,0.8461538461538461,0.8799999999999999,12.6,6.8,3.0,0.6402228776994564,0.622962962962963,1.0,0.24561252385781476,3.25,0.06599998474121094,0.023000240325927734,1.6,9.5,-1,-1,-1
OCEAN,20,20,6,0.85,0.9166666666666666,0.8461538461538461,0.8799999999999999,12.6,6.8,3.0,0.6402228776994564,0.622962962962963,1.0,0.07565825279650179,1.85,0.0,0.509998083114624,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,6,0.85,0.9166666666666666,0.8461538461538461,0.8799999999999999,12.6,6.8,3.0,0.6402228776994564,0.622962962962963,1.0,0.07167883225642438,1.75,3.4279987812042236,3.0659995079040527,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,6,0.85,0.9166666666666666,0.8461538461538461,0.8799999999999999,12.6,6.8,3.0,0.6402228776994564,0.622962962962963,1.0,0.06441952757831412,1.65,0.08599972724914551,0.7339999675750732,-1.0,-1.0,40,113.1,238
FACETGrow,20,20,6,0.7,0.8181818181818182,0.6923076923076923,0.7500000000000001,13.0,7.0,3.0,0.7147250368118214,0.46999999999999986,1.0,0.3039213979148914,4.1,0.059999942779541016,0.025000572204589844,1.6,9.75,-1,-1,-1
OCEAN,20,20,6,0.7,0.8181818181818182,0.6923076923076923,0.7500000000000001,13.0,7.0,3.0,0.7147250368118214,0.46999999999999986,1.0,0.053627981141788295,1.55,0.0,0.440997838973999,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,6,0.7,0.8181818181818182,0.6923076923076923,0.7500000000000001,13.0,7.0,3.0,0.7147250368118214,0.46999999999999986,1.0,0.06114602029602891,1.7,3.3219990730285645,3.470998764038086,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,6,0.7,0.8181818181818182,0.6923076923076923,0.7500000000000001,13.0,7.0,3.0,0.7147250368118214,0.46999999999999986,1.0,0.05609486720816763,1.65,0.07900047302246094,0.9279994964599609,-1.0,-1.0,98,137.85,206
FACETGrow,20,20,6,0.8,0.8,0.9230769230769231,0.8571428571428571,11.8,6.4,3.0,0.6204372603122529,0.5066666666666666,1.0,0.24484149301397246,3.75,0.0520014762878418,0.022999048233032227,1.75,9.6,-1,-1,-1
OCEAN,20,20,6,0.8,0.8,0.9230769230769231,0.8571428571428571,11.8,6.4,3.0,0.6204372603122529,0.5066666666666666,1.0,0.05127894313226089,1.5,0.0,0.4369981288909912,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,6,0.8,0.8,0.9230769230769231,0.8571428571428571,11.8,6.4,3.0,0.6204372603122529,0.5066666666666666,1.0,0.06135116552419441,1.5,3.321998357772827,2.109999895095825,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,6,0.8,0.8,0.9230769230769231,0.8571428571428571,11.8,6.4,3.0,0.6204372603122529,0.5066666666666666,1.0,0.05180531928395811,1.4,0.06799960136413574,0.6130001544952393,-1.0,-1.0,84,116.2,191
FACETGrow,20,20,6,0.7,0.7692307692307693,0.7692307692307693,0.7692307692307693,13.2,7.1,3.0,0.6610958798168701,0.5685185185185184,1.0,0.2327669660969772,3.7,0.06399989128112793,0.02400040626525879,1.75,9.6,-1,-1,-1
OCEAN,20,20,6,0.7,0.7692307692307693,0.7692307692307693,0.7692307692307693,13.2,7.1,3.0,0.6610958798168701,0.5685185185185184,1.0,0.055345078500206514,1.7,0.0,0.7009990215301514,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,6,0.7,0.7692307692307693,0.7692307692307693,0.7692307692307693,13.2,7.1,3.0,0.6610958798168701,0.5685185185185184,1.0,0.06551042783535484,1.75,3.383000135421753,2.745999813079834,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,6,0.7,0.7692307692307693,0.7692307692307693,0.7692307692307693,13.2,7.1,3.0,0.6610958798168701,0.5685185185185184,1.0,0.05434878331779325,1.75,0.082000732421875,0.7759993076324463,-1.0,-1.0,75,116.3,194
FACETGrow,20,20,6,0.8,0.8,0.9230769230769231,0.8571428571428571,13.0,7.0,3.0,0.8083386539446532,0.5422222222222222,1.0,0.2911436936756696,3.95,0.06499862670898438,0.02500009536743164,1.05,9.75,-1,-1,-1
OCEAN,20,20,6,0.8,0.8,0.9230769230769231,0.8571428571428571,13.0,7.0,3.0,0.8083386539446532,0.5422222222222222,1.0,0.05468596882568032,1.4,0.0,0.46399974822998047,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,6,0.8,0.8,0.9230769230769231,0.8571428571428571,13.0,7.0,3.0,0.8083386539446532,0.5422222222222222,1.0,0.061556897318286466,1.45,3.45499849319458,2.0480008125305176,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,6,0.8,0.8,0.9230769230769231,0.8571428571428571,13.0,7.0,3.0,0.8083386539446532,0.5422222222222222,1.0,0.05599901013284897,1.5,0.08300018310546875,0.6439995765686035,-1.0,-1.0,79,112.1,166
FACETGrow,20,20,6,0.85,0.8571428571428571,0.9230769230769231,0.888888888888889,12.8,6.9,3.0,0.6833700892349857,0.5074074074074073,1.0,0.31007816751570305,4.3,0.06400060653686523,0.023999452590942383,1.65,9.45,-1,-1,-1
OCEAN,20,20,6,0.85,0.8571428571428571,0.9230769230769231,0.888888888888889,12.8,6.9,3.0,0.6833700892349857,0.5074074074074073,1.0,0.058378890770612625,1.75,0.0,0.5059988498687744,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,6,0.85,0.8571428571428571,0.9230769230769231,0.888888888888889,12.8,6.9,3.0,0.6833700892349857,0.5074074074074073,1.0,0.059130791258307794,1.5,3.4019994735717773,2.3990001678466797,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,6,0.85,0.8571428571428571,0.9230769230769231,0.888888888888889,12.8,6.9,3.0,0.6833700892349857,0.5074074074074073,1.0,0.053899092036471065,1.5,0.0819997787475586,0.7150003910064697,-1.0,-1.0,76,114.75,178
FACETGrow,20,20,6,0.8,0.8461538461538461,0.8461538461538461,0.8461538461538461,11.4,6.2,3.0,0.8568531149905624,0.45222222222222225,1.0,0.3604980083640731,4.55,0.04700112342834473,0.024999380111694336,1.1,9.85,-1,-1,-1
OCEAN,20,20,6,0.8,0.8461538461538461,0.8461538461538461,0.8461538461538461,11.4,6.2,3.0,0.8568531149905624,0.45222222222222225,1.0,0.08204846974900862,2.3,0.0,0.41499876976013184,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,6,0.8,0.8461538461538461,0.8461538461538461,0.8461538461538461,11.4,6.2,3.0,0.8568531149905624,0.45222222222222225,1.0,0.08057424883972378,1.9,3.451998710632324,2.7150001525878906,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,6,0.8,0.8461538461538461,0.8461538461538461,0.8461538461538461,11.4,6.2,3.0,0.8568531149905624,0.45222222222222225,1.0,0.0753552258543281,1.85,0.06399989128112793,0.7930004596710205,-1.0,-1.0,75,116.95,199
