explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max
FACETGrow,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.4,6.7,3.0,0.675577026301664,0.1462313612313612,1.0,0.5220891205367171,7.0,0.04300045967102051,0.0279998779296875,0.55,10.0,-1,-1,-1
OCEAN,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.4,6.7,3.0,0.675577026301664,0.1462313612313612,1.0,0.1546097173231694,2.95,0.0,0.5590007305145264,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.4,6.7,3.0,0.675577026301664,0.1462313612313612,1.0,0.17032525537027277,3.85,3.383507251739502,6.006979465484619,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.4,6.7,3.0,0.675577026301664,0.1462313612313612,1.0,0.15770179752315214,3.05,0.060997724533081055,3.632000207901001,-1.0,-1.0,166,254.4,556
FACETGrow,20,20,30,0.95,1.0,0.6666666666666666,0.8,14.0,7.5,3.0,0.7975308641975308,0.19488215488215488,1.0,0.4436292337752786,8.45,0.0540008544921875,0.030998706817626953,0.25,10.0,-1,-1,-1
OCEAN,20,20,30,0.95,1.0,0.6666666666666666,0.8,14.0,7.5,3.0,0.7975308641975308,0.19488215488215488,1.0,0.16188533507111327,5.15,0.0,0.5589981079101562,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,14.0,7.5,3.0,0.7975308641975308,0.19488215488215488,1.0,0.18938478890868818,5.2,3.0010085105895996,5.331986665725708,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,30,0.95,1.0,0.6666666666666666,0.8,14.0,7.5,3.0,0.7975308641975308,0.19488215488215488,1.0,0.1764513193776504,5.05,0.0749967098236084,7.159016132354736,-1.0,-1.0,165,439.15,1171
FACETGrow,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.4,6.7,3.0,0.5366161616161617,0.17493586660253324,1.0,0.7957654311002373,7.65,0.0449984073638916,0.028000354766845703,0.65,9.95,-1,-1,-1
OCEAN,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.4,6.7,3.0,0.5366161616161617,0.17493586660253324,1.0,0.1762262626678151,4.6,0.0,0.5069975852966309,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.4,6.7,3.0,0.5366161616161617,0.17493586660253324,1.0,0.20380062083840061,4.65,3.171999216079712,5.721296072006226,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.4,6.7,3.0,0.5366161616161617,0.17493586660253324,1.0,0.18830074760691282,4.35,0.061997175216674805,5.957007884979248,-1.0,-1.0,109,373.65,865
FACETGrow,20,20,30,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,13.0,7.0,3.0,0.936688522653435,0.19977392977392977,1.0,0.47116443484331166,7.6,0.05000162124633789,0.02599930763244629,0.65,9.1,-1,-1,-1
OCEAN,20,20,30,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,13.0,7.0,3.0,0.936688522653435,0.19977392977392977,1.0,0.15096760886509372,4.4,0.0,0.5809986591339111,-1.0,-1.0,-1,-1,-1
