explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max
FACETGrow,20,20,57,0.85,1.0,0.7,0.8235294117647058,14.6,7.8,3.0,0.06915624929961847,0.17839506172839503,1.0,0.11372616782497229,7.3,0.05900001525878906,0.03000020980834961,1.9,9.95,-1,-1,-1
OCEAN,20,20,57,0.85,1.0,0.7,0.8235294117647058,14.6,7.8,3.0,0.06915624929961847,0.17839506172839503,1.0,0.007650494038675616,4.0,0.0,0.5359985828399658,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,57,0.85,1.0,0.7,0.8235294117647058,14.6,7.8,3.0,0.06915624929961847,0.17839506172839503,1.0,0.04644652054446874,6.2,2.747999906539917,4.560328006744385,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,57,0.85,1.0,0.7,0.8235294117647058,14.6,7.8,3.0,0.06915624929961847,0.17839506172839503,1.0,0.0036705204772236643,3.2,0.08099937438964844,3.6970176696777344,-1.0,-1.0,147,237.05,429
FACETGrow,20,20,57,1.0,1.0,1.0,1.0,14.6,7.8,3.0,-0.29240335069523543,0.1742596909263576,1.0,0.16089035063647603,6.95,0.05900001525878906,0.029999971389770508,1.9,9.7,-1,-1,-1
OCEAN,20,20,57,1.0,1.0,1.0,1.0,14.6,7.8,3.0,-0.29240335069523543,0.1742596909263576,1.0,0.007049591034058103,2.85,0.0,0.5159988403320312,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,57,1.0,1.0,1.0,1.0,14.6,7.8,3.0,-0.29240335069523543,0.1742596909263576,1.0,0.035038434089422546,7.2,2.8120155334472656,3.881010055541992,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,57,1.0,1.0,1.0,1.0,14.6,7.8,3.0,-0.29240335069523543,0.1742596909263576,1.0,0.0032516197564272965,2.55,0.08299851417541504,2.38100004196167,-1.0,-1.0,126,189.85,254
FACETGrow,20,20,57,0.95,0.9090909090909091,1.0,0.9523809523809523,14.2,7.6,3.0,-0.12313294038035205,0.13585858585858587,1.0,0.15378596543669804,6.25,0.054000139236450195,0.029999971389770508,1.75,10.0,-1,-1,-1
OCEAN,20,20,57,0.95,0.9090909090909091,1.0,0.9523809523809523,14.2,7.6,3.0,-0.12313294038035205,0.13585858585858587,1.0,0.009186718674860848,2.9,0.0,0.4979991912841797,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,57,0.95,0.9090909090909091,1.0,0.9523809523809523,14.2,7.6,3.0,-0.12313294038035205,0.13585858585858587,1.0,0.034556830757738556,7.85,2.683999538421631,4.147000312805176,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,57,0.95,0.9090909090909091,1.0,0.9523809523809523,14.2,7.6,3.0,-0.12313294038035205,0.13585858585858587,1.0,0.004553087797730676,3.2,0.07399892807006836,3.0769999027252197,-1.0,-1.0,114,202.2,305
FACETGrow,20,20,57,1.0,1.0,1.0,1.0,15.0,8.0,3.0,-0.21699669248688855,0.13722351722351722,1.0,0.17413172240813307,7.65,0.059999942779541016,0.03099989891052246,1.8,10.0,-1,-1,-1
OCEAN,20,20,57,1.0,1.0,1.0,1.0,15.0,8.0,3.0,-0.21699669248688855,0.13722351722351722,1.0,0.006891483078417758,2.8,0.0,0.5170011520385742,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,57,1.0,1.0,1.0,1.0,15.0,8.0,3.0,-0.21699669248688855,0.13722351722351722,1.0,0.038080046679464005,7.35,2.736997604370117,3.8700008392333984,-1.0,-1.0,-1,-1,-1
