explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max
FACETGrow,20,20,10,0.85,0.7692307692307693,1.0,0.8695652173913044,15.0,8.0,3.0,1.0,0.48738095238095236,1.0,0.43546864095076215,4.35,0.08399772644042969,0.03203392028808594,0.55,10.0,-1,-1,-1
OCEAN,20,20,10,0.85,0.7692307692307693,1.0,0.8695652173913044,15.0,8.0,3.0,1.0,0.48738095238095236,1.0,0.13775465733792197,3.1,0.0,0.62398362159729,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,10,0.85,0.7692307692307693,1.0,0.8695652173913044,15.0,8.0,3.0,1.0,0.48738095238095236,1.0,0.14330544883154894,2.45,3.1434149742126465,4.295590162277222,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,10,0.85,0.7692307692307693,1.0,0.8695652173913044,15.0,8.0,3.0,1.0,0.48738095238095236,1.0,0.13984589028451502,2.6,0.10599803924560547,1.4279720783233643,-1.0,-1.0,109,170.65,256
FACETGrow,20,20,10,0.85,0.8235294117647058,1.0,0.9032258064516129,15.0,8.0,3.0,0.7023661076275456,0.4769312169312169,1.0,0.3023594227801642,3.75,0.09499979019165039,0.031008005142211914,1.35,9.5,-1,-1,-1
OCEAN,20,20,10,0.85,0.8235294117647058,1.0,0.9032258064516129,15.0,8.0,3.0,0.7023661076275456,0.4769312169312169,1.0,0.08917551486632802,1.85,0.0,0.6054224967956543,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,10,0.85,0.8235294117647058,1.0,0.9032258064516129,15.0,8.0,3.0,0.7023661076275456,0.4769312169312169,1.0,0.0950220383661037,1.95,3.144874334335327,5.335000991821289,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,10,0.85,0.8235294117647058,1.0,0.9032258064516129,15.0,8.0,3.0,0.7023661076275456,0.4769312169312169,1.0,0.08952120003416249,1.7,0.11099910736083984,1.0961222648620605,-1.0,-1.0,114,163.2,227
FACETGrow,20,20,10,0.5,0.47058823529411764,0.8888888888888888,0.6153846153846153,14.8,7.9,3.0,0.5705340772110358,0.4434832451499119,1.0,0.29298878860373284,4.3,0.08600020408630371,0.028011322021484375,1.85,9.65,-1,-1,-1
OCEAN,20,20,10,0.5,0.47058823529411764,0.8888888888888888,0.6153846153846153,14.8,7.9,3.0,0.5705340772110358,0.4434832451499119,1.0,0.06487437167183466,2.15,0.0,0.5990166664123535,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,10,0.5,0.47058823529411764,0.8888888888888888,0.6153846153846153,14.8,7.9,3.0,0.5705340772110358,0.4434832451499119,1.0,0.07306602484676596,1.8,3.2228541374206543,5.2271037101745605,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,10,0.5,0.47058823529411764,0.8888888888888888,0.6153846153846153,14.8,7.9,3.0,0.5705340772110358,0.4434832451499119,1.0,0.07103632278197905,1.8,0.10399794578552246,1.0109994411468506,-1.0,-1.0,89,150.5,383
FACETGrow,20,20,10,0.8,0.8,0.9230769230769231,0.8571428571428571,15.0,8.0,3.0,0.9321296853050912,0.5316225749559083,1.0,0.33670306129514627,3.8,0.08699965476989746,0.03200364112854004,0.7,9.8,-1,-1,-1
OCEAN,20,20,10,0.8,0.8,0.9230769230769231,0.8571428571428571,15.0,8.0,3.0,0.9321296853050912,0.5316225749559083,1.0,0.11374806746783701,2.5,0.0,0.7000112533569336,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,10,0.8,0.8,0.9230769230769231,0.8571428571428571,15.0,8.0,3.0,0.9321296853050912,0.5316225749559083,1.0,0.11462210632963807,2.3,3.166851758956909,4.903997898101807,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,10,0.8,0.8,0.9230769230769231,0.8571428571428571,15.0,8.0,3.0,0.9321296853050912,0.5316225749559083,1.0,0.11139097307897057,2.5,0.10700011253356934,1.2750003337860107,-1.0,-1.0,119,173.85,291
FACETGrow,20,20,10,0.95,0.9333333333333333,1.0,0.9655172413793104,15.0,8.0,3.0,0.27661375661375665,0.4401058201058202,1.0,0.4571611638469876,5.25,0.08400106430053711,0.031000852584838867,1.0,9.8,-1,-1,-1
OCEAN,20,20,10,0.95,0.9333333333333333,1.0,0.9655172413793104,15.0,8.0,3.0,0.27661375661375665,0.4401058201058202,1.0,0.09485067958447704,2.65,0.0,0.6369900703430176,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,10,0.95,0.9333333333333333,1.0,0.9655172413793104,15.0,8.0,3.0,0.27661375661375665,0.4401058201058202,1.0,0.09746429226906769,2.15,3.1107022762298584,4.948821067810059,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,10,0.95,0.9333333333333333,1.0,0.9655172413793104,15.0,8.0,3.0,0.27661375661375665,0.4401058201058202,1.0,0.09448491574607283,2.1,0.11499857902526855,1.1265699863433838,-1.0,-1.0,111,149.9,266
FACETGrow,20,20,10,0.7,0.5833333333333334,0.875,0.7000000000000001,15.0,8.0,3.0,0.6229036815696454,0.4894179894179893,1.0,0.3593364946494716,4.4,0.08437752723693848,0.030000686645507812,2.1,9.1,-1,-1,-1
OCEAN,20,20,10,0.7,0.5833333333333334,0.875,0.7000000000000001,15.0,8.0,3.0,0.6229036815696454,0.4894179894179893,1.0,0.08623014746666713,2.5,0.0,0.5882549285888672,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,10,0.7,0.5833333333333334,0.875,0.7000000000000001,15.0,8.0,3.0,0.6229036815696454,0.4894179894179893,1.0,0.08750700944507897,2.15,3.144719362258911,4.330062627792358,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,10,0.7,0.5833333333333334,0.875,0.7000000000000001,15.0,8.0,3.0,0.6229036815696454,0.4894179894179893,1.0,0.08390075140313039,2.3,0.11095976829528809,1.0889980792999268,-1.0,-1.0,73,147.35,247
FACETGrow,20,20,10,0.85,0.8888888888888888,0.9411764705882353,0.9142857142857143,15.0,8.0,3.0,0.9001141161253846,0.49930335097001777,1.0,0.38541389673633236,5.1,0.08299994468688965,0.031000137329101562,0.8,9.45,-1,-1,-1
OCEAN,20,20,10,0.85,0.8888888888888888,0.9411764705882353,0.9142857142857143,15.0,8.0,3.0,0.9001141161253846,0.49930335097001777,1.0,0.10056301807353511,2.15,0.0,0.5931262969970703,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,10,0.85,0.8888888888888888,0.9411764705882353,0.9142857142857143,15.0,8.0,3.0,0.9001141161253846,0.49930335097001777,1.0,0.09602094853678979,1.95,3.1268882751464844,5.4809184074401855,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,10,0.85,0.8888888888888888,0.9411764705882353,0.9142857142857143,15.0,8.0,3.0,0.9001141161253846,0.49930335097001777,1.0,0.09361676892866957,2.1,0.12399959564208984,1.0270631313323975,-1.0,-1.0,87,149.35,234
FACETGrow,20,20,10,0.8,0.8235294117647058,0.9333333333333333,0.8749999999999999,14.8,7.9,3.0,0.672991448199532,0.47340388007054685,1.0,0.277550150576071,4.0,0.09999918937683105,0.03699994087219238,1.25,9.7,-1,-1,-1
OCEAN,20,20,10,0.8,0.8235294117647058,0.9333333333333333,0.8749999999999999,14.8,7.9,3.0,0.672991448199532,0.47340388007054685,1.0,0.08345586003654214,2.55,0.0,0.8040015697479248,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,10,0.8,0.8235294117647058,0.9333333333333333,0.8749999999999999,14.8,7.9,3.0,0.672991448199532,0.47340388007054685,1.0,0.08558658587359357,2.25,3.1589949131011963,5.490547180175781,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,10,0.8,0.8235294117647058,0.9333333333333333,0.8749999999999999,14.8,7.9,3.0,0.672991448199532,0.47340388007054685,1.0,0.0785588027366275,2.35,0.11199951171875,1.1925768852233887,-1.0,-1.0,103,162.25,233
FACETGrow,20,20,10,0.7,0.6666666666666666,0.9090909090909091,0.7692307692307692,15.0,8.0,3.0,0.9701315210663136,0.5069753086419754,1.0,0.35794409207951694,4.35,0.08187389373779297,0.031000375747680664,1.3,9.9,-1,-1,-1
OCEAN,20,20,10,0.7,0.6666666666666666,0.9090909090909091,0.7692307692307692,15.0,8.0,3.0,0.9701315210663136,0.5069753086419754,1.0,0.10093408427239674,2.05,0.0,0.6160168647766113,-1.0,-1.0,-1,-1,-1
