explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max
FACETGrow,20,20,57,0.8,1.0,0.6,0.7499999999999999,14.6,7.8,3.0,0.24238050616490334,0.19966934300267639,1.0,0.116745887187345,8.45,0.05603170394897461,0.031019210815429688,2.15,10.0,-1,-1,-1
OCEAN,20,20,57,0.8,1.0,0.6,0.7499999999999999,14.6,7.8,3.0,0.24238050616490334,0.19966934300267639,1.0,0.008212151793391563,3.35,0.0,0.5462517738342285,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,57,0.8,1.0,0.6,0.7499999999999999,14.6,7.8,3.0,0.24238050616490334,0.19966934300267639,1.0,0.009834241880464016,4.0,3.0719997882843018,3.7540218830108643,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,57,0.8,1.0,0.6,0.7499999999999999,14.6,7.8,3.0,0.24238050616490334,0.19966934300267639,1.0,0.005759369123829733,3.55,0.07800817489624023,3.406942129135132,-1.0,-1.0,134,207.9,372
FACETGrow,20,20,57,0.8,0.8,0.8,0.8000000000000002,14.6,7.8,3.0,0.3819407009348496,0.1336579469912803,1.0,0.1713302705196959,6.9,0.05699968338012695,0.03199958801269531,1.95,10.0,-1,-1,-1
OCEAN,20,20,57,0.8,0.8,0.8,0.8000000000000002,14.6,7.8,3.0,0.3819407009348496,0.1336579469912803,1.0,0.004963667720529608,3.6,0.0,0.5290167331695557,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,57,0.8,0.8,0.8,0.8000000000000002,14.6,7.8,3.0,0.3819407009348496,0.1336579469912803,1.0,0.005520604012834504,3.4,3.0610060691833496,4.11435341835022,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,57,0.8,0.8,0.8,0.8000000000000002,14.6,7.8,3.0,0.3819407009348496,0.1336579469912803,1.0,0.0032098908993301867,3.0,0.0880124568939209,2.281637191772461,-1.0,-1.0,139,178.75,299
FACETGrow,20,20,57,0.8,0.875,0.7,0.7777777777777777,14.8,7.9,3.0,0.8437768097623132,0.1405974272640939,1.0,0.24867533516123724,8.75,0.06699991226196289,0.03199958801269531,0.95,9.8,-1,-1,-1
OCEAN,20,20,57,0.8,0.875,0.7,0.7777777777777777,14.8,7.9,3.0,0.8437768097623132,0.1405974272640939,1.0,0.006416282146257642,3.85,0.0,0.6039590835571289,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,57,0.8,0.875,0.7,0.7777777777777777,14.8,7.9,3.0,0.8437768097623132,0.1405974272640939,1.0,0.009103419146458663,3.75,3.1140410900115967,4.030985355377197,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,57,0.8,0.875,0.7,0.7777777777777777,14.8,7.9,3.0,0.8437768097623132,0.1405974272640939,1.0,0.006461140707894932,3.75,0.08199954032897949,4.913977861404419,-1.0,-1.0,173,266.1,470
FACETGrow,20,20,57,1.0,1.0,1.0,1.0,14.4,7.7,3.0,-0.41051826508815753,0.1796667530000863,1.0,0.1214249652440647,6.75,0.06900334358215332,0.035004377365112305,1.45,10.0,-1,-1,-1
OCEAN,20,20,57,1.0,1.0,1.0,1.0,14.4,7.7,3.0,-0.41051826508815753,0.1796667530000863,1.0,0.007520750090991254,3.55,0.0,0.544980525970459,-1.0,-1.0,-1,-1,-1
