explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max
FACETGrow,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.4,6.7,3.0,0.675577026301664,0.1462313612313612,1.0,0.5220891205367171,7.0,0.04400014877319336,0.030140399932861328,0.55,10.0,-1,-1,-1
OCEAN,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.4,6.7,3.0,0.675577026301664,0.1462313612313612,1.0,0.1546097173231694,2.95,0.0,0.662731409072876,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.4,6.7,3.0,0.675577026301664,0.1462313612313612,1.0,0.162527489955085,3.0,3.510993719100952,2.903141498565674,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.4,6.7,3.0,0.675577026301664,0.1462313612313612,1.0,0.15770179752315214,3.05,0.06600022315979004,4.599351406097412,-1.0,-1.0,166,254.4,556
FACETGrow,20,20,30,0.95,0.8333333333333334,1.0,0.9090909090909091,13.4,7.2,3.0,0.39062200510634987,0.16056036556036554,1.0,0.3416043942048671,7.1,0.054506778717041016,0.03600335121154785,1.15,10.0,-1,-1,-1
OCEAN,20,20,30,0.95,0.8333333333333334,1.0,0.9090909090909091,13.4,7.2,3.0,0.39062200510634987,0.16056036556036554,1.0,0.11051379824756613,4.05,0.0,0.6304140090942383,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,30,0.95,0.8333333333333334,1.0,0.9090909090909091,13.4,7.2,3.0,0.39062200510634987,0.16056036556036554,1.0,0.12842402299283823,4.4,3.3285820484161377,3.5180013179779053,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,30,0.95,0.8333333333333334,1.0,0.9090909090909091,13.4,7.2,3.0,0.39062200510634987,0.16056036556036554,1.0,0.11312162300688336,4.3,0.07200098037719727,3.4940078258514404,-1.0,-1.0,120,246.7,535
FACETGrow,20,20,30,0.95,1.0,0.9090909090909091,0.9523809523809523,12.8,6.9,3.0,0.8701964085297418,0.13737373737373734,1.0,0.47383192181847633,7.55,0.04500126838684082,0.030815601348876953,0.75,10.0,-1,-1,-1
OCEAN,20,20,30,0.95,1.0,0.9090909090909091,0.9523809523809523,12.8,6.9,3.0,0.8701964085297418,0.13737373737373734,1.0,0.1845277777137438,4.4,0.0,0.5421872138977051,-1.0,-1.0,-1,-1,-1
