explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max
FACETGrow,20,20,9,0.85,0.8,0.8888888888888888,0.8421052631578948,13.0,7.0,3.0,0.16855499478982003,0.38283068783068785,1.0,0.33235087199250246,4.35,0.05600142478942871,0.03099799156188965,2.4,9.75,-1,-1,-1
OCEAN,20,20,9,0.85,0.8,0.8888888888888888,0.8421052631578948,13.0,7.0,3.0,0.16855499478982003,0.38283068783068785,1.0,0.07823786142616382,2.2,0.0,0.5070011615753174,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,9,0.85,0.8,0.8888888888888888,0.8421052631578948,13.0,7.0,3.0,0.16855499478982003,0.38283068783068785,1.0,0.08908986664241633,2.3,2.994007110595703,3.996396541595459,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,9,0.85,0.8,0.8888888888888888,0.8421052631578948,13.0,7.0,3.0,0.16855499478982003,0.38283068783068785,1.0,0.0802168901245289,2.0,0.07199764251708984,1.2316234111785889,-1.0,-1.0,69,149.8,247
FACETGrow,20,20,9,0.85,0.7777777777777778,0.875,0.823529411764706,12.2,6.6,3.0,0.3910221952970729,0.38550264550264546,1.0,0.3720214508772626,4.05,0.050008535385131836,0.023999929428100586,2.1,9.35,-1,-1,-1
OCEAN,20,20,9,0.85,0.7777777777777778,0.875,0.823529411764706,12.2,6.6,3.0,0.3910221952970729,0.38550264550264546,1.0,0.06872643196047877,1.95,0.0,0.48700809478759766,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,9,0.85,0.7777777777777778,0.875,0.823529411764706,12.2,6.6,3.0,0.3910221952970729,0.38550264550264546,1.0,0.07510035788920827,2.0,3.019951581954956,3.8189990520477295,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,9,0.85,0.7777777777777778,0.875,0.823529411764706,12.2,6.6,3.0,0.3910221952970729,0.38550264550264546,1.0,0.069714522198939,1.95,0.06699800491333008,1.0590181350708008,-1.0,-1.0,76,130.6,223
FACETGrow,20,20,9,0.75,0.8888888888888888,0.6666666666666666,0.761904761904762,11.6,6.3,3.0,-0.05317789902405791,0.391005291005291,1.0,0.24192484097883327,3.65,0.04699826240539551,0.03000020980834961,2.95,9.55,-1,-1,-1
OCEAN,20,20,9,0.75,0.8888888888888888,0.6666666666666666,0.761904761904762,11.6,6.3,3.0,-0.05317789902405791,0.391005291005291,1.0,0.021977914306082987,1.75,0.0,0.42601847648620605,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,9,0.75,0.8888888888888888,0.6666666666666666,0.761904761904762,11.6,6.3,3.0,-0.05317789902405791,0.391005291005291,1.0,0.035158218432347114,1.6,3.020103693008423,3.8258564472198486,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,9,0.75,0.8888888888888888,0.6666666666666666,0.761904761904762,11.6,6.3,3.0,-0.05317789902405791,0.391005291005291,1.0,0.024105116101836604,1.8,0.06299948692321777,0.7959995269775391,-1.0,-1.0,89,122.15,163
FACETGrow,20,20,9,0.75,0.8333333333333334,0.7692307692307693,0.8,11.2,6.1,3.0,0.28209704879468667,0.3704497354497354,1.0,0.38764696019863,4.45,0.04699993133544922,0.031000137329101562,2.0,9.5,-1,-1,-1
OCEAN,20,20,9,0.75,0.8333333333333334,0.7692307692307693,0.8,11.2,6.1,3.0,0.28209704879468667,0.3704497354497354,1.0,0.0377009499369601,2.4,0.0,0.45000123977661133,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,9,0.75,0.8333333333333334,0.7692307692307693,0.8,11.2,6.1,3.0,0.28209704879468667,0.3704497354497354,1.0,0.0440467246748368,1.55,3.0069971084594727,4.596998691558838,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,9,0.75,0.8333333333333334,0.7692307692307693,0.8,11.2,6.1,3.0,0.28209704879468667,0.3704497354497354,1.0,0.03818422364507755,1.8,0.06600069999694824,0.8329987525939941,-1.0,-1.0,93,133.05,182
FACETGrow,20,20,9,0.9,1.0,0.875,0.9333333333333333,11.4,6.2,3.0,0.32943936012639286,0.3629365079365079,1.0,0.3729192871309356,3.95,0.054000139236450195,0.023999929428100586,2.2,9.7,-1,-1,-1
OCEAN,20,20,9,0.9,1.0,0.875,0.9333333333333333,11.4,6.2,3.0,0.32943936012639286,0.3629365079365079,1.0,0.026699247135350563,1.3,0.0,0.42801642417907715,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,9,0.9,1.0,0.875,0.9333333333333333,11.4,6.2,3.0,0.32943936012639286,0.3629365079365079,1.0,0.033753862909437035,1.55,3.0481314659118652,5.197851896286011,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,9,0.9,1.0,0.875,0.9333333333333333,11.4,6.2,3.0,0.32943936012639286,0.3629365079365079,1.0,0.027950959775990176,1.3,0.06999897956848145,0.5850119590759277,-1.0,-1.0,89,115.6,151
FACETGrow,20,20,9,0.7,0.6875,0.9166666666666666,0.7857142857142857,10.6,5.8,3.0,0.33815638087658056,0.3685449735449735,1.0,0.26734105125674706,3.75,0.039999961853027344,0.020000457763671875,2.1,8.45,-1,-1,-1
OCEAN,20,20,9,0.7,0.6875,0.9166666666666666,0.7857142857142857,10.6,5.8,3.0,0.33815638087658056,0.3685449735449735,1.0,0.06440072695033142,1.85,0.0,0.3969745635986328,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,9,0.7,0.6875,0.9166666666666666,0.7857142857142857,10.6,5.8,3.0,0.33815638087658056,0.3685449735449735,1.0,0.07816927344925263,2.05,2.8839995861053467,5.154164791107178,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,9,0.7,0.6875,0.9166666666666666,0.7857142857142857,10.6,5.8,3.0,0.33815638087658056,0.3685449735449735,1.0,0.07259676431464505,1.9,0.0599970817565918,0.8560333251953125,-1.0,-1.0,70,123.7,158
FACETGrow,20,20,9,0.75,0.7,0.7777777777777778,0.7368421052631577,11.6,6.3,3.0,0.3062223436605911,0.31835978835978834,1.0,0.30763999707913303,3.05,0.04700040817260742,0.020999908447265625,2.45,9.1,-1,-1,-1
OCEAN,20,20,9,0.75,0.7,0.7777777777777778,0.7368421052631577,11.6,6.3,3.0,0.3062223436605911,0.31835978835978834,1.0,0.040291863162666315,1.7,0.0,0.4530165195465088,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,9,0.75,0.7,0.7777777777777778,0.7368421052631577,11.6,6.3,3.0,0.3062223436605911,0.31835978835978834,1.0,0.04628899382564387,1.75,2.9519362449645996,4.013068675994873,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,9,0.75,0.7,0.7777777777777778,0.7368421052631577,11.6,6.3,3.0,0.3062223436605911,0.31835978835978834,1.0,0.04076190689787966,1.55,0.0689997673034668,0.8709156513214111,-1.0,-1.0,59,111.05,155
FACETGrow,20,20,9,0.75,0.5833333333333334,1.0,0.7368421052631579,11.6,6.3,3.0,0.2100533549991365,0.3803703703703703,1.0,0.3661942219929451,4.15,0.04500889778137207,0.022001266479492188,2.5,9.45,-1,-1,-1
