dataset,n_trees,explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max,n_rects
spambase,100,FACETIndex,20,20,57,1.0,1.0,1.0,1.0,14.48,7.74,3.0,0.10130802353202023,0.15537404851041214,1.0,0.4158410165898781,27.65,3.624293804168701,0.0060002803802490234,-1,-1,-1,-1,-1,2
spambase,100,FACETIndex,20,20,57,1.0,1.0,1.0,1.0,14.48,7.74,3.0,0.10130802353202023,0.15537404851041214,1.0,0.4616739683119057,28.05,5.306415796279907,0.004999399185180664,-1,-1,-1,-1,-1,5
spambase,100,FACETIndex,20,20,57,1.0,1.0,1.0,1.0,14.48,7.74,3.0,0.10130802353202023,0.15537404851041214,1.0,0.33357452924131004,25.65,1.6728336811065674,0.005998849868774414,-1,-1,-1,-1,-1,10
spambase,100,FACETIndex,20,20,57,1.0,1.0,1.0,1.0,14.48,7.74,3.0,0.10130802353202023,0.15537404851041214,1.0,0.3819622404654629,27.75,0.07798886299133301,0.006236553192138672,-1,-1,-1,-1,-1,20
spambase,100,FACETIndex,20,20,57,1.0,1.0,1.0,1.0,14.48,7.74,3.0,0.10130802353202023,0.15537404851041214,1.0,0.36610023199096803,27.3,0.1979379653930664,0.011000394821166992,-1,-1,-1,-1,-1,50
spambase,100,FACETIndex,20,20,57,1.0,1.0,1.0,1.0,14.48,7.74,3.0,0.10130802353202023,0.15537404851041214,1.0,0.4196494837200847,27.05,0.15695786476135254,0.017000913619995117,-1,-1,-1,-1,-1,100
spambase,100,FACETIndex,20,20,57,1.0,1.0,1.0,1.0,14.48,7.74,3.0,0.10130802353202023,0.15537404851041214,1.0,0.3909164753148642,26.8,0.15894460678100586,0.030766963958740234,-1,-1,-1,-1,-1,200
spambase,100,FACETIndex,20,20,57,1.0,1.0,1.0,1.0,14.48,7.74,3.0,0.10130802353202023,0.15537404851041214,1.0,0.36344085626931155,26.95,0.15769004821777344,0.049039363861083984,-1,-1,-1,-1,-1,300
spambase,100,FACETIndex,20,20,57,1.0,1.0,1.0,1.0,14.48,7.74,3.0,0.10130802353202023,0.15537404851041214,1.0,0.3718632978389671,25.95,0.12302041053771973,0.055701494216918945,-1,-1,-1,-1,-1,400
spambase,100,FACETIndex,20,20,57,1.0,1.0,1.0,1.0,14.48,7.74,3.0,0.10130802353202023,0.15537404851041214,1.0,0.43122849538204966,26.8,0.23671650886535645,0.06780290603637695,-1,-1,-1,-1,-1,500
spambase,100,FACETIndex,20,20,57,1.0,1.0,1.0,1.0,14.48,7.74,3.0,0.10130802353202023,0.15537404851041214,1.0,0.2975086837293778,26.7,0.35424089431762695,0.10563135147094727,-1,-1,-1,-1,-1,750
spambase,100,FACETIndex,20,20,57,1.0,1.0,1.0,1.0,14.48,7.74,3.0,0.10130802353202023,0.15537404851041214,1.0,0.30631944645090986,27.15,0.4458765983581543,0.14706110954284668,-1,-1,-1,-1,-1,1000
spambase,100,FACETIndex,20,20,57,1.0,1.0,1.0,1.0,14.48,7.74,3.0,0.10130802353202023,0.15537404851041214,1.0,0.3747995047735521,27.15,0.5657522678375244,0.2765367031097412,-1,-1,-1,-1,-1,2000
spambase,100,FACETIndex,20,20,57,1.0,1.0,1.0,1.0,14.48,7.74,3.0,0.10130802353202023,0.15537404851041214,1.0,0.344120975465356,26.65,0.7996423244476318,0.4319753646850586,-1,-1,-1,-1,-1,3000
spambase,100,FACETIndex,20,20,57,1.0,1.0,1.0,1.0,14.48,7.74,3.0,0.10130802353202023,0.15537404851041214,1.0,0.3896019421737475,26.45,1.0755219459533691,0.5360016822814941,-1,-1,-1,-1,-1,4000
spambase,100,FACETIndex,20,20,57,1.0,1.0,1.0,1.0,14.48,7.74,3.0,0.10130802353202023,0.15537404851041214,1.0,0.2965051391792276,26.45,1.5786025524139404,0.6182596683502197,-1,-1,-1,-1,-1,5000
spambase,100,FACETIndex,20,20,57,1.0,1.0,1.0,1.0,14.48,7.74,3.0,0.10130802353202023,0.15537404851041214,1.0,0.36903549767297866,26.5,2.493842601776123,1.251112937927246,-1,-1,-1,-1,-1,10000
spambase,100,FACETIndex,20,20,57,1.0,1.0,1.0,1.0,14.48,7.74,3.0,0.10130802353202023,0.15537404851041214,1.0,0.27899329535256784,27.5,5.020762920379639,2.4896652698516846,-1,-1,-1,-1,-1,20000
spambase,100,FACETIndex,20,20,57,1.0,1.0,1.0,1.0,14.48,7.74,3.0,0.10130802353202023,0.15537404851041214,1.0,0.25166843013036877,25.7,12.842731952667236,6.136322021484375,-1,-1,-1,-1,-1,50000
