dataset,n_trees,explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max,n_rects,cover_xtrain,cover_xtest
glass,20,FACETIndex,20,20,9,0.85,0.875,0.7777777777777778,0.823529411764706,12.1,6.55,3.0,0.25053432887957605,0.40657477025898076,1.0,0.08528806918623417,1.95,4.755450248718262,3.3227970600128174,-1,-1,-1,-1,-1,20000,0.7829457364341085,0.7
