,0,1
0,"[0, 0.5912154474043454]","[40384, 0.16883166468172153]"
1,"[0, 0.9769080309092715]","[15006, 0.2649989627311675]"
2,"[0, 0.8558937920857896]","[14719, 0.10542826380229085]"
3,"[0, 0.7554929917726075]","[14357, 0.04744589324087489]"
4,"[0, 0.695505868559028]","[22536, 0.2048542041830195]"
