explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime,clique_size,init_time
GraphMerge,6870,1374,16,0.9985443959243085,1.0,0.9333333333333333,0.9655172413793104,31.5,16.25,6.8,0.37283859056422514,0.5008046120546121,0.0007278020378457262,0.07780535243451596,1.0,1.537933349609375,1,0.009998798370361328
BestCandidate,6870,1374,16,0.9985443959243085,1.0,0.9333333333333333,0.9655172413793104,31.5,16.25,6.8,0.37283859056422514,0.5008046120546121,0.12154294032023294,0.8294200588223554,2.4550898203592815,4.134248495101929,-1,0.0
GraphMerge,6870,1374,16,0.9985443959243085,1.0,0.9459459459459459,0.9722222222222222,35.1,18.05,6.75,0.6456347613238684,0.5437115954221217,0.0014556040756914523,0.37101772040054976,1.0,1.5229792594909668,1,0.009998083114624023
BestCandidate,6870,1374,16,0.9985443959243085,1.0,0.9459459459459459,0.9722222222222222,35.1,18.05,6.75,0.6456347613238684,0.5437115954221217,0.2438136826783115,0.6348933319910011,2.355223880597015,4.556886911392212,-1,0.0
GraphMerge,6870,1374,16,0.9985443959243085,1.0,0.9411764705882353,0.9696969696969697,37.4,19.2,7.4,0.6917276315046539,0.5666387778887779,0.00363901018922852,0.13693252160400152,1.0,1.6310019493103027,1,0.009998559951782227
BestCandidate,6870,1374,16,0.9985443959243085,1.0,0.9411764705882353,0.9696969696969697,37.4,19.2,7.4,0.6917276315046539,0.5666387778887779,0.3100436681222707,0.7252826991911813,2.0610328638497655,4.80814266204834,-1,0.0
GraphMerge,6870,1374,16,0.9978165938864629,1.0,0.90625,0.9508196721311475,31.4,16.2,6.3,0.7559945844564497,0.5312882293145451,0.0,,,1.6338541507720947,1,0.009999990463256836
BestCandidate,6870,1374,16,0.9978165938864629,1.0,0.90625,0.9508196721311475,31.4,16.2,6.3,0.7559945844564497,0.5312882293145451,0.4759825327510917,0.8507536655966038,2.4571865443425076,4.080010652542114,-1,0.0
GraphMerge,6870,1374,16,0.9978165938864629,1.0,0.9,0.9473684210526316,33.5,17.25,6.35,0.8345315754288832,0.4779009294798769,0.0007278020378457262,0.05435138300281628,1.0,1.6308348178863525,1,0.010998725891113281
BestCandidate,6870,1374,16,0.9978165938864629,1.0,0.9,0.9473684210526316,33.5,17.25,6.35,0.8345315754288832,0.4779009294798769,0.33842794759825323,0.7863823544249015,2.453763440860215,4.360097885131836,-1,0.0
GraphMerge,6870,1374,16,0.9956331877729258,1.0,0.8125,0.896551724137931,33.2,17.1,6.2,0.9845160497855264,0.4829560936139884,0.0014556040756914523,0.12096402867278577,1.5,1.5239694118499756,1,0.009999513626098633
BestCandidate,6870,1374,16,0.9956331877729258,1.0,0.8125,0.896551724137931,33.2,17.1,6.2,0.9845160497855264,0.4829560936139884,0.22489082969432317,0.7850594705036323,2.7184466019417477,4.424099922180176,-1,0.0
GraphMerge,6870,1374,16,0.9970887918486172,1.0,0.9024390243902439,0.9487179487179488,32.3,16.65,6.25,0.9824186094396231,0.4769634532134533,0.0007278020378457262,0.015716227692373307,1.0,1.7500016689300537,1,0.010999917984008789
BestCandidate,6870,1374,16,0.9970887918486172,1.0,0.9024390243902439,0.9487179487179488,32.3,16.65,6.25,0.9824186094396231,0.4769634532134533,0.24017467248908297,0.7855158617668576,3.0272727272727273,4.3391432762146,-1,0.0
GraphMerge,6870,1374,16,0.9963609898107715,0.9722222222222222,0.8974358974358975,0.9333333333333333,29.6,15.3,6.2,0.9799139322367062,0.48504863557495137,0.008733624454148492,0.1521349469570742,1.0833333333333333,1.5454256534576416,1,0.009999990463256836
BestCandidate,6870,1374,16,0.9963609898107715,0.9722222222222222,0.8974358974358975,0.9333333333333333,29.6,15.3,6.2,0.9799139322367062,0.48504863557495137,0.3042212518195051,0.7691289393642053,2.021531100478469,3.959233522415161,-1,0.0
GraphMerge,6870,1374,16,0.9985443959243085,1.0,0.9411764705882353,0.9696969696969697,35.6,18.3,6.5,0.47315210396666224,0.5277190645611698,0.0014556040756914523,0.055689411274762436,1.0,1.5392429828643799,1,0.009999752044677734
BestCandidate,6870,1374,16,0.9985443959243085,1.0,0.9411764705882353,0.9696969696969697,35.6,18.3,6.5,0.47315210396666224,0.5277190645611698,0.07278020378457062,0.6269302751780504,3.16,4.536988973617554,-1,0.0
GraphMerge,6870,1374,16,0.9978165938864629,0.9629629629629629,0.9285714285714286,0.9454545454545454,29.2,15.1,6.05,0.9732311187698692,0.455016036594984,0.0021834061135370675,0.18194128231844964,1.6666666666666667,1.6379642486572266,1,0.010000228881835938
BestCandidate,6870,1374,16,0.9978165938864629,0.9629629629629629,0.9285714285714286,0.9454545454545454,29.2,15.1,6.05,0.9732311187698692,0.455016036594984,0.47452692867540025,0.6667303823043537,2.3634969325153374,4.095783948898315,-1,0.0
