explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime,clique_size,init_time
GraphMerge,49097,9820,9,0.99979633401222,0.99721059972106,1.0,0.9986033519553074,36.5,18.75,8.25,0.18813827780528666,0.7388575605680868,0.8428716904276986,0.009171526730181564,1.5092424791591157,2.610001802444458,1,0.010000467300415039
BestCandidate,49097,9820,9,0.99979633401222,0.99721059972106,1.0,0.9986033519553074,36.5,18.75,8.25,0.18813827780528666,0.7388575605680868,1.0,0.024387518939795984,1.4702647657841141,40.12585163116455,-1,0.0
GraphMerge,49097,9820,9,0.99989816700611,0.9985443959243085,1.0,0.9992716678805535,39.0,20.0,9.2,0.052238822592607315,0.6956558061821217,0.3816700610997963,0.00881735322043163,1.3660618996798293,2.6148767471313477,1,0.010999679565429688
BestCandidate,49097,9820,9,0.99989816700611,0.9985443959243085,1.0,0.9992716678805535,39.0,20.0,9.2,0.052238822592607315,0.6956558061821217,1.0,0.023961972543021223,1.5789205702647657,41.47972083091736,-1,0.0
GraphMerge,49097,9820,9,0.99989816700611,0.9984871406959153,1.0,0.9992429977289932,37.2,19.1,9.25,0.2622182262850322,0.6905075187969923,0.3212830957230143,0.007963361442630292,1.1125198098256734,3.1525161266326904,1,0.010000228881835938
BestCandidate,49097,9820,9,0.99989816700611,0.9984871406959153,1.0,0.9992429977289932,37.2,19.1,9.25,0.2622182262850322,0.6905075187969923,1.0,0.025008439398603085,1.519755600814664,39.75577521324158,-1,0.0
GraphMerge,49097,9820,9,0.9996945010183299,0.996996996996997,0.9984962406015038,0.9977460555972953,37.1,19.05,8.35,0.4413603837640991,0.7571010860484545,0.5264765784114053,0.009323547671110408,1.2779497098646035,2.609133243560791,1,0.011001348495483398
BestCandidate,49097,9820,9,0.9996945010183299,0.996996996996997,0.9984962406015038,0.9977460555972953,37.1,19.05,8.35,0.4413603837640991,0.7571010860484545,1.0,0.023994529055416644,1.5548879837067209,40.08985114097595,-1,0.0
GraphMerge,49097,9820,9,0.99979633401222,1.0,0.9972413793103448,0.9986187845303868,37.2,19.1,9.05,0.3883146047731877,0.7122180451127819,0.004684317718940956,0.02520813676208441,1.1521739130434783,2.403040647506714,1,0.009997844696044922
BestCandidate,49097,9820,9,0.99979633401222,1.0,0.9972413793103448,0.9986187845303868,37.2,19.1,9.05,0.3883146047731877,0.7122180451127819,1.0,0.027893788559207423,1.610081466395112,40.15918493270874,-1,0.0
GraphMerge,49097,9820,9,0.9995926680244399,0.9954476479514416,0.9984779299847792,0.9969604863221884,40.2,20.6,9.75,0.6304156415589539,0.7751357560568088,0.3652749490835031,0.009057834916687465,1.1770281572344579,3.27073335647583,1,0.009999990463256836
BestCandidate,49097,9820,9,0.9995926680244399,0.9954476479514416,0.9984779299847792,0.9969604863221884,40.2,20.6,9.75,0.6304156415589539,0.7751357560568088,1.0,0.025289945149008914,1.6228105906313646,44.29193925857544,-1,0.0
GraphMerge,49097,9820,9,0.99989816700611,1.0,0.9984756097560976,0.9992372234935164,36.4,18.7,8.55,0.535340324052652,0.7083228905597327,0.43370672097759677,0.05276349348281977,1.7086170462549894,3.0483555793762207,1,0.01000070571899414
BestCandidate,49097,9820,9,0.99989816700611,1.0,0.9984756097560976,0.9992372234935164,36.4,18.7,8.55,0.535340324052652,0.7083228905597327,1.0,0.022900262606460782,1.555295315682281,39.69678616523743,-1,0.0
GraphMerge,49097,9820,9,0.99989816700611,1.0,0.9985835694050992,0.9992912827781716,35.3,18.15,8.3,0.3047599296887482,0.784638680033417,0.620162932790224,0.009387679518006483,1.5180623973727423,2.6190292835235596,1,0.010999679565429688
BestCandidate,49097,9820,9,0.99989816700611,1.0,0.9985835694050992,0.9992912827781716,35.3,18.15,8.3,0.3047599296887482,0.784638680033417,1.0,0.025193830647725245,1.5960285132382892,37.10393977165222,-1,0.0
GraphMerge,49097,9820,9,0.99989816700611,1.0,0.9985443959243085,0.9992716678805535,40.3,20.65,9.05,0.4933535002816799,0.701219715956558,0.0932790224032587,0.010385666622009255,2.072052401746725,3.4832186698913574,1,0.010000228881835938
BestCandidate,49097,9820,9,0.99989816700611,1.0,0.9985443959243085,0.9992716678805535,40.3,20.65,9.05,0.4933535002816799,0.701219715956558,1.0,0.024871810501175276,1.7130346232179225,40.83091878890991,-1,0.0
GraphMerge,49097,9820,9,0.99989816700611,0.9985185185185185,1.0,0.9992587101556708,34.1,17.55,8.15,0.6094929969445168,0.6870175438596491,0.410183299389002,0.018531207962061372,1.5265640516385304,3.371866226196289,1,0.016009092330932617
BestCandidate,49097,9820,9,0.99989816700611,0.9985185185185185,1.0,0.9992587101556708,34.1,17.55,8.15,0.6094929969445168,0.6870175438596491,1.0,0.023751663522514864,1.519551934826884,36.66223931312561,-1,0.0
