explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime,clique_size,init_time
GraphMerge,5803,1161,36,1.0,1.0,1.0,1.0,17.6,9.3,5.65,-0.3697727789381672,0.1380354541715956,0.0,,,1.63203763961792,2,0.007999658584594727
BestCandidate,5803,1161,36,1.0,1.0,1.0,1.0,17.6,9.3,5.65,-0.3697727789381672,0.1380354541715956,0.0017226528854435985,0.1053181810135191,1.0,2.5121185779571533,-1,0.0
GraphMerge,5803,1161,36,0.9991386735572783,1.0,0.9411764705882353,0.9696969696969697,19.0,10.0,6.35,0.1899989011634999,0.15502074607358135,0.0025839793281653423,0.21854224003258607,2.0,1.5259430408477783,2,0.007999420166015625
BestCandidate,5803,1161,36,0.9991386735572783,1.0,0.9411764705882353,0.9696969696969697,19.0,10.0,6.35,0.1899989011634999,0.15502074607358135,0.006890611541774283,0.23913644581912644,1.75,2.700007200241089,-1,0.0
GraphMerge,5803,1161,36,0.9965546942291128,0.9285714285714286,0.8125,0.8666666666666666,16.4,8.7,5.3,0.9952235177348758,0.12525374006798154,0.0017226528854435985,0.01944724408955356,1.0,1.6250684261322021,3,0.00800013542175293
BestCandidate,5803,1161,36,0.9965546942291128,0.9285714285714286,0.8125,0.8666666666666666,16.4,8.7,5.3,0.9952235177348758,0.12525374006798154,0.003445305770887197,0.08228305978531186,1.0,2.454073429107666,-1,0.0
GraphMerge,5803,1161,36,0.9982773471145564,1.0,0.8888888888888888,0.9411764705882353,19.9,10.45,6.15,0.9964532907335593,0.19007690327614557,0.009474590869939736,0.3143465899225275,2.6363636363636362,1.5188581943511963,2,0.010000467300415039
BestCandidate,5803,1161,36,0.9982773471145564,1.0,0.8888888888888888,0.9411764705882353,19.9,10.45,6.15,0.9964532907335593,0.19007690327614557,0.006029285099052539,0.34612242570468676,2.142857142857143,2.8191049098968506,-1,0.0
GraphMerge,5803,1161,36,0.9991386735572783,1.0,0.9,0.9473684210526316,19.2,10.1,5.9,0.7948870715690822,0.15251948897968942,0.0,,,1.5297882556915283,3,0.00800013542175293
BestCandidate,5803,1161,36,0.9991386735572783,1.0,0.9,0.9473684210526316,19.2,10.1,5.9,0.7948870715690822,0.15251948897968942,0.0017226528854435985,0.12666733172246375,1.0,2.599949836730957,-1,0.0
GraphMerge,5803,1161,36,0.9974160206718347,1.0,0.85,0.9189189189189189,17.5,9.25,5.65,0.9938556726582018,0.13460797458475476,0.0,,,1.6372592449188232,2,0.00800013542175293
BestCandidate,5803,1161,36,0.9974160206718347,1.0,0.85,0.9189189189189189,17.5,9.25,5.65,0.9938556726582018,0.13460797458475476,0.003445305770887197,0.2905138350512299,2.5,2.603588342666626,-1,0.0
GraphMerge,5803,1161,36,0.9991386735572783,1.0,0.9444444444444444,0.9714285714285714,17.0,9.0,5.7,0.9834019312887826,0.14267404594029978,0.0017226528854435985,0.08929353284499392,1.0,1.5380289554595947,2,0.007999658584594727
BestCandidate,5803,1161,36,0.9991386735572783,1.0,0.9444444444444444,0.9714285714285714,17.0,9.0,5.7,0.9834019312887826,0.14267404594029978,0.006029285099052539,0.18195170563355298,1.5714285714285714,2.5396690368652344,-1,0.0
GraphMerge,5803,1161,36,0.9956933677863911,1.0,0.5833333333333334,0.7368421052631579,9.0,5.0,3.05,0.9993912616180305,0.09634407989671147,0.0,,,1.5208702087402344,3,0.00800013542175293
BestCandidate,5803,1161,36,0.9956933677863911,1.0,0.5833333333333334,0.7368421052631579,9.0,5.0,3.05,0.9993912616180305,0.09634407989671147,0.0025839793281653423,0.11507743784762538,1.3333333333333333,1.9770820140838623,-1,0.0
GraphMerge,5803,1161,36,0.9991386735572783,1.0,0.9166666666666666,0.9565217391304348,15.0,8.0,5.55,0.32433288241639296,0.12813933142880513,0.0,,,1.6509630680084229,4,0.007999897003173828
BestCandidate,5803,1161,36,0.9991386735572783,1.0,0.9166666666666666,0.9565217391304348,15.0,8.0,5.55,0.32433288241639296,0.12813933142880513,0.003445305770887197,0.37028480003420705,2.25,2.395899772644043,-1,0.0
GraphMerge,5803,1161,36,1.0,1.0,1.0,1.0,12.7,6.85,4.2,-0.1375229522797164,0.12405641142483247,0.0,,,1.6351346969604492,3,0.0069997310638427734
BestCandidate,5803,1161,36,1.0,1.0,1.0,1.0,12.7,6.85,4.2,-0.1375229522797164,0.12405641142483247,0.0008613264427217437,0.12563533827288906,3.0,2.2650656700134277,-1,0.0
