explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime,clique_size,init_time
GraphMerge,3772,755,6,0.9933774834437086,0.9230769230769231,0.75,0.8275862068965517,26.6,13.8,6.65,0.7799720232848093,0.7985964912280703,0.01059602649006619,0.02508964064093533,1.0,1.520711898803711,1,0.011000633239746094
BestCandidate,3772,755,6,0.9933774834437086,0.9230769230769231,0.75,0.8275862068965517,26.6,13.8,6.65,0.7799720232848093,0.7985964912280703,1.0,0.107107890048791,2.017218543046358,2.2880754470825195,-1,0.0
GraphMerge,3772,755,6,0.9947019867549669,0.9,0.9,0.9,23.1,12.05,5.85,0.9009725181510613,0.6827192982456141,0.015894039735099286,0.01407688291170398,1.0,1.5270493030548096,1,0.009999513626098633
BestCandidate,3772,755,6,0.9947019867549669,0.9,0.9,0.9,23.1,12.05,5.85,0.9009725181510613,0.6827192982456141,0.9364238410596026,0.10310915319418731,1.9618104667609617,1.9510304927825928,-1,0.0
GraphMerge,3772,755,6,0.9960264900662251,0.9375,0.8823529411764706,0.9090909090909091,22.6,11.8,5.45,0.9963498488179764,0.7686842105263157,0.0066225165562914245,0.029026646931721245,1.2,1.5230159759521484,1,0.009999990463256836
BestCandidate,3772,755,6,0.9960264900662251,0.9375,0.8823529411764706,0.9090909090909091,22.6,11.8,5.45,0.9963498488179764,0.7686842105263157,0.4317880794701987,0.11086026899782449,2.147239263803681,1.9110524654388428,-1,0.0
GraphMerge,3772,755,6,0.9973509933774835,1.0,0.875,0.9333333333333333,28.1,14.55,6.45,0.2698565007160521,0.8921052631578947,0.5298013245033113,0.09318433551345934,1.9575,1.536919355392456,1,0.011000394821166992
BestCandidate,3772,755,6,0.9973509933774835,1.0,0.875,0.9333333333333333,28.1,14.55,6.45,0.2698565007160521,0.8921052631578947,1.0,0.08970916317694458,1.9827814569536424,2.2499613761901855,-1,0.0
GraphMerge,3772,755,6,0.9933774834437086,1.0,0.782608695652174,0.878048780487805,20.7,10.85,5.1,0.9695619134296745,0.763859649122807,0.014569536423841067,0.05901099490826376,1.2727272727272727,1.5260357856750488,1,0.010001420974731445
BestCandidate,3772,755,6,0.9933774834437086,1.0,0.782608695652174,0.878048780487805,20.7,10.85,5.1,0.9695619134296745,0.763859649122807,1.0,0.11423782677631343,2.1973509933774835,1.77504563331604,-1,0.0
GraphMerge,3772,755,6,0.9973509933774835,0.9583333333333334,0.9583333333333334,0.9583333333333334,22.9,11.95,5.5,0.44798288397062286,0.7247368421052631,0.019867549668874163,0.06958077090804334,1.4,1.5248396396636963,1,0.009999990463256836
BestCandidate,3772,755,6,0.9973509933774835,0.9583333333333334,0.9583333333333334,0.9583333333333334,22.9,11.95,5.5,0.44798288397062286,0.7247368421052631,1.0,0.0953416747782956,1.981456953642384,1.9254324436187744,-1,0.0
GraphMerge,3772,755,6,0.9986754966887417,0.9565217391304348,1.0,0.9777777777777777,24.1,12.55,5.9,0.5482072022152138,0.7020175438596491,0.0026490066225165476,0.024282306696334965,2.0,1.5278255939483643,1,0.010000228881835938
BestCandidate,3772,755,6,0.9986754966887417,0.9565217391304348,1.0,0.9777777777777777,24.1,12.55,5.9,0.5482072022152138,0.7020175438596491,1.0,0.08427433852144325,1.9589403973509933,2.0500614643096924,-1,0.0
GraphMerge,3772,755,6,0.9933774834437086,0.8125,0.8666666666666667,0.8387096774193549,23.1,12.05,5.75,0.9817975377487537,0.680175438596491,0.003973509933774877,0.02695230846198932,1.0,1.5248405933380127,1,0.010000228881835938
BestCandidate,3772,755,6,0.9933774834437086,0.8125,0.8666666666666667,0.8387096774193549,23.1,12.05,5.75,0.9817975377487537,0.680175438596491,1.0,0.0823280661612543,1.9841059602649007,2.026108980178833,-1,0.0
GraphMerge,3772,755,6,0.9960264900662251,1.0,0.8421052631578947,0.9142857142857143,26.9,13.95,6.7,0.9420693883923491,0.8594736842105264,0.01059602649006619,0.03499180548687904,1.0,1.5208301544189453,1,0.009999275207519531
BestCandidate,3772,755,6,0.9960264900662251,1.0,0.8421052631578947,0.9142857142857143,26.9,13.95,6.7,0.9420693883923491,0.8594736842105264,1.0,0.14502418424255242,2.666225165562914,2.2540712356567383,-1,0.0
GraphMerge,3772,755,6,0.9986754966887417,1.0,0.9375,0.967741935483871,26.1,13.55,6.25,0.4539091136135911,0.8214035087719298,0.08344370860927153,0.10473045078421134,2.746031746031746,1.524003267288208,1,0.009998798370361328
BestCandidate,3772,755,6,0.9986754966887417,1.0,0.9375,0.967741935483871,26.1,13.55,6.25,0.4539091136135911,0.8214035087719298,1.0,0.09199059207213042,2.0622516556291393,2.0659937858581543,-1,0.0
