explainer,n_samples,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime
GraphMerge,49097,9,1.0,1.0,1.0,1.0,39.3,20.15,8.9,0.0,0.7900584795321638,1.0,0.007636756429665582,1.35,0.9769978523254395
OCEAN,49097,9,1.0,1.0,1.0,1.0,39.3,20.15,8.9,0.0,0.7900584795321638,1.0,1.1316449266020883,3.7,2.6280012130737305
BestCandidate,49097,9,1.0,1.0,1.0,1.0,39.3,20.15,8.9,0.0,0.7900584795321638,1.0,0.011648388675043687,1.5,0.0840001106262207
GraphMerge,49097,9,1.0,1.0,1.0,1.0,39.6,20.3,9.4,0.0,0.7850250626566417,1.0,0.0049407861199699315,1.4,0.9610004425048828
OCEAN,49097,9,1.0,1.0,1.0,1.0,39.6,20.3,9.4,0.0,0.7850250626566417,0.95,1.1313070398884153,3.210526315789474,2.6239991188049316
BestCandidate,49097,9,1.0,1.0,1.0,1.0,39.6,20.3,9.4,0.0,0.7850250626566417,1.0,0.01812631878626306,1.4,0.08300256729125977
GraphMerge,49097,9,1.0,1.0,1.0,1.0,37.7,19.35,8.0,0.0,0.7430033416875521,1.0,0.008147484956112469,1.45,0.9659998416900635
OCEAN,49097,9,1.0,1.0,1.0,1.0,37.7,19.35,8.0,0.0,0.7430033416875521,1.0,1.132323706911446,4.25,2.4360010623931885
BestCandidate,49097,9,1.0,1.0,1.0,1.0,37.7,19.35,8.0,0.0,0.7430033416875521,1.0,0.008464667437413313,1.4,0.07699990272521973
GraphMerge,49097,9,1.0,1.0,1.0,1.0,36.4,18.7,8.5,0.0,0.7760964912280701,1.0,0.020783336894902558,1.15,0.9620003700256348
OCEAN,49097,9,1.0,1.0,1.0,1.0,36.4,18.7,8.5,0.0,0.7760964912280701,0.9,1.1325774661923964,3.888888888888889,2.6120004653930664
BestCandidate,49097,9,1.0,1.0,1.0,1.0,36.4,18.7,8.5,0.0,0.7760964912280701,1.0,0.030477834118417767,1.65,0.07800078392028809
GraphMerge,49097,9,1.0,1.0,1.0,1.0,42.4,21.7,9.65,0.0,0.7951963241436925,1.0,0.019360973657432452,1.75,1.005000352859497
OCEAN,49097,9,1.0,1.0,1.0,1.0,42.4,21.7,9.65,0.0,0.7951963241436925,1.0,1.1344246735914916,5.05,3.204000949859619
BestCandidate,49097,9,1.0,1.0,1.0,1.0,42.4,21.7,9.65,0.0,0.7951963241436925,1.0,0.02147847973075367,2.15,0.08499932289123535
