explainer,n_samples,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime
GraphMerge,6870,16,1.0,1.0,1.0,1.0,30.1,15.55,6.85,0.07894736842105263,0.4504155055470845,1.0,0.40930586669275987,2.15,0.9860000610351562
OCEAN,6870,16,1.0,1.0,1.0,1.0,30.1,15.55,6.85,0.07894736842105263,0.4504155055470845,1.0,0.6053993725541768,4.75,3.084998846054077
BestCandidate,6870,16,1.0,1.0,1.0,1.0,30.1,15.55,6.85,0.07894736842105263,0.4504155055470845,0.55,0.691985968902873,2.0,0.05700039863586426
GraphMerge,6870,16,1.0,1.0,1.0,1.0,33.0,17.0,6.65,0.0,0.5100589980195244,1.0,0.4805221909896173,2.1,0.9729998111724854
OCEAN,6870,16,1.0,1.0,1.0,1.0,33.0,17.0,6.65,0.0,0.5100589980195244,1.0,0.7271188524886286,6.25,4.327997207641602
BestCandidate,6870,16,1.0,1.0,1.0,1.0,33.0,17.0,6.65,0.0,0.5100589980195244,0.35,0.8863540193053011,3.142857142857143,0.06099987030029297
GraphMerge,6870,16,1.0,1.0,1.0,1.0,33.1,17.05,6.6,0.0,0.5244481030665241,1.0,0.4149921070621895,1.05,0.9769997596740723
OCEAN,6870,16,1.0,1.0,1.0,1.0,33.1,17.05,6.6,0.0,0.5244481030665241,1.0,0.7537947554706285,5.6,5.198998689651489
BestCandidate,6870,16,1.0,1.0,1.0,1.0,33.1,17.05,6.6,0.0,0.5244481030665241,0.30000000000000004,0.8584364287845317,2.3333333333333335,0.07800006866455078
GraphMerge,6870,16,1.0,1.0,1.0,1.0,30.6,15.8,6.35,0.0,0.4655527732501417,1.0,0.37882609552151164,1.2,1.0660014152526855
OCEAN,6870,16,1.0,1.0,1.0,1.0,30.6,15.8,6.35,0.0,0.4655527732501417,1.0,0.8850785210640035,6.35,4.464999198913574
BestCandidate,6870,16,1.0,1.0,1.0,1.0,30.6,15.8,6.35,0.0,0.4655527732501417,0.0,,,0.056000471115112305
GraphMerge,6870,16,1.0,1.0,1.0,1.0,33.3,17.15,6.7,0.0,0.5058732860706544,1.0,0.35766308677099745,1.6,0.9810001850128174
OCEAN,6870,16,1.0,1.0,1.0,1.0,33.3,17.15,6.7,0.0,0.5058732860706544,1.0,0.6246576199123357,5.0,3.499997854232788
BestCandidate,6870,16,1.0,1.0,1.0,1.0,33.3,17.15,6.7,0.0,0.5058732860706544,0.44999999999999996,0.6863505768280038,2.6666666666666665,0.06400060653686523
