explainer,n_samples,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime
GraphMerge,3062,166,1.0,1.0,1.0,1.0,3.7,2.35,1.25,0.0,0.0293859649122807,1.0,0.8997743708454568,11.15,0.9730017185211182
OCEAN,3062,166,1.0,1.0,1.0,1.0,3.7,2.35,1.25,0.0,0.0293859649122807,1.0,0.49234813007505307,6.45,0.48699951171875
BestCandidate,3062,166,1.0,1.0,1.0,1.0,3.7,2.35,1.25,0.0,0.0293859649122807,0.0,,,0.03000020980834961
GraphMerge,3062,166,1.0,1.0,1.0,1.0,3.4,2.2,1.2,0.0,0.0543859649122807,1.0,1.0429766933943703,11.0,1.00600004196167
OCEAN,3062,166,1.0,1.0,1.0,1.0,3.4,2.2,1.2,0.0,0.0543859649122807,1.0,0.5121142940692912,5.3,0.4739995002746582
BestCandidate,3062,166,1.0,1.0,1.0,1.0,3.4,2.2,1.2,0.0,0.0543859649122807,0.0,,,0.029000043869018555
GraphMerge,3062,166,1.0,1.0,1.0,1.0,3.8,2.4,1.35,0.0,0.016842105263157894,1.0,1.0195359721741861,11.0,0.9850020408630371
OCEAN,3062,166,1.0,1.0,1.0,1.0,3.8,2.4,1.35,0.0,0.016842105263157894,1.0,0.5630285353438209,7.25,0.505997896194458
BestCandidate,3062,166,1.0,1.0,1.0,1.0,3.8,2.4,1.35,0.0,0.016842105263157894,0.0,,,0.030997514724731445
GraphMerge,3062,166,1.0,1.0,1.0,1.0,3.4,2.2,1.2,0.0,0.02543859649122807,1.0,1.000338697247415,11.0,0.9820001125335693
OCEAN,3062,166,1.0,1.0,1.0,1.0,3.4,2.2,1.2,0.0,0.02543859649122807,1.0,0.5926311277277417,7.75,0.46899867057800293
BestCandidate,3062,166,1.0,1.0,1.0,1.0,3.4,2.2,1.2,0.0,0.02543859649122807,0.0,,,0.028998613357543945
GraphMerge,3062,166,1.0,1.0,1.0,1.0,3.3,2.15,1.15,0.0,0.035964912280701755,1.0,1.1050591988149214,11.0,0.9830007553100586
OCEAN,3062,166,1.0,1.0,1.0,1.0,3.3,2.15,1.15,0.0,0.035964912280701755,1.0,0.5043125768262761,5.4,0.46199870109558105
BestCandidate,3062,166,1.0,1.0,1.0,1.0,3.3,2.15,1.15,0.0,0.035964912280701755,0.0,,,0.028999805450439453
