explainer,n_samples,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime
GraphMerge,262144,4,1.0,1.0,1.0,1.0,8.6,4.8,2.9,0.0,0.5666666666666667,1.0,2.0554330631504256,1.6,0.9740536212921143
OCEAN,262144,4,1.0,1.0,1.0,1.0,8.6,4.8,2.9,0.0,0.5666666666666667,0.050000000000000044,2.2833464607510314,3.0,0.5660190582275391
BestCandidate,262144,4,1.0,1.0,1.0,1.0,8.6,4.8,2.9,0.0,0.5666666666666667,0.75,2.561716237681856,1.8666666666666667,0.04200029373168945
GraphMerge,262144,4,1.0,1.0,1.0,1.0,13.1,7.05,3.5,0.0,0.5881578947368421,1.0,2.6313556566744993,1.3,1.0640006065368652
OCEAN,262144,4,1.0,1.0,1.0,1.0,13.1,7.05,3.5,0.0,0.5881578947368421,0.0,,,0.8354701995849609
BestCandidate,262144,4,1.0,1.0,1.0,1.0,13.1,7.05,3.5,0.0,0.5881578947368421,0.85,2.806424236072498,1.6470588235294117,0.0410001277923584
GraphMerge,262144,4,1.0,1.0,1.0,1.0,10.8,5.9,3.25,0.0,0.6535087719298245,1.0,2.1960966719861528,1.55,1.087998867034912
OCEAN,262144,4,1.0,1.0,1.0,1.0,10.8,5.9,3.25,0.0,0.6535087719298245,0.09999999999999998,2.7939230743095984,3.0,0.7810008525848389
BestCandidate,262144,4,1.0,1.0,1.0,1.0,10.8,5.9,3.25,0.0,0.6535087719298245,0.35,2.241608794349539,1.7142857142857142,0.03600025177001953
GraphMerge,262144,4,1.0,1.0,1.0,1.0,9.6,5.3,3.0,0.0,0.5719298245614035,1.0,2.005914405435415,1.65,1.0089995861053467
OCEAN,262144,4,1.0,1.0,1.0,1.0,9.6,5.3,3.0,0.0,0.5719298245614035,0.050000000000000044,3.180685849548509,3.0,0.6429986953735352
BestCandidate,262144,4,1.0,1.0,1.0,1.0,9.6,5.3,3.0,0.0,0.5719298245614035,0.15000000000000002,1.985724616782447,1.6666666666666667,0.03299880027770996
GraphMerge,262144,4,1.0,1.0,1.0,1.0,9.8,5.4,2.9,0.0,0.5925438596491228,1.0,2.3413747677532823,1.6,0.9999992847442627
OCEAN,262144,4,1.0,1.0,1.0,1.0,9.8,5.4,2.9,0.0,0.5925438596491228,0.050000000000000044,3.1757919549061557,3.0,0.6179971694946289
BestCandidate,262144,4,1.0,1.0,1.0,1.0,9.8,5.4,2.9,0.0,0.5925438596491228,0.9,2.4260066006340226,1.6111111111111112,0.034998178482055664
