explainer,n_samples,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime
GraphMerge,3772,6,1.0,1.0,1.0,1.0,28.2,14.6,6.55,0.0,0.7929824561403508,1.0,0.08947489766161534,1.85,0.9660003185272217
OCEAN,3772,6,1.0,1.0,1.0,1.0,28.2,14.6,6.55,0.0,0.7929824561403508,1.0,0.08908728818507337,2.75,2.63800048828125
BestCandidate,3772,6,1.0,1.0,1.0,1.0,28.2,14.6,6.55,0.0,0.7929824561403508,1.0,0.1390314756954758,2.9,0.056998491287231445
GraphMerge,3772,6,1.0,1.0,1.0,1.0,24.9,12.95,5.9,0.005263157894736842,0.7503508771929824,1.0,0.07420499823154,1.9,0.9720001220703125
OCEAN,3772,6,1.0,1.0,1.0,1.0,24.9,12.95,5.9,0.005263157894736842,0.7503508771929824,1.0,0.07118883042510561,2.6,2.3260016441345215
BestCandidate,3772,6,1.0,1.0,1.0,1.0,24.9,12.95,5.9,0.005263157894736842,0.7503508771929824,1.0,0.07772787353054042,1.95,0.050000905990600586
GraphMerge,3772,6,1.0,1.0,1.0,1.0,24.4,12.7,5.6,0.0,0.7700877192982455,1.0,0.08572330850734552,2.0,0.9609999656677246
OCEAN,3772,6,1.0,1.0,1.0,1.0,24.4,12.7,5.6,0.0,0.7700877192982455,1.0,0.08890456405315554,2.15,2.489001989364624
BestCandidate,3772,6,1.0,1.0,1.0,1.0,24.4,12.7,5.6,0.0,0.7700877192982455,1.0,0.09637032203021392,2.1,0.053997039794921875
GraphMerge,3772,6,1.0,1.0,1.0,1.0,26.8,13.9,6.55,-0.1631578947368421,0.811578947368421,1.0,0.0825221287886089,1.0,0.9669995307922363
OCEAN,3772,6,1.0,1.0,1.0,1.0,26.8,13.9,6.55,-0.1631578947368421,0.811578947368421,1.0,0.09596282765550777,2.3,3.0010006427764893
BestCandidate,3772,6,1.0,1.0,1.0,1.0,26.8,13.9,6.55,-0.1631578947368421,0.811578947368421,1.0,0.10381466430032855,1.85,0.056999921798706055
GraphMerge,3772,6,1.0,1.0,1.0,1.0,22.8,11.9,5.5,0.0,0.7596491228070176,1.0,0.07349011869165147,1.8,0.9719994068145752
OCEAN,3772,6,1.0,1.0,1.0,1.0,22.8,11.9,5.5,0.0,0.7596491228070176,1.0,0.0948418344279362,2.5,2.3000004291534424
BestCandidate,3772,6,1.0,1.0,1.0,1.0,22.8,11.9,5.5,0.0,0.7596491228070176,1.0,0.10795385705484246,1.9,0.04999828338623047
