explainer,n_samples,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime
GraphMerge,1831,21,0.9789473684210527,0.9745222929936306,1.0,0.9870967741935484,42.5,21.75,9.05,0.3694444444444444,0.5434833581134705,1.0,0.08165530233975439,1.35,0.9850022792816162
OCEAN,1831,21,0.9789473684210527,0.9745222929936306,1.0,0.9870967741935484,42.5,21.75,9.05,0.3694444444444444,0.5434833581134705,1.0,0.1333763511560313,5.7,3.5739779472351074
BestCandidate,1831,21,0.9789473684210527,0.9745222929936306,1.0,0.9870967741935484,42.5,21.75,9.05,0.3694444444444444,0.5434833581134705,0.95,0.3921046358588063,2.5789473684210527,0.08600044250488281
GraphMerge,1831,21,1.0,1.0,1.0,1.0,46.0,23.5,9.5,0.1345029239766082,0.5744761898295792,1.0,0.1689984516992404,2.0,0.9780325889587402
OCEAN,1831,21,1.0,1.0,1.0,1.0,46.0,23.5,9.5,0.1345029239766082,0.5744761898295792,1.0,0.1342660503375447,4.2,3.6281039714813232
BestCandidate,1831,21,1.0,1.0,1.0,1.0,46.0,23.5,9.5,0.1345029239766082,0.5744761898295792,1.0,0.2494183074446053,1.55,0.08985424041748047
GraphMerge,1831,21,1.0,1.0,1.0,1.0,46.4,23.7,9.9,-0.031578947368421054,0.5768522883974244,1.0,0.1394295268596189,1.4,0.9820041656494141
OCEAN,1831,21,1.0,1.0,1.0,1.0,46.4,23.7,9.9,-0.031578947368421054,0.5768522883974244,1.0,0.223324364810078,4.95,4.3179991245269775
BestCandidate,1831,21,1.0,1.0,1.0,1.0,46.4,23.7,9.9,-0.031578947368421054,0.5768522883974244,0.95,0.37977476658582854,1.4736842105263157,0.08999991416931152
GraphMerge,1831,21,1.0,1.0,1.0,1.0,51.6,26.3,9.85,-0.06842105263157895,0.6532245474367032,1.0,0.1536535753094454,1.35,0.9979996681213379
OCEAN,1831,21,1.0,1.0,1.0,1.0,51.6,26.3,9.85,-0.06842105263157895,0.6532245474367032,1.0,0.15233505184827445,4.95,4.15362024307251
BestCandidate,1831,21,1.0,1.0,1.0,1.0,51.6,26.3,9.85,-0.06842105263157895,0.6532245474367032,0.85,0.4034515534251485,2.4705882352941178,0.0989995002746582
GraphMerge,1831,21,1.0,1.0,1.0,1.0,46.4,23.7,8.9,-0.07602339181286549,0.5546783869453741,1.0,0.08046624522459728,1.6,0.9830019474029541
OCEAN,1831,21,1.0,1.0,1.0,1.0,46.4,23.7,8.9,-0.07602339181286549,0.5546783869453741,1.0,0.19777633165610953,4.85,4.7099995613098145
BestCandidate,1831,21,1.0,1.0,1.0,1.0,46.4,23.7,8.9,-0.07602339181286549,0.5546783869453741,0.9,0.34316227323412085,1.5,0.08999967575073242
