explainer,n_trees,max_depth,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,ext_min,ext_avg,ext_max,avg_nnodes,avg_nleaves,avg_depth
FACETBranchBound,5,3,19019,10,10,0.8,0.75,0.75,0.75,0.6442307692307693,0.375,1.0,0.10455574494316196,1.9,0.02399921417236328,0.02500009536743164,23,41.7,71,15.0,8.0,3.0
FACETBranchBound,10,3,19019,10,10,0.6,0.5,0.5,0.5,0.7550363652324436,0.44228395061728387,1.0,0.15547608961858086,2.4,0.0989999771118164,0.9630000591278076,308,442.2,588,15.0,8.0,3.0
FACETBranchBound,15,3,19019,10,10,0.7,0.6,0.75,0.6666666666666665,0.8204761904761906,0.5149546485260771,1.0,0.13192814206664005,2.7,0.26399970054626465,5.678000450134277,660,1527.2,3013,15.0,8.0,3.0
FACETBranchBound,20,3,19019,10,10,0.7,0.5714285714285714,1.0,0.7272727272727273,0.8178837244626718,0.48092731829573926,1.0,0.11957291693642762,3.4,0.4829995632171631,76.22700023651123,2199,11356.0,31340,14.9,7.95,3.0
