explainer,n_trees,max_depth,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,ext_min,ext_avg,ext_max
FACETBranchBound,5,3,20,20,9,0.75,0.7142857142857143,0.9090909090909091,0.8,0.4869995501574449,0.35761904761904767,1.0,0.05138924923205873,2.3,0.012999773025512695,0.057999372482299805,19,54.25,101
FACETBranchBound,10,3,20,20,9,0.8,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.37802061031571854,0.3214991181657848,1.0,0.03474740576218624,2.05,0.06200146675109863,1.063999891281128,329,1136.75,3094
FACETBranchBound,15,3,20,20,9,0.75,0.75,0.8181818181818182,0.7826086956521738,0.44127158438016006,0.3339569160997732,1.0,0.047576463110661174,2.35,0.15599799156188965,7.426002025604248,1527,8737.4,19461
FACETBranchBound,20,3,20,20,9,0.85,0.7857142857142857,1.0,0.88,0.5935574234936591,0.3560526315789474,1.0,0.043173266800578376,2.2,0.26799964904785156,55.458372592926025,11437,61899.7,182811
