dataset,n_trees,explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max,n_rects
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.6695741625039342,10.9,0.008999347686767578,0.0020008087158203125,-1,-1,-1,-1,-1,2
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.4469248093143852,9.9,0.0049991607666015625,0.003000020980834961,-1,-1,-1,-1,-1,5
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.3489879098414965,9.2,0.005751132965087891,0.004000186920166016,-1,-1,-1,-1,-1,10
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.3277188969442013,8.1,0.00700068473815918,0.006999492645263672,-1,-1,-1,-1,-1,20
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.31705570134241695,8.65,0.008998632431030273,0.017000198364257812,-1,-1,-1,-1,-1,50
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.2925467627162196,7.8,0.011999130249023438,0.03000020980834961,-1,-1,-1,-1,-1,100
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.27765960619455654,7.15,0.020003318786621094,0.059380531311035156,-1,-1,-1,-1,-1,200
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.26447068878470986,6.9,0.026999950408935547,0.08499670028686523,-1,-1,-1,-1,-1,300
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.2640587439487289,6.95,0.03499746322631836,0.12301158905029297,-1,-1,-1,-1,-1,400
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.26363109170187277,7.1,0.04141974449157715,0.1436023712158203,-1,-1,-1,-1,-1,500
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.2576678021612358,6.9,0.05899810791015625,0.22029900550842285,-1,-1,-1,-1,-1,750
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.25286572265806173,6.45,0.07799839973449707,0.34822821617126465,-1,-1,-1,-1,-1,1000
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.25239989413111175,6.7,0.1699979305267334,0.6669998168945312,-1,-1,-1,-1,-1,2000
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.25028130202727283,6.85,0.2220008373260498,0.8789997100830078,-1,-1,-1,-1,-1,3000
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.24569508805499313,6.45,0.2969987392425537,1.1520001888275146,-1,-1,-1,-1,-1,4000
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.24497242876828254,6.5,0.36099886894226074,1.444000244140625,-1,-1,-1,-1,-1,5000
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.24095630343344104,6.7,0.7129993438720703,2.8824336528778076,-1,-1,-1,-1,-1,10000
cancer,20,FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.8,6.9,3.0,0.8052733282481567,0.18587092731829574,1.0,0.2409204351708268,6.4,1.424999475479126,5.88850474357605,-1,-1,-1,-1,-1,20000
