explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime
GraphMerge,567498,113500,3,0.9999911894273128,1.0,0.9978632478632479,0.9989304812834224,24.8,12.9,4.95,0.5210501274773216,1.0,0.8522202643171806,0.12687753250775105,1.8959235787318949,10.981655836105347
BestCandidate,567498,113500,3,0.9999911894273128,1.0,0.9978632478632479,0.9989304812834224,24.8,12.9,4.95,0.5210501274773216,1.0,1.0,0.12287129891514247,1.9336211453744494,298.4940278530121
GraphMerge,567498,113500,3,0.9999823788546256,1.0,0.9956616052060737,0.9978260869565216,23.0,12.0,4.95,0.9999883912735053,1.0,0.09148898678414097,0.0914109789078592,1.0,8.470999717712402
BestCandidate,567498,113500,3,0.9999823788546256,1.0,0.9956616052060737,0.9978260869565216,23.0,12.0,4.95,0.9999883912735053,1.0,1.0,0.12207554133872069,1.9293303964757709,283.97124791145325
GraphMerge,567498,113500,3,1.0,1.0,1.0,1.0,21.7,11.35,5.0,-0.1105283282812576,1.0,0.003850220264317139,0.10795068729657692,1.9588100686498855,5.858999967575073
BestCandidate,567498,113500,3,1.0,1.0,1.0,1.0,21.7,11.35,5.0,-0.1105283282812576,1.0,1.0,0.13430953828450581,1.9774537444933922,228.89099645614624
GraphMerge,567498,113500,3,0.9999735682819383,0.9978070175438597,0.9956236323851203,0.9967141292442497,21.1,11.05,4.65,0.9999586147009912,0.9368421052631579,0.0008458149779735358,0.3795859459163085,1.2604166666666667,9.20099949836731
BestCandidate,567498,113500,3,0.9999735682819383,0.9978070175438597,0.9956236323851203,0.9967141292442497,21.1,11.05,4.65,0.9999586147009912,0.9368421052631579,1.0,0.31508056378970806,1.961180616740088,233.56000018119812
GraphMerge,567498,113500,3,0.9999823788546256,0.9977324263038548,0.9977324263038548,0.9977324263038548,18.0,9.5,5.0,0.9999697813113386,0.9368421052631579,0.0007929515418502175,0.09946323961559518,1.4555555555555555,4.43999981880188
BestCandidate,567498,113500,3,0.9999823788546256,0.9977324263038548,0.9977324263038548,0.9977324263038548,18.0,9.5,5.0,0.9999697813113386,0.9368421052631579,1.0,0.31145115544727386,1.4002819383259912,213.198734998703
GraphMerge,567498,113500,3,0.9999823788546256,1.0,0.9952038369304557,0.9975961538461539,24.8,12.9,5.0,0.18944793753896239,0.9666666666666668,1.7621145374402403e-05,0.10934358491796697,1.0,10.83299994468689
BestCandidate,567498,113500,3,0.9999823788546256,1.0,0.9952038369304557,0.9975961538461539,24.8,12.9,5.0,0.18944793753896239,0.9666666666666668,1.0,0.1653395052140187,1.8357004405286343,283.1545133590698
GraphMerge,567498,113500,3,0.9999823788546256,1.0,0.9955654101995566,0.9977777777777778,20.1,10.55,4.85,0.8052610401836258,0.9666666666666666,0.046096916299559476,0.2881282171316332,1.0,3.867999315261841
BestCandidate,567498,113500,3,0.9999823788546256,1.0,0.9955654101995566,0.9977777777777778,20.1,10.55,4.85,0.8052610401836258,0.9666666666666666,1.0,0.3168181036377601,1.0038942731277534,252.13028740882874
GraphMerge,567498,113500,3,0.9999823788546256,1.0,0.9950124688279302,0.9974999999999999,24.6,12.8,5.0,0.810507720701974,1.0,0.14603524229074893,0.30066394411152225,1.0003619909502262,3.5342516899108887
BestCandidate,567498,113500,3,0.9999823788546256,1.0,0.9950124688279302,0.9974999999999999,24.6,12.8,5.0,0.810507720701974,1.0,1.0,0.30891286153784653,1.158933920704846,240.7009997367859
GraphMerge,567498,113500,3,0.9999823788546256,1.0,0.9956616052060737,0.9978260869565216,23.6,12.3,5.0,0.4894680266090174,1.0,3.524229074891583e-05,0.12601231900141702,1.0,13.342999458312988
BestCandidate,567498,113500,3,0.9999823788546256,1.0,0.9956616052060737,0.9978260869565216,23.6,12.3,5.0,0.4894680266090174,1.0,1.0,0.1341706694921577,1.9782731277533039,282.53257036209106
GraphMerge,567498,113500,3,0.9999911894273128,0.9978354978354979,1.0,0.9989165763813651,20.6,10.8,4.9,0.9999868308767969,0.9666666666666668,8.810572687223406e-05,0.19939847428830476,1.0,7.15600061416626
BestCandidate,567498,113500,3,0.9999911894273128,0.9978354978354979,1.0,0.9989165763813651,20.6,10.8,4.9,0.9999868308767969,0.9666666666666668,1.0,0.3121053119384855,1.0060440528634362,230.80622839927673
