n_samples,n_samples_explained,n_features,n_trees,max_depth,avg_nnodes,avg_nleaves,avg_depth,accuracy,precision,recall,f1,ext_min,ext_avg,ext_max,init_time,runtime,order,coverage_ratio,mean_dist,mean_length,dataset
19019,20,10,15,3,15.0,8.0,3.0,0.7802313354363828,0.7562403697996918,0.9819927971188476,0.8544568245125348,3031,10031.8,48537,0.25499677658081055,8.057823419570923,PriorityQueue,1.0,0.06247214662707763,2.75,magic
19019,20,10,15,3,15.0,8.0,3.0,0.7802313354363828,0.7562403697996918,0.9819927971188476,0.8544568245125348,435,2362.1,3019,0.25499677658081055,13.607386827468872,Stack,1.0,0.06247214662707763,2.75,magic
